Chromosome,Start,gene_name,gene_id,Strand
chr3,51983476,ACY1,ENSG00000243989.9,+
chr3,51983534,ACY1,ENSG00000243989.9,+
chr3,52198085,ALAS1,ENSG00000023330.15,+
chr3,52198093,ALAS1,ENSG00000023330.15,+
chr3,52198131,ALAS1,ENSG00000023330.15,+
chr3,52198159,ALAS1,ENSG00000023330.15,+
chr3,52245758,PPM1M,ENSG00000164088.18,+
chr3,52246169,PPM1M,ENSG00000164088.18,+
chr3,52246208,PPM1M,ENSG00000164088.18,+
chr3,52287088,GLYCTK,ENSG00000168237.18,+
chr3,52287819,GLYCTK,ENSG00000168237.18,+
chr3,52287827,GLYCTK,ENSG00000168237.18,+
chr3,52287834,GLYCTK,ENSG00000168237.18,+
chr3,52290313,GLYCTK,ENSG00000168237.18,+
chr3,52316318,DNAH1,ENSG00000114841.18,+
chr3,52410659,PHF7,ENSG00000010318.22,+
chr3,52411196,PHF7,ENSG00000010318.22,+
chr3,52412810,PHF7,ENSG00000010318.22,+
chr3,52455117,NISCH,ENSG00000010322.16,+
chr3,52455603,NISCH,ENSG00000010322.16,+
chr3,52455616,NISCH,ENSG00000010322.16,+
chr3,52495337,STAB1,ENSG00000010327.10,+
chr3,52536601,UQCC5,ENSG00000168273.8,+
chr3,52536604,UQCC5,ENSG00000168273.8,+
chr3,52686015,GNL3,ENSG00000163938.17,+
chr3,52686031,GNL3,ENSG00000163938.17,+
chr3,52704954,SPCS1,ENSG00000114902.14,+
chr3,52705840,SPCS1,ENSG00000114902.14,+
chr3,52706105,SPCS1,ENSG00000114902.14,+
chr3,52777598,ITIH1,ENSG00000055957.11,+
chr3,52779920,ITIH1,ENSG00000055957.11,+
chr3,52787824,ITIH1,ENSG00000055957.11,+
chr3,52794795,ITIH3,ENSG00000162267.14,+
chr3,52794803,ITIH3,ENSG00000162267.14,+
chr3,53161119,PRKCD,ENSG00000163932.16,+
chr3,53161208,PRKCD,ENSG00000163932.16,+
chr3,53161216,PRKCD,ENSG00000163932.16,+
chr3,53161355,PRKCD,ENSG00000163932.16,+
chr3,53168796,PRKCD,ENSG00000163932.16,+
chr3,53328962,CACNA1D,ENSG00000157388.20,+
chr3,53494610,CACNA1D,ENSG00000157388.20,+
chr3,53494673,CACNA1D,ENSG00000157388.20,+
chr3,53495166,CACNA1D,ENSG00000157388.20,+
chr3,53749079,CACNA1D,ENSG00000157388.20,+
chr3,53846567,IL17RB,ENSG00000056736.10,+
chr3,54122551,CACNA2D3,ENSG00000157445.16,+
chr3,54123460,CACNA2D3,ENSG00000157445.16,+
chr3,56557174,CCDC66,ENSG00000180376.17,+
chr3,56557187,CCDC66,ENSG00000180376.17,+
chr3,57060663,SPATA12,ENSG00000186451.2,+
chr3,57227728,APPL1,ENSG00000157500.12,+
chr3,57556273,PDE12,ENSG00000174840.9,+
chr3,57556275,PDE12,ENSG00000174840.9,+
chr3,57756229,SLMAP,ENSG00000163681.17,+
chr3,57756243,SLMAP,ENSG00000163681.17,+
chr3,57756281,SLMAP,ENSG00000163681.17,+
chr3,57756308,SLMAP,ENSG00000163681.17,+
chr3,57757012,SLMAP,ENSG00000163681.17,+
chr3,57757446,SLMAP,ENSG00000163681.17,+
chr3,57757553,SLMAP,ENSG00000163681.17,+
chr3,57757557,SLMAP,ENSG00000163681.17,+
chr3,57890040,SLMAP,ENSG00000163681.17,+
chr3,58008399,FLNB,ENSG00000136068.16,+
chr3,58008421,FLNB,ENSG00000136068.16,+
chr3,58078328,FLNB,ENSG00000136068.16,+
chr3,58237531,ABHD6,ENSG00000163686.15,+
chr3,58237791,ABHD6,ENSG00000163686.15,+
chr3,58306244,RPP14,ENSG00000163684.12,+
chr3,58306261,RPP14,ENSG00000163684.12,+
chr3,58306309,RPP14,ENSG00000163684.12,+
chr3,58306271,HTD2,ENSG00000255154.9,+
chr3,58306313,HTD2,ENSG00000255154.9,+
chr3,58306519,HTD2,ENSG00000255154.9,+
chr3,58332879,PXK,ENSG00000168297.16,+
chr3,58332889,PXK,ENSG00000168297.16,+
chr3,58332891,PXK,ENSG00000168297.16,+
chr3,58332897,PXK,ENSG00000168297.16,+
chr3,58332902,PXK,ENSG00000168297.16,+
chr3,58332910,PXK,ENSG00000168297.16,+
chr3,58332947,PXK,ENSG00000168297.16,+
chr3,58492095,KCTD6,ENSG00000168301.13,+
chr3,58492118,KCTD6,ENSG00000168301.13,+
chr3,58497772,KCTD6,ENSG00000168301.13,+
chr3,61561570,PTPRG,ENSG00000144724.20,+
chr3,61561910,PTPRG,ENSG00000144724.20,+
chr3,62319021,C3orf14,ENSG00000114405.11,+
chr3,62319042,C3orf14,ENSG00000114405.11,+
chr3,62319720,C3orf14,ENSG00000114405.11,+
chr3,63278307,SYNPR,ENSG00000163630.11,+
chr3,63278317,SYNPR,ENSG00000163630.11,+
chr3,63443076,SYNPR,ENSG00000163630.11,+
chr3,63443309,SYNPR,ENSG00000163630.11,+
chr3,63443327,SYNPR,ENSG00000163630.11,+
chr3,63443332,SYNPR,ENSG00000163630.11,+
chr3,63443336,SYNPR,ENSG00000163630.11,+
chr3,63652674,SNTN,ENSG00000188817.8,+
chr3,63652697,SNTN,ENSG00000188817.8,+
chr3,63819298,C3orf49,ENSG00000163632.15,+
chr3,63819361,C3orf49,ENSG00000163632.15,+
chr3,63863866,ATXN7,ENSG00000163635.20,+
chr3,63864556,ATXN7,ENSG00000163635.20,+
chr3,63864559,ATXN7,ENSG00000163635.20,+
chr3,63911928,ATXN7,ENSG00000163635.20,+
chr3,63912587,ATXN7,ENSG00000163635.20,+
chr3,63967743,ATXN7,ENSG00000163635.20,+
chr3,66133609,SLC25A26,ENSG00000144741.19,+
chr3,66220731,SLC25A26,ENSG00000144741.19,+
chr3,66221000,SLC25A26,ENSG00000144741.19,+
chr3,66221006,SLC25A26,ENSG00000144741.19,+
chr3,66221011,SLC25A26,ENSG00000144741.19,+
chr3,66243202,SLC25A26,ENSG00000144741.19,+
chr3,66998306,KBTBD8,ENSG00000163376.11,+
chr3,68004246,TAFA1,ENSG00000183662.12,+
chr3,68006229,TAFA1,ENSG00000183662.12,+
chr3,69084936,ARL6IP5,ENSG00000144746.7,+
chr3,69085020,ARL6IP5,ENSG00000144746.7,+
chr3,69739455,MITF,ENSG00000187098.18,+
chr3,69739459,MITF,ENSG00000187098.18,+
chr3,69739463,MITF,ENSG00000187098.18,+
chr3,69739481,MITF,ENSG00000187098.18,+
chr3,69763555,MITF,ENSG00000187098.18,+
chr3,69866223,MITF,ENSG00000187098.18,+
chr3,69866266,MITF,ENSG00000187098.18,+
chr3,69936586,MITF,ENSG00000187098.18,+
chr3,69936591,MITF,ENSG00000187098.18,+
chr3,69936628,MITF,ENSG00000187098.18,+
chr3,69936722,MITF,ENSG00000187098.18,+
chr3,71753854,GPR27,ENSG00000170837.3,+
chr3,72888045,GXYLT2,ENSG00000172986.13,+
chr3,72996810,PPP4R2,ENSG00000163605.16,+
chr3,72996976,PPP4R2,ENSG00000163605.16,+
chr3,73061658,EBLN2,ENSG00000255423.1,+
chr3,75664327,FRG2C,ENSG00000172969.8,+
chr3,75664329,FRG2C,ENSG00000172969.8,+
chr3,75906694,ROBO2,ENSG00000185008.19,+
chr3,75906704,ROBO2,ENSG00000185008.19,+
chr3,75906801,ROBO2,ENSG00000185008.19,+
chr3,76311095,ROBO2,ENSG00000185008.19,+
chr3,77039885,ROBO2,ENSG00000185008.19,+
chr3,77040098,ROBO2,ENSG00000185008.19,+
chr3,77040103,ROBO2,ENSG00000185008.19,+
chr3,77040729,ROBO2,ENSG00000185008.19,+
chr3,77622404,ROBO2,ENSG00000185008.19,+
chr3,84958988,CADM2,ENSG00000175161.14,+
chr3,84959545,CADM2,ENSG00000175161.14,+
chr3,85726481,CADM2,ENSG00000175161.14,+
chr3,87227270,CHMP2B,ENSG00000083937.10,+
chr3,87227301,CHMP2B,ENSG00000083937.10,+
chr3,87227308,CHMP2B,ENSG00000083937.10,+
chr3,87227311,CHMP2B,ENSG00000083937.10,+
chr3,87792705,HTR1F,ENSG00000179097.7,+
chr3,88059254,ZNF654,ENSG00000175105.8,+
chr3,88149958,C3orf38,ENSG00000179021.10,+
chr3,88149986,C3orf38,ENSG00000179021.10,+
chr3,88338455,CSNKA2IP,ENSG00000283434.2,+
chr3,89107620,EPHA3,ENSG00000044524.11,+
chr3,89107661,EPHA3,ENSG00000044524.11,+
chr3,89107675,EPHA3,ENSG00000044524.11,+
chr3,93980138,ARL13B,ENSG00000169379.17,+
chr3,93980141,ARL13B,ENSG00000169379.17,+
chr3,93980143,ARL13B,ENSG00000169379.17,+
chr3,93980154,ARL13B,ENSG00000169379.17,+
chr3,93980159,ARL13B,ENSG00000169379.17,+
chr3,93980164,ARL13B,ENSG00000169379.17,+
chr3,93980169,ARL13B,ENSG00000169379.17,+
chr3,93980189,ARL13B,ENSG00000169379.17,+
chr3,93980317,ARL13B,ENSG00000169379.17,+
chr3,93980328,ARL13B,ENSG00000169379.17,+
chr3,94063060,NSUN3,ENSG00000178694.10,+
chr3,96814580,EPHA6,ENSG00000080224.18,+
chr3,96814593,EPHA6,ENSG00000080224.18,+
chr3,97439629,EPHA6,ENSG00000080224.18,+
chr3,97441415,EPHA6,ENSG00000080224.18,+
chr3,97764520,ARL6,ENSG00000113966.11,+
chr3,97764757,ARL6,ENSG00000113966.11,+
chr3,97764762,ARL6,ENSG00000113966.11,+
chr3,97822010,CRYBG3,ENSG00000080200.10,+
chr3,98064471,OR5AC1,ENSG00000213439.3,+
chr3,98087172,OR5AC2,ENSG00000196578.4,+
chr3,98130720,OR5H1,ENSG00000231192.3,+
chr3,98147478,OR5H14,ENSG00000236032.3,+
chr3,98149325,OR5H14,ENSG00000236032.3,+
chr3,98166695,OR5H15,ENSG00000233412.6,+
chr3,98263251,OR5H6,ENSG00000230301.6,+
chr3,98264243,OR5H6,ENSG00000230301.6,+
chr3,98264284,OR5H6,ENSG00000230301.6,+
chr3,98282504,OR5H2,ENSG00000197938.6,+
chr3,98306751,OR5H8,ENSG00000232535.2,+
chr3,98353853,OR5K4,ENSG00000196098.2,+
chr3,98390665,OR5K3,ENSG00000206536.1,+
chr3,98463200,OR5K1,ENSG00000232382.2,+
chr3,98469479,OR5K1,ENSG00000232382.2,+
chr3,98497680,OR5K2,ENSG00000231861.3,+
chr3,98531977,GPR15,ENSG00000154165.5,+
chr3,98732254,ST3GAL6,ENSG00000064225.13,+
chr3,98732703,ST3GAL6,ENSG00000064225.13,+
chr3,98763316,ST3GAL6,ENSG00000064225.13,+
chr3,98763339,ST3GAL6,ENSG00000064225.13,+
chr3,99638474,COL8A1,ENSG00000144810.16,+
chr3,99638593,COL8A1,ENSG00000144810.16,+
chr3,99638595,COL8A1,ENSG00000144810.16,+
chr3,99817861,CMSS1,ENSG00000184220.12,+
chr3,100114929,CMSS1,ENSG00000184220.12,+
chr3,100260991,TBC1D23,ENSG00000036054.13,+
chr3,100261000,TBC1D23,ENSG00000036054.13,+
chr3,100279439,TBC1D23,ENSG00000036054.13,+
chr3,100334756,NIT2,ENSG00000114021.12,+
chr3,100401538,LNP1,ENSG00000206535.8,+
chr3,100401610,LNP1,ENSG00000206535.8,+
chr3,100492618,TMEM45A,ENSG00000181458.10,+
chr3,100492650,TMEM45A,ENSG00000181458.10,+
chr3,100609600,ADGRG7,ENSG00000144820.8,+
chr3,100635597,ADGRG7,ENSG00000144820.8,+
chr3,100709294,TFG,ENSG00000114354.15,+
chr3,100709352,TFG,ENSG00000114354.15,+
chr3,100709361,TFG,ENSG00000114354.15,+
chr3,100709413,TFG,ENSG00000114354.15,+
chr3,100709428,TFG,ENSG00000114354.15,+
chr3,100709439,TFG,ENSG00000114354.15,+
chr3,100709456,TFG,ENSG00000114354.15,+
chr3,100709461,TFG,ENSG00000114354.15,+
chr3,100709462,TFG,ENSG00000114354.15,+
chr3,100709471,TFG,ENSG00000114354.15,+
chr3,100709493,TFG,ENSG00000114354.15,+
chr3,100709535,TFG,ENSG00000114354.15,+
chr3,100709549,TFG,ENSG00000114354.15,+
chr3,100709605,TFG,ENSG00000114354.15,+
chr3,100709612,TFG,ENSG00000114354.15,+
chr3,100709969,TFG,ENSG00000114354.15,+
chr3,100710244,TFG,ENSG00000114354.15,+
chr3,101561867,TRMT10C,ENSG00000174173.7,+
chr3,101574179,PCNP,ENSG00000081154.12,+
chr3,101574193,PCNP,ENSG00000081154.12,+
chr3,101574202,PCNP,ENSG00000081154.12,+
chr3,101724613,CEP97,ENSG00000182504.12,+
chr3,101724620,CEP97,ENSG00000182504.12,+
chr3,101724624,CEP97,ENSG00000182504.12,+
chr3,101724654,CEP97,ENSG00000182504.12,+
chr3,101724656,CEP97,ENSG00000182504.12,+
chr3,101725865,CEP97,ENSG00000182504.12,+
chr3,101779176,NXPE3,ENSG00000144815.18,+
chr3,101779201,NXPE3,ENSG00000144815.18,+
chr3,101779210,NXPE3,ENSG00000144815.18,+
chr3,101779211,NXPE3,ENSG00000144815.18,+
chr3,101779212,NXPE3,ENSG00000144815.18,+
chr3,101779218,NXPE3,ENSG00000144815.18,+
chr3,101779236,NXPE3,ENSG00000144815.18,+
chr3,101779245,NXPE3,ENSG00000144815.18,+
chr3,101779441,NXPE3,ENSG00000144815.18,+
chr3,101779494,NXPE3,ENSG00000144815.18,+
chr3,101779663,NXPE3,ENSG00000144815.18,+
chr3,101779675,NXPE3,ENSG00000144815.18,+
chr3,101779749,NXPE3,ENSG00000144815.18,+
chr3,101781159,NXPE3,ENSG00000144815.18,+
chr3,101781705,NXPE3,ENSG00000144815.18,+
chr3,101785346,NXPE3,ENSG00000144815.18,+
chr3,101793625,NXPE3,ENSG00000144815.18,+
chr3,101827992,NFKBIZ,ENSG00000144802.11,+
chr3,101849513,NFKBIZ,ENSG00000144802.11,+
chr3,102099243,ZPLD1,ENSG00000170044.9,+
chr3,102435014,ZPLD1,ENSG00000170044.9,+
chr3,105366908,ALCAM,ENSG00000170017.12,+
chr3,105367342,ALCAM,ENSG00000170017.12,+
chr3,105513324,ALCAM,ENSG00000170017.12,+
chr3,107377438,CCDC54,ENSG00000138483.3,+
chr3,107522935,BBX,ENSG00000114439.19,+
chr3,107522960,BBX,ENSG00000114439.19,+
chr3,107522961,BBX,ENSG00000114439.19,+
chr3,107523042,BBX,ENSG00000114439.19,+
chr3,107599312,BBX,ENSG00000114439.19,+
chr3,108296545,HHLA2,ENSG00000114455.15,+
chr3,108296546,HHLA2,ENSG00000114455.15,+
chr3,108296547,HHLA2,ENSG00000114455.15,+
chr3,108302484,HHLA2,ENSG00000114455.15,+
chr3,108311784,HHLA2,ENSG00000114455.15,+
chr3,108589721,DZIP3,ENSG00000198919.13,+
chr3,108602850,DZIP3,ENSG00000198919.13,+
chr3,108822771,TRAT1,ENSG00000163519.14,+
chr3,108822785,TRAT1,ENSG00000163519.14,+
chr3,109136718,C3orf85,ENSG00000241224.8,+
chr3,111071815,NECTIN3,ENSG00000177707.11,+
chr3,111071867,NECTIN3,ENSG00000177707.11,+
chr3,111072167,NECTIN3,ENSG00000177707.11,+
chr3,111542149,CD96,ENSG00000153283.13,+
chr3,111542196,CD96,ENSG00000153283.13,+
chr3,111674675,PLCXD2,ENSG00000240891.8,+
chr3,111732496,PHLDB2,ENSG00000144824.21,+
chr3,111859179,PHLDB2,ENSG00000144824.21,+
chr3,111859264,PHLDB2,ENSG00000144824.21,+
chr3,111859749,PHLDB2,ENSG00000144824.21,+
chr3,111859759,PHLDB2,ENSG00000144824.21,+
chr3,111859795,PHLDB2,ENSG00000144824.21,+
chr3,111883962,PHLDB2,ENSG00000144824.21,+
chr3,111911609,PHLDB2,ENSG00000144824.21,+
chr3,111979025,ABHD10,ENSG00000144827.9,+
chr3,111979052,ABHD10,ENSG00000144827.9,+
chr3,111998738,TAGLN3,ENSG00000144834.14,+
chr3,111998794,TAGLN3,ENSG00000144834.14,+
chr3,111998921,TAGLN3,ENSG00000144834.14,+
chr3,111999188,TAGLN3,ENSG00000144834.14,+
chr3,112000522,TAGLN3,ENSG00000144834.14,+
chr3,112034735,TMPRSS7,ENSG00000176040.14,+
chr3,112039705,TMPRSS7,ENSG00000176040.14,+
chr3,112041919,TMPRSS7,ENSG00000176040.14,+
chr3,112086334,C3orf52,ENSG00000114529.13,+
chr3,112086388,C3orf52,ENSG00000114529.13,+
chr3,112333155,CD200,ENSG00000091972.18,+
chr3,112333177,CD200,ENSG00000091972.18,+
chr3,112562044,SLC35A5,ENSG00000138459.9,+
chr3,112562071,SLC35A5,ENSG00000138459.9,+
chr3,112564127,SLC35A5,ENSG00000138459.9,+
chr3,112990983,GTPBP8,ENSG00000163607.18,+
chr3,112990984,GTPBP8,ENSG00000163607.18,+
chr3,112991417,GTPBP8,ENSG00000163607.18,+
chr3,112991566,GTPBP8,ENSG00000163607.18,+
chr3,113211481,BOC,ENSG00000144857.15,+
chr3,113211556,BOC,ENSG00000144857.15,+
chr3,113211564,BOC,ENSG00000144857.15,+
chr3,113212527,BOC,ENSG00000144857.15,+
chr3,113216350,BOC,ENSG00000144857.15,+
chr3,113532554,SIDT1,ENSG00000072858.11,+
chr3,113532982,SIDT1,ENSG00000072858.11,+
chr3,113747034,ATP6V1A,ENSG00000114573.12,+
chr3,113747040,ATP6V1A,ENSG00000114573.12,+
chr3,113747041,ATP6V1A,ENSG00000114573.12,+
chr3,113747055,ATP6V1A,ENSG00000114573.12,+
chr3,113747080,ATP6V1A,ENSG00000114573.12,+
chr3,113768623,ATP6V1A,ENSG00000114573.12,+
chr3,113838787,GRAMD1C,ENSG00000178075.20,+
chr3,113890624,GRAMD1C,ENSG00000178075.20,+
chr3,113897469,GRAMD1C,ENSG00000178075.20,+
chr3,113947900,ZDHHC23,ENSG00000184307.17,+
chr3,113947974,ZDHHC23,ENSG00000184307.17,+
chr3,113948012,ZDHHC23,ENSG00000184307.17,+
chr3,114056734,QTRT2,ENSG00000151576.10,+
chr3,114056736,QTRT2,ENSG00000151576.10,+
chr3,114056756,QTRT2,ENSG00000151576.10,+
chr3,114056781,QTRT2,ENSG00000151576.10,+
chr3,114291058,TIGIT,ENSG00000181847.12,+
chr3,114291101,TIGIT,ENSG00000181847.12,+
chr3,114294027,TIGIT,ENSG00000181847.12,+
chr3,115623509,GAP43,ENSG00000172020.13,+
chr3,119146164,TEX55,ENSG00000163424.9,+
chr3,119147374,ENSG00000251012,ENSG00000251012.2,+
chr3,119173516,UPK1B,ENSG00000114638.8,+
chr3,119173597,UPK1B,ENSG00000114638.8,+
chr3,119186737,UPK1B,ENSG00000114638.8,+
chr3,119294382,ARHGAP31,ENSG00000031081.11,+
chr3,119468962,POGLUT1,ENSG00000163389.12,+
chr3,119498546,TIMMDC1,ENSG00000113845.10,+
chr3,119579267,ADPRH,ENSG00000144843.12,+
chr3,119579491,ADPRH,ENSG00000144843.12,+
chr3,119579589,ADPRH,ENSG00000144843.12,+
chr3,119582064,ADPRH,ENSG00000144843.12,+
chr3,119597874,PLA1A,ENSG00000144837.9,+
chr3,119597884,PLA1A,ENSG00000144837.9,+
chr3,119600270,PLA1A,ENSG00000144837.9,+
chr3,119703021,CFAP91,ENSG00000183833.16,+
chr3,119703032,CFAP91,ENSG00000183833.16,+
chr3,119703075,ENSG00000285585,ENSG00000285585.1,+
chr3,119780483,NR1I2,ENSG00000144852.20,+
chr3,119782100,NR1I2,ENSG00000144852.20,+
chr3,119782709,NR1I2,ENSG00000144852.20,+
chr3,120596327,NDUFB4,ENSG00000065518.8,+
chr3,120596335,NDUFB4,ENSG00000065518.8,+
chr3,120596346,NDUFB4,ENSG00000065518.8,+
chr3,120742743,GTF2E1,ENSG00000153767.10,+
chr3,120908071,STXBP5L,ENSG00000145087.14,+
chr3,120908204,STXBP5L,ENSG00000145087.14,+
chr3,120908288,STXBP5L,ENSG00000145087.14,+
chr3,120908313,STXBP5L,ENSG00000145087.14,+
chr3,120908731,STXBP5L,ENSG00000145087.14,+
chr3,121567948,ARGFX,ENSG00000186103.5,+
chr3,121570713,ARGFX,ENSG00000186103.5,+
chr3,121593378,FBXO40,ENSG00000163833.8,+
chr3,121835208,EAF2,ENSG00000145088.9,+
chr3,121835236,EAF2,ENSG00000145088.9,+
chr3,121894400,SLC15A2,ENSG00000163406.11,+
chr3,121894439,SLC15A2,ENSG00000163406.11,+
chr3,122055361,CD86,ENSG00000114013.16,+
chr3,122055365,CD86,ENSG00000114013.16,+
chr3,122077848,CD86,ENSG00000114013.16,+
chr3,122077902,CD86,ENSG00000114013.16,+
chr3,122183667,CASR,ENSG00000036828.17,+
chr3,122184232,CASR,ENSG00000036828.17,+
chr3,122184333,CASR,ENSG00000036828.17,+
chr3,122253947,CASR,ENSG00000036828.17,+
chr3,122325247,CSTA,ENSG00000121552.4,+
chr3,122325261,CSTA,ENSG00000121552.4,+
chr3,122384160,FAM162A,ENSG00000114023.16,+
chr3,122384175,FAM162A,ENSG00000114023.16,+
chr3,122384181,FAM162A,ENSG00000114023.16,+
chr3,122384197,FAM162A,ENSG00000114023.16,+
chr3,122384229,FAM162A,ENSG00000114023.16,+
chr3,122384237,FAM162A,ENSG00000114023.16,+
chr3,122564337,DTX3L,ENSG00000163840.10,+
chr3,122564426,DTX3L,ENSG00000163840.10,+
chr3,122577627,PARP15,ENSG00000173200.13,+
chr3,122577649,PARP15,ENSG00000173200.13,+
chr3,122615614,PARP15,ENSG00000173200.13,+
chr3,122680838,PARP14,ENSG00000173193.15,+
chr3,122795068,SLC49A4,ENSG00000138463.9,+
chr3,123067024,PDIA5,ENSG00000065485.20,+
chr3,123201942,SEC22A,ENSG00000121542.12,+
chr3,123201968,SEC22A,ENSG00000121542.12,+
chr3,123208321,SEC22A,ENSG00000121542.12,+
chr3,124033368,KALRN,ENSG00000160145.16,+
chr3,124033737,KALRN,ENSG00000160145.16,+
chr3,124094680,KALRN,ENSG00000160145.16,+
chr3,124094710,KALRN,ENSG00000160145.16,+
chr3,124094724,KALRN,ENSG00000160145.16,+
chr3,124094729,KALRN,ENSG00000160145.16,+
chr3,124384384,KALRN,ENSG00000160145.16,+
chr3,124384512,KALRN,ENSG00000160145.16,+
chr3,124384610,KALRN,ENSG00000160145.16,+
chr3,124384718,KALRN,ENSG00000160145.16,+
chr3,124384724,KALRN,ENSG00000160145.16,+
chr3,124384762,KALRN,ENSG00000160145.16,+
chr3,124584658,KALRN,ENSG00000160145.16,+
chr3,124584676,KALRN,ENSG00000160145.16,+
chr3,124730444,UMPS,ENSG00000114491.14,+
chr3,124730451,UMPS,ENSG00000114491.14,+
chr3,125969159,ROPN1B,ENSG00000114547.10,+
chr3,125969163,ROPN1B,ENSG00000114547.10,+
chr3,125969177,ROPN1B,ENSG00000114547.10,+
chr3,125975503,ROPN1B,ENSG00000114547.10,+
chr3,125975623,ROPN1B,ENSG00000114547.10,+
chr3,126394908,CFAP100,ENSG00000163885.12,+
chr3,126395396,CFAP100,ENSG00000163885.12,+
chr3,126395971,CFAP100,ENSG00000163885.12,+
chr3,126524154,CHST13,ENSG00000180767.11,+
chr3,126704239,CHCHD6,ENSG00000159685.11,+
chr3,126704240,CHCHD6,ENSG00000159685.11,+
chr3,126983114,PLXNA1,ENSG00000114554.12,+
chr3,127193130,PRR23E,ENSG00000214324.5,+
chr3,127598410,MCM2,ENSG00000073111.14,+
chr3,127629184,PODXL2,ENSG00000114631.11,+
chr3,127672951,ABTB1,ENSG00000114626.18,+
chr3,127672957,ABTB1,ENSG00000114626.18,+
chr3,127674109,ABTB1,ENSG00000114626.18,+
chr3,127915231,KBTBD12,ENSG00000187715.13,+
chr3,127915474,KBTBD12,ENSG00000187715.13,+
chr3,127923058,KBTBD12,ENSG00000187715.13,+
chr3,127923412,KBTBD12,ENSG00000187715.13,+
chr3,128051640,SEC61A1,ENSG00000058262.11,+
chr3,128052383,SEC61A1,ENSG00000058262.11,+
chr3,128052400,SEC61A1,ENSG00000058262.11,+
chr3,128052436,SEC61A1,ENSG00000058262.11,+
chr3,128052758,SEC61A1,ENSG00000058262.11,+
chr3,128153480,EEFSEC,ENSG00000132394.11,+
chr3,128153500,EEFSEC,ENSG00000132394.11,+
chr3,128693668,RAB7A,ENSG00000075785.14,+
chr3,128726135,RAB7A,ENSG00000075785.14,+
chr3,128726162,RAB7A,ENSG00000075785.14,+
chr3,128726182,RAB7A,ENSG00000075785.14,+
chr3,128794551,RAB7A,ENSG00000075785.14,+
chr3,128794843,RAB7A,ENSG00000075785.14,+
chr3,128795358,RAB7A,ENSG00000075785.14,+
chr3,128879595,ACAD9,ENSG00000177646.20,+
chr3,128879613,ACAD9,ENSG00000177646.20,+
chr3,128879619,ACAD9,ENSG00000177646.20,+
chr3,128879622,ACAD9,ENSG00000177646.20,+
chr3,128883122,ACAD9,ENSG00000177646.20,+
chr3,129001303,EFCC1,ENSG00000114654.8,+
chr3,129001628,EFCC1,ENSG00000114654.8,+
chr3,129060778,GP9,ENSG00000169704.5,+
chr3,129249605,COPG1,ENSG00000181789.14,+
chr3,129278845,HMCES,ENSG00000183624.14,+
chr3,129278869,HMCES,ENSG00000183624.14,+
chr3,129278955,HMCES,ENSG00000183624.14,+
chr3,129278973,HMCES,ENSG00000183624.14,+
chr3,129440104,IFT122,ENSG00000163913.14,+
chr3,129440115,IFT122,ENSG00000163913.14,+
chr3,129440124,IFT122,ENSG00000163913.14,+
chr3,129440126,IFT122,ENSG00000163913.14,+
chr3,129440133,IFT122,ENSG00000163913.14,+
chr3,129440138,IFT122,ENSG00000163913.14,+
chr3,129440151,IFT122,ENSG00000163913.14,+
chr3,129440163,IFT122,ENSG00000163913.14,+
chr3,129440211,IFT122,ENSG00000163913.14,+
chr3,129440219,IFT122,ENSG00000163913.14,+
chr3,129440223,IFT122,ENSG00000163913.14,+
chr3,129440227,IFT122,ENSG00000163913.14,+
chr3,129440228,IFT122,ENSG00000163913.14,+
chr3,129440229,IFT122,ENSG00000163913.14,+
chr3,129440243,IFT122,ENSG00000163913.14,+
chr3,129440246,IFT122,ENSG00000163913.14,+
chr3,129440260,IFT122,ENSG00000163913.14,+
chr3,129488049,IFT122,ENSG00000163913.14,+
chr3,129488050,IFT122,ENSG00000163913.14,+
chr3,129488222,IFT122,ENSG00000163913.14,+
chr3,129528638,RHO,ENSG00000163914.5,+
chr3,129543174,H1-8,ENSG00000178804.8,+
chr3,129548385,H1-8,ENSG00000178804.8,+
chr3,129974687,TRH,ENSG00000170893.4,+
chr3,129974719,TRH,ENSG00000170893.4,+
chr3,130081830,ALG1L2,ENSG00000251287.9,+
chr3,130345671,COL6A5,ENSG00000172752.16,+
chr3,130517176,COL6A6,ENSG00000206384.11,+
chr3,130850594,ATP2C1,ENSG00000017260.20,+
chr3,130850600,ATP2C1,ENSG00000017260.20,+
chr3,130893990,ATP2C1,ENSG00000017260.20,+
chr3,130894014,ATP2C1,ENSG00000017260.20,+
chr3,130894083,ATP2C1,ENSG00000017260.20,+
chr3,130894177,ATP2C1,ENSG00000017260.20,+
chr3,130894447,ATP2C1,ENSG00000017260.20,+
chr3,130894534,ATP2C1,ENSG00000017260.20,+
chr3,130894640,ATP2C1,ENSG00000017260.20,+
chr3,131026849,NEK11,ENSG00000114670.14,+
chr3,131026876,NEK11,ENSG00000114670.14,+
chr3,131026878,NEK11,ENSG00000114670.14,+
chr3,131026882,NEK11,ENSG00000114670.14,+
chr3,131027728,NEK11,ENSG00000114670.14,+
chr3,131029597,NEK11,ENSG00000114670.14,+
chr3,131029708,NEK11,ENSG00000114670.14,+
chr3,131381670,NUDT16,ENSG00000198585.12,+
chr3,131381773,NUDT16,ENSG00000198585.12,+
chr3,131381784,NUDT16,ENSG00000198585.12,+
chr3,132317405,ACP3,ENSG00000014257.17,+
chr3,132317406,ACP3,ENSG00000014257.17,+
