,delta mean,delta std,path,wt,context,cell line
3320,0.7754,0.1095,../results/context_dependence_test_10/borzoi/BIVM_chr13_102799118_+.pickle,9.875,enhancing,"GM12878 ENCODE, biol_"
9985,0.8667,0.09814,../results/context_dependence_test_10/borzoi/HLA-DPB1_chr6_33075989_+.pickle,13.62,enhancing,"GM12878 ENCODE, biol_"
3824,0.781,0.2086,../results/context_dependence_test_10/borzoi/SCCPDH_chr1_246724408_+.pickle,21.08,enhancing,"GM12878 ENCODE, biol_"
397,0.873,0.0927,../results/context_dependence_test_10/borzoi/HENMT1_chr1_108661122_-.pickle,9.195,enhancing,"GM12878 ENCODE, biol_"
8294,0.7046,0.1804,../results/context_dependence_test_10/borzoi/CNDP2_chr18_74496362_+.pickle,22.89,enhancing,"GM12878 ENCODE, biol_"
3065,0.74,0.28,../results/context_dependence_test_10/borzoi/UBE2M_chr19_58558611_-.pickle,24.69,enhancing,"GM12878 ENCODE, biol_"
323,0.7617,0.11774,../results/context_dependence_test_10/borzoi/RSPH3_chr6_158999781_-.pickle,7.71,enhancing,"GM12878 ENCODE, biol_"
2162,0.7915,0.1785,../results/context_dependence_test_10/borzoi/PTPMT1_chr11_47565598_+.pickle,17.14,enhancing,"GM12878 ENCODE, biol_"
9439,0.7944,0.1549,../results/context_dependence_test_10/borzoi/USP39_chr2_85616168_+.pickle,23.2,enhancing,"GM12878 ENCODE, biol_"
2386,0.805,0.0649,../results/context_dependence_test_10/borzoi/ARSG_chr17_68291494_+.pickle,11.04,enhancing,"GM12878 ENCODE, biol_"
1096,0.7617,0.1545,../results/context_dependence_test_10/borzoi/IRAK2_chr3_10164918_+.pickle,9.1,enhancing,"GM12878 ENCODE, biol_"
5999,0.7847,0.1714,../results/context_dependence_test_10/borzoi/PXK_chr3_58332910_+.pickle,17.67,enhancing,"GM12878 ENCODE, biol_"
3357,0.7944,0.1188,../results/context_dependence_test_10/borzoi/FMNL3_chr12_49707393_-.pickle,16.61,enhancing,"GM12878 ENCODE, biol_"
9040,0.778,0.1616,../results/context_dependence_test_10/borzoi/RABGGTB_chr1_75786230_+.pickle,21.53,enhancing,"GM12878 ENCODE, biol_"
3879,0.7363,0.137,../results/context_dependence_test_10/borzoi/DBR1_chr3_138174917_-.pickle,14.92,enhancing,"GM12878 ENCODE, biol_"
2061,0.745,0.1338,../results/context_dependence_test_10/borzoi/BMF_chr15_40108892_-.pickle,8.57,enhancing,"GM12878 ENCODE, biol_"
7923,0.7046,0.1571,../results/context_dependence_test_10/borzoi/DHCR7_chr11_71448393_-.pickle,17.66,enhancing,"GM12878 ENCODE, biol_"
2681,0.793,0.08435,../results/context_dependence_test_10/borzoi/LAMC1_chr1_183023419_+.pickle,10.96,enhancing,"GM12878 ENCODE, biol_"
3807,-0.0468,0.8154,../results/context_dependence_test_10/borzoi/ULK4_chr3_41962130_-.pickle,28.34,neutral,"GM12878 ENCODE, biol_"
9187,0.00848,0.6577,../results/context_dependence_test_10/borzoi/SNRPF_chr12_95858968_+.pickle,27.11,neutral,"GM12878 ENCODE, biol_"
4081,0.00969,0.5527,../results/context_dependence_test_10/borzoi/ZNF723_chr19_22832290_+.pickle,0.37,neutral,"GM12878 ENCODE, biol_"
947,-0.039,0.4324,../results/context_dependence_test_10/borzoi/MAP1LC3A_chr20_34558717_+.pickle,9.39,neutral,"GM12878 ENCODE, biol_"
3794,0.001778,0.514,../results/context_dependence_test_10/borzoi/PLA2G6_chr22_38181835_-.pickle,12.54,neutral,"GM12878 ENCODE, biol_"
5348,0.0376,0.525,../results/context_dependence_test_10/borzoi/IWS1_chr2_127526489_-.pickle,20.62,neutral,"GM12878 ENCODE, biol_"
7405,0.0358,0.751,../results/context_dependence_test_10/borzoi/SLC52A2_chr8_144358556_+.pickle,30.62,neutral,"GM12878 ENCODE, biol_"
4504,-0.0111,0.471,../results/context_dependence_test_10/borzoi/ANGEL2_chr1_213015826_-.pickle,15.23,neutral,"GM12878 ENCODE, biol_"
5591,0.029,0.1825,../results/context_dependence_test_10/borzoi/RPS26_chr12_56041917_+.pickle,15.64,neutral,"GM12878 ENCODE, biol_"
5292,0.04926,0.256,../results/context_dependence_test_10/borzoi/KAT6A_chr8_42051990_-.pickle,16.92,neutral,"GM12878 ENCODE, biol_"
8825,0.04706,0.611,../results/context_dependence_test_10/borzoi/ZC3H15_chr2_186486259_+.pickle,39.4,neutral,"GM12878 ENCODE, biol_"
9825,-0.04416,0.2128,../results/context_dependence_test_10/borzoi/SRSF1_chr17_58007246_-.pickle,34.47,neutral,"GM12878 ENCODE, biol_"
5791,-0.02791,0.7056,../results/context_dependence_test_10/borzoi/CHPF2_chr7_151232482_+.pickle,22.8,neutral,"GM12878 ENCODE, biol_"
3033,0.03012,0.473,../results/context_dependence_test_10/borzoi/ARHGEF18_chr19_7395154_+.pickle,19.78,neutral,"GM12878 ENCODE, biol_"
6427,-0.012054,0.4736,../results/context_dependence_test_10/borzoi/KIAA0825_chr5_94618604_-.pickle,27.0,neutral,"GM12878 ENCODE, biol_"
2771,0.01756,0.2615,../results/context_dependence_test_10/borzoi/RYR1_chr19_38433698_+.pickle,0.9565,neutral,"GM12878 ENCODE, biol_"
6855,0.008415,0.2932,../results/context_dependence_test_10/borzoi/EPM2AIP1_chr3_36993131_-.pickle,20.7,neutral,"GM12878 ENCODE, biol_"
1709,0.00887,0.283,../results/context_dependence_test_10/borzoi/ZNF254_chr19_24087183_+.pickle,11.62,neutral,"GM12878 ENCODE, biol_"
5897,-0.0426,0.689,../results/context_dependence_test_10/borzoi/FLAD1_chr1_154983343_+.pickle,16.27,neutral,"GM12878 ENCODE, biol_"
9284,0.007572,0.6504,../results/context_dependence_test_10/borzoi/RPL18_chr19_48619177_-.pickle,22.88,neutral,"GM12878 ENCODE, biol_"
8080,-0.019,0.5146,../results/context_dependence_test_10/borzoi/GLMN_chr1_92298987_-.pickle,27.42,neutral,"GM12878 ENCODE, biol_"
1000,0.00447,0.376,../results/context_dependence_test_10/borzoi/RNF139_chr8_124474879_+.pickle,16.39,neutral,"GM12878 ENCODE, biol_"
593,0.04193,0.3892,../results/context_dependence_test_10/borzoi/HCFC2_chr12_104064530_+.pickle,10.01,neutral,"GM12878 ENCODE, biol_"
49,0.03046,0.3438,../results/context_dependence_test_10/borzoi/KLHL11_chr17_41865423_-.pickle,15.24,neutral,"GM12878 ENCODE, biol_"
8864,-0.03009,0.456,../results/context_dependence_test_10/borzoi/PMM2_chr16_8797838_+.pickle,21.23,neutral,"GM12878 ENCODE, biol_"
1173,0.00482,0.3374,../results/context_dependence_test_10/borzoi/STC2_chr5_173328414_-.pickle,6.637,neutral,"GM12878 ENCODE, biol_"
9759,0.002396,0.817,../results/context_dependence_test_10/borzoi/POMP_chr13_28659129_+.pickle,29.52,neutral,"GM12878 ENCODE, biol_"
2943,-0.003643,0.4343,../results/context_dependence_test_10/borzoi/H3-5_chr12_31792298_-.pickle,8.28,neutral,"GM12878 ENCODE, biol_"
559,-0.0346,0.447,../results/context_dependence_test_10/borzoi/FAM13B_chr5_138033031_-.pickle,22.1,neutral,"GM12878 ENCODE, biol_"
8608,0.04465,0.794,../results/context_dependence_test_10/borzoi/STYXL1_chr7_76048003_-.pickle,40.84,neutral,"GM12878 ENCODE, biol_"
9444,0.01823,0.839,../results/context_dependence_test_10/borzoi/DDX18_chr2_117814690_+.pickle,28.14,neutral,"GM12878 ENCODE, biol_"
6609,-0.03262,0.2642,../results/context_dependence_test_10/borzoi/STUB1_chr16_680409_+.pickle,21.9,neutral,"GM12878 ENCODE, biol_"
3002,-0.03009,0.589,../results/context_dependence_test_10/borzoi/ELMO2_chr20_46406632_-.pickle,14.76,neutral,"GM12878 ENCODE, biol_"
8911,-0.001585,0.652,../results/context_dependence_test_10/borzoi/CCAR2_chr8_22604756_+.pickle,18.56,neutral,"GM12878 ENCODE, biol_"
7382,0.04697,0.3926,../results/context_dependence_test_10/borzoi/NAA60_chr16_3458044_+.pickle,25.86,neutral,"GM12878 ENCODE, biol_"
3526,0.047,0.4456,../results/context_dependence_test_10/borzoi/C6orf120_chr6_169702125_+.pickle,20.19,neutral,"GM12878 ENCODE, biol_"
3292,0.02103,0.7725,../results/context_dependence_test_10/borzoi/TFCP2_chr12_51173134_-.pickle,15.43,neutral,"GM12878 ENCODE, biol_"
6090,0.004143,0.612,../results/context_dependence_test_10/borzoi/TCIRG1_chr11_68039024_+.pickle,16.34,neutral,"GM12878 ENCODE, biol_"
8570,0.0274,0.3816,../results/context_dependence_test_10/borzoi/MZT1_chr13_72727629_-.pickle,25.5,neutral,"GM12878 ENCODE, biol_"
8378,-0.002195,0.743,../results/context_dependence_test_10/borzoi/RPF2_chr6_110982037_+.pickle,24.98,neutral,"GM12878 ENCODE, biol_"
5023,0.04718,0.6753,../results/context_dependence_test_10/borzoi/SCFD2_chr4_53366061_-.pickle,23.27,neutral,"GM12878 ENCODE, biol_"
9261,-0.005646,0.4822,../results/context_dependence_test_10/borzoi/NSA2_chr5_74767248_+.pickle,36.34,neutral,"GM12878 ENCODE, biol_"
1483,0.004707,0.1575,../results/context_dependence_test_10/borzoi/ZNHIT2_chr11_65117701_-.pickle,16.6,neutral,"GM12878 ENCODE, biol_"
6081,0.04547,0.8306,../results/context_dependence_test_10/borzoi/ATP6V1B2_chr8_20197380_+.pickle,20.22,neutral,"GM12878 ENCODE, biol_"
1391,0.03156,0.3818,../results/context_dependence_test_10/borzoi/ZNF385A_chr12_54391298_-.pickle,4.023,neutral,"GM12878 ENCODE, biol_"
8555,-0.01878,0.5103,../results/context_dependence_test_10/borzoi/SART3_chr12_108561173_-.pickle,15.21,neutral,"GM12878 ENCODE, biol_"
5048,-0.0389,0.773,../results/context_dependence_test_10/borzoi/ZDHHC16_chr10_97446169_+.pickle,17.8,neutral,"GM12878 ENCODE, biol_"
7910,-0.00934,0.6987,../results/context_dependence_test_10/borzoi/ENSG00000284431_chr22_40346528_+.pickle,21.84,neutral,"GM12878 ENCODE, biol_"
8243,-0.0335,0.6636,../results/context_dependence_test_10/borzoi/PDCD2_chr6_170584615_-.pickle,27.16,neutral,"GM12878 ENCODE, biol_"
8248,0.04266,0.4348,../results/context_dependence_test_10/borzoi/GTF3C6_chr6_110958705_+.pickle,20.88,neutral,"GM12878 ENCODE, biol_"
797,0.03537,0.334,../results/context_dependence_test_10/borzoi/ZNF234_chr19_44141553_+.pickle,7.14,neutral,"GM12878 ENCODE, biol_"
2082,-0.007767,0.4507,../results/context_dependence_test_10/borzoi/ZNF430_chr19_21020656_+.pickle,18.2,neutral,"GM12878 ENCODE, biol_"
7580,0.02783,0.4485,../results/context_dependence_test_10/borzoi/URM1_chr9_128371360_+.pickle,16.86,neutral,"GM12878 ENCODE, biol_"
962,-0.02643,0.393,../results/context_dependence_test_10/borzoi/FRAT2_chr10_97334729_-.pickle,10.45,neutral,"GM12878 ENCODE, biol_"
3470,-0.02286,0.8564,../results/context_dependence_test_10/borzoi/MTFR1L_chr1_25819953_+.pickle,17.0,neutral,"GM12878 ENCODE, biol_"
8096,0.038,0.798,../results/context_dependence_test_10/borzoi/RAB10_chr2_26034083_+.pickle,31.48,neutral,"GM12878 ENCODE, biol_"
5557,-0.0343,0.6255,../results/context_dependence_test_10/borzoi/SRBD1_chr2_45611267_-.pickle,15.19,neutral,"GM12878 ENCODE, biol_"
8296,-0.01616,0.657,../results/context_dependence_test_10/borzoi/TPD52L2_chr20_63865269_+.pickle,28.23,neutral,"GM12878 ENCODE, biol_"
5738,0.04083,0.5967,../results/context_dependence_test_10/borzoi/PRDM1_chr6_106086335_+.pickle,16.66,neutral,"GM12878 ENCODE, biol_"
432,0.03134,0.3164,../results/context_dependence_test_10/borzoi/ENSG00000256566_chr20_2508907_-.pickle,6.15,neutral,"GM12878 ENCODE, biol_"
7790,-0.03046,0.136,../results/context_dependence_test_10/borzoi/RPS21_chr20_62387102_+.pickle,32.9,neutral,"GM12878 ENCODE, biol_"
7054,-0.000103,0.6562,../results/context_dependence_test_10/borzoi/CENPQ_chr6_49463369_+.pickle,26.9,neutral,"GM12878 ENCODE, biol_"
6694,-0.02242,0.522,../results/context_dependence_test_10/borzoi/NECAP1_chr12_8082265_+.pickle,19.22,neutral,"GM12878 ENCODE, biol_"
5313,0.01979,1.006,../results/context_dependence_test_10/borzoi/DAD1_chr14_22589222_-.pickle,30.23,neutral,"GM12878 ENCODE, biol_"
9778,0.01775,0.652,../results/context_dependence_test_10/borzoi/EIF3L_chr22_37849418_+.pickle,28.89,neutral,"GM12878 ENCODE, biol_"
2095,0.04694,0.702,../results/context_dependence_test_10/borzoi/PSIP1_chr9_15510970_-.pickle,29.28,neutral,"GM12878 ENCODE, biol_"
1435,0.04346,0.6616,../results/context_dependence_test_10/borzoi/ZNF707_chr8_143684480_+.pickle,13.664,neutral,"GM12878 ENCODE, biol_"
905,-0.0362,0.295,../results/context_dependence_test_10/borzoi/ZNF654_chr3_88059254_+.pickle,16.17,neutral,"GM12878 ENCODE, biol_"
6302,0.04202,0.219,../results/context_dependence_test_10/borzoi/RBBP6_chr16_24539565_+.pickle,21.14,neutral,"GM12878 ENCODE, biol_"
8330,-0.0462,0.529,../results/context_dependence_test_10/borzoi/DAZAP2_chr12_51238853_+.pickle,33.1,neutral,"GM12878 ENCODE, biol_"
7442,0.001221,0.612,../results/context_dependence_test_10/borzoi/PMPCB_chr7_103297459_+.pickle,18.08,neutral,"GM12878 ENCODE, biol_"
9509,0.02632,0.889,../results/context_dependence_test_10/borzoi/GARS1_chr7_30594842_+.pickle,55.84,neutral,"GM12878 ENCODE, biol_"
760,0.01452,0.3447,../results/context_dependence_test_10/borzoi/PBLD_chr10_68332906_-.pickle,4.527,neutral,"GM12878 ENCODE, biol_"
9486,-0.03668,0.298,../results/context_dependence_test_10/borzoi/SLTM_chr15_58933598_-.pickle,33.22,neutral,"GM12878 ENCODE, biol_"
8537,0.0421,0.3845,../results/context_dependence_test_10/borzoi/SBNO2_chr19_1174256_-.pickle,21.62,neutral,"GM12878 ENCODE, biol_"
5266,0.02824,0.565,../results/context_dependence_test_10/borzoi/UBE2F-SCLY_chr2_237967074_+.pickle,20.72,neutral,"GM12878 ENCODE, biol_"
1215,-0.0465,0.4346,../results/context_dependence_test_10/borzoi/ZNF44_chr19_12294883_-.pickle,12.38,neutral,"GM12878 ENCODE, biol_"
9141,0.004276,0.5664,../results/context_dependence_test_10/borzoi/EEF1G_chr11_62573891_-.pickle,27.94,neutral,"GM12878 ENCODE, biol_"
3720,0.004047,0.5156,../results/context_dependence_test_10/borzoi/TMEM94_chr17_75456634_+.pickle,13.73,neutral,"GM12878 ENCODE, biol_"
5474,-0.0201,0.659,../results/context_dependence_test_10/borzoi/ANKRD49_chr11_94493978_+.pickle,20.36,neutral,"GM12878 ENCODE, biol_"
8620,0.000532,0.6245,../results/context_dependence_test_10/borzoi/DIS3_chr13_72781900_-.pickle,23.36,neutral,"GM12878 ENCODE, biol_"
2545,0.005264,0.3186,../results/context_dependence_test_10/borzoi/SPOP_chr17_49678097_-.pickle,31.1,neutral,"GM12878 ENCODE, biol_"
7057,0.042,0.4353,../results/context_dependence_test_10/borzoi/RBM7_chr11_114400606_+.pickle,37.53,neutral,"GM12878 ENCODE, biol_"
516,-0.02698,0.2625,../results/context_dependence_test_10/borzoi/PRR5-ARHGAP8_chr22_44702232_+.pickle,7.594,neutral,"GM12878 ENCODE, biol_"
6859,-0.00361,0.5054,../results/context_dependence_test_10/borzoi/ARHGAP19_chr10_97292637_-.pickle,13.805,neutral,"GM12878 ENCODE, biol_"
5979,0.04422,0.4856,../results/context_dependence_test_10/borzoi/RPUSD3_chr3_9844008_-.pickle,15.34,neutral,"GM12878 ENCODE, biol_"
2489,0.02849,0.643,../results/context_dependence_test_10/borzoi/COQ7_chr16_19067640_+.pickle,11.945,neutral,"GM12878 ENCODE, biol_"
8695,-0.02637,0.763,../results/context_dependence_test_10/borzoi/TAX1BP1_chr7_27740161_+.pickle,28.67,neutral,"GM12878 ENCODE, biol_"
7235,-0.02164,0.5444,../results/context_dependence_test_10/borzoi/SREK1IP1_chr5_64768691_-.pickle,28.2,neutral,"GM12878 ENCODE, biol_"
107,0.001654,0.6626,../results/context_dependence_test_10/borzoi/FRY_chr13_32031773_+.pickle,3.572,neutral,"GM12878 ENCODE, biol_"
8465,0.0374,0.612,../results/context_dependence_test_10/borzoi/CIAO2B_chr16_66934402_-.pickle,35.72,neutral,"GM12878 ENCODE, biol_"
1261,0.00785,0.5347,../results/context_dependence_test_10/borzoi/TOX_chr8_59119147_-.pickle,4.45,neutral,"GM12878 ENCODE, biol_"
3550,0.03687,0.6284,../results/context_dependence_test_10/borzoi/ZSWIM8_chr10_73785605_+.pickle,18.14,neutral,"GM12878 ENCODE, biol_"
3561,-0.0465,0.5454,../results/context_dependence_test_10/borzoi/BNIP1_chr5_173144536_+.pickle,10.95,neutral,"GM12878 ENCODE, biol_"
2723,0.0005875,0.573,../results/context_dependence_test_10/borzoi/DNAJC13_chr3_132417501_+.pickle,16.86,neutral,"GM12878 ENCODE, biol_"
5238,0.007103,0.4363,../results/context_dependence_test_10/borzoi/SYCP2_chr20_59933637_-.pickle,1.435,neutral,"GM12878 ENCODE, biol_"
9907,0.04303,0.7227,../results/context_dependence_test_10/borzoi/SND1_chr7_127652193_+.pickle,34.0,neutral,"GM12878 ENCODE, biol_"
2499,0.004272,0.2957,../results/context_dependence_test_10/borzoi/PEG3_chr19_56840696_-.pickle,1.885,neutral,"GM12878 ENCODE, biol_"
2579,-0.04343,0.4202,../results/context_dependence_test_10/borzoi/ZNF253_chr19_19865881_+.pickle,13.4,neutral,"GM12878 ENCODE, biol_"
1535,0.04663,0.677,../results/context_dependence_test_10/borzoi/NR4A1_chr12_52051447_+.pickle,8.34,neutral,"GM12878 ENCODE, biol_"
3147,0.03378,0.346,../results/context_dependence_test_10/borzoi/YTHDF1_chr20_63216139_-.pickle,27.31,neutral,"GM12878 ENCODE, biol_"
2204,0.04022,0.6885,../results/context_dependence_test_10/borzoi/XBP1_chr22_28800597_-.pickle,30.44,neutral,"GM12878 ENCODE, biol_"
4333,0.02408,0.9185,../results/context_dependence_test_10/borzoi/BTN3A1_chr6_26402294_+.pickle,11.82,neutral,"GM12878 ENCODE, biol_"
5284,-0.0361,0.6655,../results/context_dependence_test_10/borzoi/RCC1L_chr7_75073802_-.pickle,14.266,neutral,"GM12878 ENCODE, biol_"
3861,0.01556,0.268,../results/context_dependence_test_10/borzoi/C16orf54_chr16_29745990_-.pickle,14.01,neutral,"GM12878 ENCODE, biol_"
3875,-0.04276,0.5024,../results/context_dependence_test_10/borzoi/CANT1_chr17_79009764_-.pickle,19.11,neutral,"GM12878 ENCODE, biol_"
5525,0.00894,0.609,../results/context_dependence_test_10/borzoi/OSBP_chr11_59615774_-.pickle,25.77,neutral,"GM12878 ENCODE, biol_"
6946,-0.00916,0.2021,../results/context_dependence_test_10/borzoi/CENPC_chr4_67545503_-.pickle,29.31,neutral,"GM12878 ENCODE, biol_"
6790,0.01575,0.6772,../results/context_dependence_test_10/borzoi/SEC23IP_chr10_119892729_+.pickle,25.34,neutral,"GM12878 ENCODE, biol_"
5451,0.043,0.2983,../results/context_dependence_test_10/borzoi/CUL5_chr11_108008897_+.pickle,19.88,neutral,"GM12878 ENCODE, biol_"
5674,0.01497,0.604,../results/context_dependence_test_10/borzoi/BRD8_chr5_138178630_-.pickle,17.38,neutral,"GM12878 ENCODE, biol_"
1388,0.03952,0.5405,../results/context_dependence_test_10/borzoi/SETDB1_chr1_150926362_+.pickle,22.44,neutral,"GM12878 ENCODE, biol_"
3750,0.03802,0.2751,../results/context_dependence_test_10/borzoi/ZNF131_chr5_43121507_+.pickle,15.34,neutral,"GM12878 ENCODE, biol_"
6461,0.001053,0.5786,../results/context_dependence_test_10/borzoi/UBE2F_chr2_237967013_+.pickle,23.42,neutral,"GM12878 ENCODE, biol_"
1416,0.0347,0.384,../results/context_dependence_test_10/borzoi/NT5DC3_chr12_103841234_-.pickle,10.15,neutral,"GM12878 ENCODE, biol_"
6184,-0.03123,0.5674,../results/context_dependence_test_10/borzoi/TIMM22_chr17_997128_+.pickle,15.94,neutral,"GM12878 ENCODE, biol_"
1387,0.04144,0.561,../results/context_dependence_test_10/borzoi/HSPA2_chr14_64540740_+.pickle,5.027,neutral,"GM12878 ENCODE, biol_"
9221,0.02425,0.4722,../results/context_dependence_test_10/borzoi/USP15_chr12_62260396_+.pickle,21.5,neutral,"GM12878 ENCODE, biol_"
644,0.0364,0.738,../results/context_dependence_test_10/borzoi/PLEKHA1_chr10_122374759_+.pickle,14.16,neutral,"GM12878 ENCODE, biol_"
2235,-0.042,0.4373,../results/context_dependence_test_10/borzoi/ZBTB48_chr1_6579993_+.pickle,13.68,neutral,"GM12878 ENCODE, biol_"
9349,-0.04364,0.3066,../results/context_dependence_test_10/borzoi/HNRNPA1_chr12_54280725_+.pickle,19.0,neutral,"GM12878 ENCODE, biol_"
7893,-0.001055,0.3704,../results/context_dependence_test_10/borzoi/TMEM147_chr19_35545625_+.pickle,32.22,neutral,"GM12878 ENCODE, biol_"
8056,0.0458,0.5044,../results/context_dependence_test_10/borzoi/TICAM1_chr19_4831712_-.pickle,14.7,neutral,"GM12878 ENCODE, biol_"
9547,0.0263,0.4634,../results/context_dependence_test_10/borzoi/TRA2B_chr3_185938014_-.pickle,30.39,neutral,"GM12878 ENCODE, biol_"
7246,0.00556,0.4773,../results/context_dependence_test_10/borzoi/NECAP2_chr1_16440720_+.pickle,22.39,neutral,"GM12878 ENCODE, biol_"
1124,-0.002926,0.6465,../results/context_dependence_test_10/borzoi/CDKN2D_chr19_10568979_-.pickle,6.887,neutral,"GM12878 ENCODE, biol_"
6312,-0.03705,0.3125,../results/context_dependence_test_10/borzoi/HSPA13_chr21_14383146_-.pickle,15.695,neutral,"GM12878 ENCODE, biol_"
5560,-0.01602,0.43,../results/context_dependence_test_10/borzoi/PPP1R11_chr6_30067204_+.pickle,25.17,neutral,"GM12878 ENCODE, biol_"
2527,-0.02013,0.4805,../results/context_dependence_test_10/borzoi/BLZF1_chr1_169368194_+.pickle,16.2,neutral,"GM12878 ENCODE, biol_"
4364,0.02986,0.3584,../results/context_dependence_test_10/borzoi/SLC25A26_chr3_66221011_+.pickle,17.17,neutral,"GM12878 ENCODE, biol_"
5016,0.03818,0.631,../results/context_dependence_test_10/borzoi/TYK2_chr19_10380572_-.pickle,23.02,neutral,"GM12878 ENCODE, biol_"
9234,-0.04504,0.9014,../results/context_dependence_test_10/borzoi/NUP107_chr12_68686977_+.pickle,20.72,neutral,"GM12878 ENCODE, biol_"
5350,0.02695,0.79,../results/context_dependence_test_10/borzoi/SLC35F6_chr2_26764283_+.pickle,22.1,neutral,"GM12878 ENCODE, biol_"
2908,0.0371,0.533,../results/context_dependence_test_10/borzoi/ZZEF1_chr17_4143030_-.pickle,19.3,neutral,"GM12878 ENCODE, biol_"
7534,-0.04636,0.512,../results/context_dependence_test_10/borzoi/RELCH_chr18_62187273_+.pickle,23.67,neutral,"GM12878 ENCODE, biol_"
9824,-0.04977,0.2023,../results/context_dependence_test_10/borzoi/ENSG00000266086_chr17_58007246_-.pickle,34.47,neutral,"GM12878 ENCODE, biol_"
1786,-0.02994,0.587,../results/context_dependence_test_10/borzoi/PPCDC_chr15_75023589_+.pickle,9.086,neutral,"GM12878 ENCODE, biol_"
5100,-0.004723,0.2754,../results/context_dependence_test_10/borzoi/DUS3L_chr19_5791163_-.pickle,17.72,neutral,"GM12878 ENCODE, biol_"
4804,0.0279,0.3423,../results/context_dependence_test_10/borzoi/ZNF674_chrX_46545441_-.pickle,19.34,neutral,"GM12878 ENCODE, biol_"
9917,-0.01552,0.2023,../results/context_dependence_test_10/borzoi/UBB_chr17_16381090_+.pickle,28.5,neutral,"GM12878 ENCODE, biol_"
3766,-0.01984,0.333,../results/context_dependence_test_10/borzoi/ENSG00000286098_chr19_11987640_+.pickle,13.02,neutral,"GM12878 ENCODE, biol_"
4513,0.006554,0.2115,../results/context_dependence_test_10/borzoi/CALCRL_chr2_187448252_-.pickle,9.125,neutral,"GM12878 ENCODE, biol_"
730,-0.02719,0.719,../results/context_dependence_test_10/borzoi/RNF111_chr15_58987662_+.pickle,18.28,neutral,"GM12878 ENCODE, biol_"
4323,-0.01938,0.6523,../results/context_dependence_test_10/borzoi/GATAD1_chr7_92447481_+.pickle,20.92,neutral,"GM12878 ENCODE, biol_"
5609,0.03065,0.5386,../results/context_dependence_test_10/borzoi/MARK2_chr11_63839109_+.pickle,18.12,neutral,"GM12878 ENCODE, biol_"
7661,-0.009476,0.7676,../results/context_dependence_test_10/borzoi/USP16_chr21_29024667_+.pickle,25.16,neutral,"GM12878 ENCODE, biol_"
6813,-0.0389,0.4646,../results/context_dependence_test_10/borzoi/RPL18A_chr19_17859909_+.pickle,14.97,neutral,"GM12878 ENCODE, biol_"
7277,0.01605,0.618,../results/context_dependence_test_10/borzoi/WDR70_chr5_37379317_+.pickle,24.27,neutral,"GM12878 ENCODE, biol_"
5208,-0.0264,0.4954,../results/context_dependence_test_10/borzoi/METTL22_chr16_8621697_+.pickle,16.11,neutral,"GM12878 ENCODE, biol_"
5936,0.02895,0.241,../results/context_dependence_test_10/borzoi/KDM6A_chrX_44873187_+.pickle,18.84,neutral,"GM12878 ENCODE, biol_"
7334,-0.04077,0.6807,../results/context_dependence_test_10/borzoi/NDUFS7_chr19_1383903_+.pickle,16.97,neutral,"GM12878 ENCODE, biol_"
215,0.04297,0.2866,../results/context_dependence_test_10/borzoi/ZNF274_chr19_58183453_+.pickle,9.71,neutral,"GM12878 ENCODE, biol_"
1251,0.0481,0.5234,../results/context_dependence_test_10/borzoi/ZNF350_chr19_51986840_-.pickle,11.3,neutral,"GM12878 ENCODE, biol_"
3801,0.001434,0.4944,../results/context_dependence_test_10/borzoi/TMEM104_chr17_74776498_+.pickle,15.97,neutral,"GM12878 ENCODE, biol_"
5679,-0.02264,0.7217,../results/context_dependence_test_10/borzoi/WASHC4_chr12_105107730_+.pickle,24.27,neutral,"GM12878 ENCODE, biol_"
4135,0.0188,0.3994,../results/context_dependence_test_10/borzoi/MRTFB_chr16_14200329_+.pickle,6.77,neutral,"GM12878 ENCODE, biol_"
1092,-0.03084,0.4875,../results/context_dependence_test_10/borzoi/SUCO_chr1_172533117_+.pickle,22.12,neutral,"GM12878 ENCODE, biol_"
8812,0.02379,0.663,../results/context_dependence_test_10/borzoi/MRPS11_chr15_88467707_+.pickle,13.14,neutral,"GM12878 ENCODE, biol_"
8282,0.00553,0.7173,../results/context_dependence_test_10/borzoi/SAR1A_chr10_70170514_-.pickle,23.14,neutral,"GM12878 ENCODE, biol_"
880,0.02357,0.4077,../results/context_dependence_test_10/borzoi/EPHA3_chr3_89107661_+.pickle,3.52,neutral,"GM12878 ENCODE, biol_"
6577,0.04034,0.418,../results/context_dependence_test_10/borzoi/PSENEN_chr19_35745618_+.pickle,23.39,neutral,"GM12878 ENCODE, biol_"
9564,0.00153,0.8813,../results/context_dependence_test_10/borzoi/NDUFB5_chr3_179604800_+.pickle,21.45,neutral,"GM12878 ENCODE, biol_"
7232,0.03177,0.507,../results/context_dependence_test_10/borzoi/C1orf174_chr1_3900258_-.pickle,21.33,neutral,"GM12878 ENCODE, biol_"
9080,-0.04956,0.769,../results/context_dependence_test_10/borzoi/SEC31A_chr4_82891148_-.pickle,37.38,neutral,"GM12878 ENCODE, biol_"
114,0.02547,0.4155,../results/context_dependence_test_10/borzoi/TTLL11_chr9_122093308_-.pickle,9.39,neutral,"GM12878 ENCODE, biol_"
