,delta mean,delta std,path,wt,context,cell line
3030,0.723,0.1788,../results/context_dependence_test_10/borzoi/FNBP1_chr9_130043162_-.pickle,7.543,enhancing,"K562 ENCODE, biol_"
5555,0.7065,0.1415,../results/context_dependence_test_10/borzoi/RNF130_chr5_180071759_-.pickle,7.645,enhancing,"K562 ENCODE, biol_"
2577,0.8267,0.05994,../results/context_dependence_test_10/borzoi/PPM1H_chr12_62935150_-.pickle,2.568,enhancing,"K562 ENCODE, biol_"
1893,0.7275,0.1688,../results/context_dependence_test_10/borzoi/PRSS57_chr19_695452_-.pickle,0.657,enhancing,"K562 ENCODE, biol_"
5024,0.722,0.1598,../results/context_dependence_test_10/borzoi/PDCD7_chr15_65133808_-.pickle,7.83,enhancing,"K562 ENCODE, biol_"
3979,0.9136,0.04352,../results/context_dependence_test_10/borzoi/S100A13_chr1_153627505_-.pickle,4.812,enhancing,"K562 ENCODE, biol_"
6349,0.9165,0.05423,../results/context_dependence_test_10/borzoi/GDF15_chr19_18386157_+.pickle,3.582,enhancing,"K562 ENCODE, biol_"
3735,0.7812,0.0975,../results/context_dependence_test_10/borzoi/SLC37A4_chr11_119030906_-.pickle,5.016,enhancing,"K562 ENCODE, biol_"
8543,0.728,0.1287,../results/context_dependence_test_10/borzoi/STAM_chr10_17644150_+.pickle,10.54,enhancing,"K562 ENCODE, biol_"
4809,0.915,0.04178,../results/context_dependence_test_10/borzoi/MPP1_chrX_154805485_-.pickle,9.67,enhancing,"K562 ENCODE, biol_"
8661,0.7495,0.0824,../results/context_dependence_test_10/borzoi/TNFRSF1A_chr12_6342076_-.pickle,3.516,enhancing,"K562 ENCODE, biol_"
5065,0.882,0.08185,../results/context_dependence_test_10/borzoi/CAVIN1_chr17_42423256_-.pickle,5.992,enhancing,"K562 ENCODE, biol_"
3295,0.7583,0.0935,../results/context_dependence_test_10/borzoi/FAT1_chr4_186723856_-.pickle,2.877,enhancing,"K562 ENCODE, biol_"
9389,-0.02162,0.7734,../results/context_dependence_test_10/borzoi/CDK4_chr12_57752310_-.pickle,14.87,neutral,"K562 ENCODE, biol_"
5667,-0.0456,0.625,../results/context_dependence_test_10/borzoi/CMTM6_chr3_32502852_-.pickle,8.52,neutral,"K562 ENCODE, biol_"
7319,0.002678,0.3525,../results/context_dependence_test_10/borzoi/NAF1_chr4_163166890_-.pickle,10.2,neutral,"K562 ENCODE, biol_"
8281,0.02492,0.9946,../results/context_dependence_test_10/borzoi/VPS25_chr17_42773448_+.pickle,8.555,neutral,"K562 ENCODE, biol_"
125,0.03117,0.4902,../results/context_dependence_test_10/borzoi/CD7_chr17_82317577_-.pickle,0.613,neutral,"K562 ENCODE, biol_"
3322,0.0416,0.3005,../results/context_dependence_test_10/borzoi/ZNF778_chr16_89217702_+.pickle,6.652,neutral,"K562 ENCODE, biol_"
1656,-0.01374,0.4204,../results/context_dependence_test_10/borzoi/IPMK_chr10_58267894_-.pickle,5.652,neutral,"K562 ENCODE, biol_"
8141,-0.01692,0.7524,../results/context_dependence_test_10/borzoi/ENSG00000260170_chr15_45587350_+.pickle,11.74,neutral,"K562 ENCODE, biol_"
580,-0.02556,0.5366,../results/context_dependence_test_10/borzoi/KCTD1_chr18_26548553_-.pickle,2.65,neutral,"K562 ENCODE, biol_"
7476,0.00505,0.2817,../results/context_dependence_test_10/borzoi/EMSY_chr11_76445017_+.pickle,7.62,neutral,"K562 ENCODE, biol_"
8337,-0.01654,0.3977,../results/context_dependence_test_10/borzoi/APEH_chr3_49674366_+.pickle,7.438,neutral,"K562 ENCODE, biol_"
9661,0.002453,0.574,../results/context_dependence_test_10/borzoi/U2SURP_chr3_143001620_+.pickle,10.89,neutral,"K562 ENCODE, biol_"
2230,0.049,0.8306,../results/context_dependence_test_10/borzoi/STK17A_chr7_43583107_+.pickle,7.375,neutral,"K562 ENCODE, biol_"
3210,-0.0192,0.287,../results/context_dependence_test_10/borzoi/TOR1B_chr9_129803183_+.pickle,8.56,neutral,"K562 ENCODE, biol_"
7104,0.03915,0.7974,../results/context_dependence_test_10/borzoi/TRAPPC2L_chr16_88857140_+.pickle,7.06,neutral,"K562 ENCODE, biol_"
1219,0.00323,0.3289,../results/context_dependence_test_10/borzoi/CCDC152_chr5_42756817_+.pickle,0.1791,neutral,"K562 ENCODE, biol_"
4838,0.003094,0.3745,../results/context_dependence_test_10/borzoi/ZNF691_chr1_42846627_+.pickle,5.2,neutral,"K562 ENCODE, biol_"
8457,0.04385,0.3738,../results/context_dependence_test_10/borzoi/AASDHPPT_chr11_106077661_+.pickle,9.516,neutral,"K562 ENCODE, biol_"
1173,0.01794,0.3137,../results/context_dependence_test_10/borzoi/MAPK7_chr17_19378497_+.pickle,5.24,neutral,"K562 ENCODE, biol_"
213,-0.0004263,0.2185,../results/context_dependence_test_10/borzoi/RTL5_chrX_72131915_-.pickle,0.791,neutral,"K562 ENCODE, biol_"
4758,-0.02779,0.768,../results/context_dependence_test_10/borzoi/CLN3_chr16_28491983_-.pickle,7.234,neutral,"K562 ENCODE, biol_"
84,0.02007,0.4219,../results/context_dependence_test_10/borzoi/OTUD1_chr10_23439074_+.pickle,5.168,neutral,"K562 ENCODE, biol_"
6177,0.02292,0.657,../results/context_dependence_test_10/borzoi/CBLL1_chr7_107744154_+.pickle,7.008,neutral,"K562 ENCODE, biol_"
6936,-0.01485,0.2532,../results/context_dependence_test_10/borzoi/PCNX3_chr11_65615775_+.pickle,9.1,neutral,"K562 ENCODE, biol_"
6311,0.037,0.6523,../results/context_dependence_test_10/borzoi/PEX14_chr1_10474949_+.pickle,6.727,neutral,"K562 ENCODE, biol_"
9297,-0.01819,0.6226,../results/context_dependence_test_10/borzoi/TFAM_chr10_58385409_+.pickle,9.83,neutral,"K562 ENCODE, biol_"
7417,-0.04068,0.8525,../results/context_dependence_test_10/borzoi/PIGK_chr1_77219430_-.pickle,8.53,neutral,"K562 ENCODE, biol_"
8842,-0.02878,0.5293,../results/context_dependence_test_10/borzoi/TPP2_chr13_102596985_+.pickle,11.305,neutral,"K562 ENCODE, biol_"
4813,0.01012,0.637,../results/context_dependence_test_10/borzoi/PLAGL2_chr20_32207743_-.pickle,8.62,neutral,"K562 ENCODE, biol_"
3264,-0.02469,0.5645,../results/context_dependence_test_10/borzoi/HINFP_chr11_119121615_+.pickle,6.113,neutral,"K562 ENCODE, biol_"
2135,-0.00557,0.2527,../results/context_dependence_test_10/borzoi/ZFPM2_chr8_105318437_+.pickle,1.908,neutral,"K562 ENCODE, biol_"
7200,-0.0418,0.4146,../results/context_dependence_test_10/borzoi/RPAP2_chr1_92299058_+.pickle,12.164,neutral,"K562 ENCODE, biol_"
5180,0.04742,0.2769,../results/context_dependence_test_10/borzoi/C4orf46_chr4_158671887_-.pickle,6.105,neutral,"K562 ENCODE, biol_"
8598,-0.006554,0.514,../results/context_dependence_test_10/borzoi/ERVK3-1_chr19_58305376_+.pickle,8.9,neutral,"K562 ENCODE, biol_"
1141,-0.04306,0.5967,../results/context_dependence_test_10/borzoi/TOMM40_chr19_44891219_+.pickle,8.29,neutral,"K562 ENCODE, biol_"
8254,-0.02635,0.913,../results/context_dependence_test_10/borzoi/EPN1_chr19_55675244_+.pickle,11.49,neutral,"K562 ENCODE, biol_"
778,-0.02794,0.571,../results/context_dependence_test_10/borzoi/GDA_chr9_72114594_+.pickle,0.942,neutral,"K562 ENCODE, biol_"
4430,0.04108,1.003,../results/context_dependence_test_10/borzoi/CBR1_chr21_36069940_+.pickle,7.137,neutral,"K562 ENCODE, biol_"
2865,0.01382,0.2347,../results/context_dependence_test_10/borzoi/TTF2_chr1_117060325_+.pickle,5.832,neutral,"K562 ENCODE, biol_"
1323,0.036,0.2935,../results/context_dependence_test_10/borzoi/ZNF543_chr19_57320471_+.pickle,4.035,neutral,"K562 ENCODE, biol_"
2808,0.03668,0.2119,../results/context_dependence_test_10/borzoi/SCO2_chr22_50525604_-.pickle,5.902,neutral,"K562 ENCODE, biol_"
8620,0.004795,0.8667,../results/context_dependence_test_10/borzoi/ZMPSTE24_chr1_40258235_+.pickle,7.586,neutral,"K562 ENCODE, biol_"
4991,0.0446,0.3613,../results/context_dependence_test_10/borzoi/WDCP_chr2_24047361_-.pickle,5.742,neutral,"K562 ENCODE, biol_"
5383,-0.01375,0.3298,../results/context_dependence_test_10/borzoi/ENSG00000273217_chr5_131796983_-.pickle,6.934,neutral,"K562 ENCODE, biol_"
8751,0.006252,0.4626,../results/context_dependence_test_10/borzoi/PKN2_chr1_88684272_+.pickle,10.805,neutral,"K562 ENCODE, biol_"
3603,0.04028,0.4316,../results/context_dependence_test_10/borzoi/CCNL2_chr1_1399335_-.pickle,5.715,neutral,"K562 ENCODE, biol_"
2991,-0.0211,0.754,../results/context_dependence_test_10/borzoi/PRMT9_chr4_147684163_-.pickle,6.68,neutral,"K562 ENCODE, biol_"
2355,0.04294,0.2783,../results/context_dependence_test_10/borzoi/WDR5B_chr3_122416062_-.pickle,5.332,neutral,"K562 ENCODE, biol_"
3187,0.007473,0.458,../results/context_dependence_test_10/borzoi/ABCB9_chr12_122975205_-.pickle,4.516,neutral,"K562 ENCODE, biol_"
5260,0.04263,0.2438,../results/context_dependence_test_10/borzoi/RCE1_chr11_66843436_+.pickle,7.68,neutral,"K562 ENCODE, biol_"
9542,-0.02026,0.2131,../results/context_dependence_test_10/borzoi/RPL29_chr3_51995881_-.pickle,13.664,neutral,"K562 ENCODE, biol_"
2807,0.02605,0.2656,../results/context_dependence_test_10/borzoi/RBM41_chrX_107118804_-.pickle,5.723,neutral,"K562 ENCODE, biol_"
5509,-0.04626,0.884,../results/context_dependence_test_10/borzoi/CAMLG_chr5_134738512_+.pickle,8.234,neutral,"K562 ENCODE, biol_"
4613,0.001717,0.6094,../results/context_dependence_test_10/borzoi/GTPBP8_chr3_112990984_+.pickle,7.28,neutral,"K562 ENCODE, biol_"
6585,-0.01816,0.6343,../results/context_dependence_test_10/borzoi/TMEM259_chr19_1021123_-.pickle,9.56,neutral,"K562 ENCODE, biol_"
5355,-0.013374,0.5024,../results/context_dependence_test_10/borzoi/TRAPPC8_chr18_31943128_-.pickle,8.25,neutral,"K562 ENCODE, biol_"
2501,0.0489,0.1575,../results/context_dependence_test_10/borzoi/ICAM2_chr17_64006932_-.pickle,1.074,neutral,"K562 ENCODE, biol_"
6078,-0.009766,0.2295,../results/context_dependence_test_10/borzoi/TYW1_chr7_66996832_+.pickle,6.9,neutral,"K562 ENCODE, biol_"
8516,-0.0396,0.502,../results/context_dependence_test_10/borzoi/HADH_chr4_107989853_+.pickle,10.93,neutral,"K562 ENCODE, biol_"
6352,0.01364,0.547,../results/context_dependence_test_10/borzoi/DMAC2_chr19_41439936_-.pickle,5.3,neutral,"K562 ENCODE, biol_"
3402,-0.0246,0.5327,../results/context_dependence_test_10/borzoi/ZNF789_chr7_99472889_+.pickle,5.816,neutral,"K562 ENCODE, biol_"
6533,-0.04517,0.497,../results/context_dependence_test_10/borzoi/KDM5C_chrX_53225224_-.pickle,4.992,neutral,"K562 ENCODE, biol_"
6626,-0.01932,0.3105,../results/context_dependence_test_10/borzoi/CSTF2T_chr10_51699595_-.pickle,7.094,neutral,"K562 ENCODE, biol_"
5685,0.01374,0.229,../results/context_dependence_test_10/borzoi/MIEF1_chr22_39502376_+.pickle,8.86,neutral,"K562 ENCODE, biol_"
8172,0.03906,0.56,../results/context_dependence_test_10/borzoi/HERC3_chr4_88523809_+.pickle,13.4,neutral,"K562 ENCODE, biol_"
8444,-0.011215,0.8086,../results/context_dependence_test_10/borzoi/S100PBP_chr1_32817441_+.pickle,16.56,neutral,"K562 ENCODE, biol_"
5736,-0.01247,0.6304,../results/context_dependence_test_10/borzoi/HSD17B12_chr11_43680737_+.pickle,8.88,neutral,"K562 ENCODE, biol_"
5457,0.00511,0.4072,../results/context_dependence_test_10/borzoi/BLOC1S5_chr6_8064385_-.pickle,7.11,neutral,"K562 ENCODE, biol_"
7951,-0.0378,0.484,../results/context_dependence_test_10/borzoi/MZT1_chr13_72727629_-.pickle,11.336,neutral,"K562 ENCODE, biol_"
8591,-0.01631,0.7,../results/context_dependence_test_10/borzoi/TBL2_chr7_73578579_-.pickle,8.1,neutral,"K562 ENCODE, biol_"
1420,0.005882,0.4897,../results/context_dependence_test_10/borzoi/C7orf25_chr7_42912090_-.pickle,4.266,neutral,"K562 ENCODE, biol_"
1659,0.02963,0.541,../results/context_dependence_test_10/borzoi/LMF1_chr16_970960_-.pickle,4.992,neutral,"K562 ENCODE, biol_"
7384,0.0001392,0.2834,../results/context_dependence_test_10/borzoi/CLASRP_chr19_45039045_+.pickle,7.324,neutral,"K562 ENCODE, biol_"
5228,-0.007687,0.4294,../results/context_dependence_test_10/borzoi/RLF_chr1_40161386_+.pickle,6.16,neutral,"K562 ENCODE, biol_"
4401,0.0446,0.6597,../results/context_dependence_test_10/borzoi/ECH1_chr19_38831794_-.pickle,7.64,neutral,"K562 ENCODE, biol_"
7235,0.02008,0.586,../results/context_dependence_test_10/borzoi/PTCD2_chr5_72320366_+.pickle,7.92,neutral,"K562 ENCODE, biol_"
3365,0.0445,0.511,../results/context_dependence_test_10/borzoi/CIPC_chr14_77098257_+.pickle,5.363,neutral,"K562 ENCODE, biol_"
3290,0.04797,0.398,../results/context_dependence_test_10/borzoi/BRD9_chr5_892801_-.pickle,17.61,neutral,"K562 ENCODE, biol_"
4834,-0.03085,0.2612,../results/context_dependence_test_10/borzoi/RIPK3_chr14_24339991_-.pickle,1.055,neutral,"K562 ENCODE, biol_"
5612,0.04828,0.405,../results/context_dependence_test_10/borzoi/RAPGEF6_chr5_131635212_-.pickle,8.09,neutral,"K562 ENCODE, biol_"
6171,-0.0174,0.4143,../results/context_dependence_test_10/borzoi/WDR44_chrX_118346142_+.pickle,9.3,neutral,"K562 ENCODE, biol_"
7748,0.03726,0.448,../results/context_dependence_test_10/borzoi/MED21_chr12_27022557_+.pickle,7.24,neutral,"K562 ENCODE, biol_"
7924,-0.03146,0.61,../results/context_dependence_test_10/borzoi/RSU1_chr10_16817383_-.pickle,13.14,neutral,"K562 ENCODE, biol_"
4743,0.000246,0.4084,../results/context_dependence_test_10/borzoi/ZFC3H1_chr12_71663848_-.pickle,8.75,neutral,"K562 ENCODE, biol_"
9545,0.02768,0.3835,../results/context_dependence_test_10/borzoi/USP15_chr12_62260396_+.pickle,8.45,neutral,"K562 ENCODE, biol_"
5186,0.01657,0.2379,../results/context_dependence_test_10/borzoi/LEMD3_chr12_65169582_+.pickle,6.742,neutral,"K562 ENCODE, biol_"
9486,0.03857,1.18,../results/context_dependence_test_10/borzoi/COX7B_chrX_77899467_+.pickle,11.81,neutral,"K562 ENCODE, biol_"
9114,0.0293,0.5234,../results/context_dependence_test_10/borzoi/RPS27_chr1_153990761_+.pickle,8.98,neutral,"K562 ENCODE, biol_"
9914,0.02225,0.3079,../results/context_dependence_test_10/borzoi/TPT1_chr13_45341158_-.pickle,17.28,neutral,"K562 ENCODE, biol_"
2366,0.02834,0.6245,../results/context_dependence_test_10/borzoi/RELB_chr19_45001463_+.pickle,5.273,neutral,"K562 ENCODE, biol_"
8135,-0.02518,1.07,../results/context_dependence_test_10/borzoi/H3C4_chr6_26197286_-.pickle,8.06,neutral,"K562 ENCODE, biol_"
4671,-0.04556,0.3066,../results/context_dependence_test_10/borzoi/KAT6A_chr8_42051990_-.pickle,6.82,neutral,"K562 ENCODE, biol_"
7885,0.01199,0.3594,../results/context_dependence_test_10/borzoi/EPS8_chr12_15882324_-.pickle,11.36,neutral,"K562 ENCODE, biol_"
6808,0.02348,0.505,../results/context_dependence_test_10/borzoi/CEP20_chr16_15888625_-.pickle,7.566,neutral,"K562 ENCODE, biol_"
6373,-0.02383,0.6313,../results/context_dependence_test_10/borzoi/RBM42_chr19_35629035_+.pickle,10.53,neutral,"K562 ENCODE, biol_"
3200,0.03482,0.4016,../results/context_dependence_test_10/borzoi/H3-5_chr12_31792298_-.pickle,3.371,neutral,"K562 ENCODE, biol_"
7265,0.015526,0.568,../results/context_dependence_test_10/borzoi/GOPC_chr6_117602511_-.pickle,9.09,neutral,"K562 ENCODE, biol_"
4154,0.00507,0.5205,../results/context_dependence_test_10/borzoi/MCM9_chr6_118935114_-.pickle,9.87,neutral,"K562 ENCODE, biol_"
4035,0.02649,0.632,../results/context_dependence_test_10/borzoi/SUMF1_chr3_4467264_-.pickle,5.945,neutral,"K562 ENCODE, biol_"
7083,-0.0409,0.606,../results/context_dependence_test_10/borzoi/METTL17_chr14_20989979_+.pickle,6.902,neutral,"K562 ENCODE, biol_"
954,0.0382,0.5967,../results/context_dependence_test_10/borzoi/IDH1_chr2_208255071_-.pickle,6.242,neutral,"K562 ENCODE, biol_"
8557,0.03308,0.5493,../results/context_dependence_test_10/borzoi/ZBTB49_chr4_4290250_+.pickle,13.73,neutral,"K562 ENCODE, biol_"
9302,0.01584,0.4749,../results/context_dependence_test_10/borzoi/CYC1_chr8_144095075_+.pickle,9.32,neutral,"K562 ENCODE, biol_"
2274,0.0342,0.4565,../results/context_dependence_test_10/borzoi/OGG1_chr3_9749943_+.pickle,3.82,neutral,"K562 ENCODE, biol_"
3073,0.037,0.3257,../results/context_dependence_test_10/borzoi/MVK_chr12_109573836_+.pickle,5.76,neutral,"K562 ENCODE, biol_"
3519,-0.004257,0.2036,../results/context_dependence_test_10/borzoi/NBEAL2_chr3_46987989_+.pickle,1.182,neutral,"K562 ENCODE, biol_"
9696,-0.01125,0.6797,../results/context_dependence_test_10/borzoi/ENSG00000272162_chr6_10747793_+.pickle,12.25,neutral,"K562 ENCODE, biol_"
9702,-0.02295,0.7324,../results/context_dependence_test_10/borzoi/SF3B6_chr2_24076326_-.pickle,17.73,neutral,"K562 ENCODE, biol_"
9240,-0.02156,0.214,../results/context_dependence_test_10/borzoi/DDX56_chr7_44573925_-.pickle,9.82,neutral,"K562 ENCODE, biol_"
2662,0.0326,0.628,../results/context_dependence_test_10/borzoi/TAF5_chr10_103367975_+.pickle,5.664,neutral,"K562 ENCODE, biol_"
4729,-0.005737,0.6606,../results/context_dependence_test_10/borzoi/H3-3A_chr1_226062757_+.pickle,7.22,neutral,"K562 ENCODE, biol_"
780,0.0321,0.428,../results/context_dependence_test_10/borzoi/ZNF180_chr19_44500522_-.pickle,4.273,neutral,"K562 ENCODE, biol_"
9022,0.03467,0.3704,../results/context_dependence_test_10/borzoi/PRPF38A_chr1_52404601_+.pickle,10.3,neutral,"K562 ENCODE, biol_"
6575,0.04364,0.583,../results/context_dependence_test_10/borzoi/OSBPL8_chr12_76559809_-.pickle,11.71,neutral,"K562 ENCODE, biol_"
8836,0.04675,0.6694,../results/context_dependence_test_10/borzoi/DDX54_chr12_113185478_-.pickle,11.516,neutral,"K562 ENCODE, biol_"
1484,0.01517,0.4712,../results/context_dependence_test_10/borzoi/SUCO_chr1_172533117_+.pickle,8.51,neutral,"K562 ENCODE, biol_"
3869,-0.04703,0.596,../results/context_dependence_test_10/borzoi/TSPAN31_chr12_57745038_+.pickle,6.734,neutral,"K562 ENCODE, biol_"
4446,0.00794,0.3477,../results/context_dependence_test_10/borzoi/PRR5_chr22_44677056_+.pickle,1.592,neutral,"K562 ENCODE, biol_"
2478,0.04312,0.3752,../results/context_dependence_test_10/borzoi/DNAH8_chr6_38722809_+.pickle,0.5825,neutral,"K562 ENCODE, biol_"
2017,0.02048,0.87,../results/context_dependence_test_10/borzoi/EHD4_chr15_41972557_-.pickle,7.707,neutral,"K562 ENCODE, biol_"
6036,0.04498,0.673,../results/context_dependence_test_10/borzoi/SETX_chr9_132354986_-.pickle,7.906,neutral,"K562 ENCODE, biol_"
8805,0.00807,0.392,../results/context_dependence_test_10/borzoi/ARF6_chr14_49893078_+.pickle,13.38,neutral,"K562 ENCODE, biol_"
7416,-0.03677,0.616,../results/context_dependence_test_10/borzoi/MRPL4_chr19_10252275_+.pickle,10.12,neutral,"K562 ENCODE, biol_"
1268,-0.02753,0.4192,../results/context_dependence_test_10/borzoi/DNAJB5_chr9_34989803_+.pickle,4.492,neutral,"K562 ENCODE, biol_"
9377,0.02638,0.526,../results/context_dependence_test_10/borzoi/RPLP1_chr15_69452817_+.pickle,14.38,neutral,"K562 ENCODE, biol_"
8124,0.01727,0.728,../results/context_dependence_test_10/borzoi/BCKDHA_chr19_41397822_+.pickle,7.027,neutral,"K562 ENCODE, biol_"
6062,-0.0272,0.6245,../results/context_dependence_test_10/borzoi/CCDC91_chr12_28190445_+.pickle,7.992,neutral,"K562 ENCODE, biol_"
9035,0.04587,0.702,../results/context_dependence_test_10/borzoi/NUP107_chr12_68686977_+.pickle,9.234,neutral,"K562 ENCODE, biol_"
224,0.001043,0.6157,../results/context_dependence_test_10/borzoi/KCTD17_chr22_37051741_+.pickle,3.438,neutral,"K562 ENCODE, biol_"
2498,0.013115,0.3357,../results/context_dependence_test_10/borzoi/ZNF107_chr7_64666133_+.pickle,6.69,neutral,"K562 ENCODE, biol_"
7786,-0.03525,0.495,../results/context_dependence_test_10/borzoi/RNF26_chr11_119334526_+.pickle,7.152,neutral,"K562 ENCODE, biol_"
1372,-0.010895,0.3154,../results/context_dependence_test_10/borzoi/ZNF45_chr19_43935282_-.pickle,4.125,neutral,"K562 ENCODE, biol_"
2647,-0.00891,0.5645,../results/context_dependence_test_10/borzoi/ADNP2_chr18_80109261_+.pickle,4.34,neutral,"K562 ENCODE, biol_"
9425,-0.03528,0.974,../results/context_dependence_test_10/borzoi/MFAP1_chr15_43824690_-.pickle,12.99,neutral,"K562 ENCODE, biol_"
3345,0.00941,0.734,../results/context_dependence_test_10/borzoi/ADAT1_chr16_75623300_-.pickle,6.418,neutral,"K562 ENCODE, biol_"
2965,0.0235,0.7666,../results/context_dependence_test_10/borzoi/ZCCHC4_chr4_25312773_+.pickle,5.395,neutral,"K562 ENCODE, biol_"
2627,0.0246,0.595,../results/context_dependence_test_10/borzoi/INSIG2_chr2_118088470_+.pickle,9.086,neutral,"K562 ENCODE, biol_"
6308,0.01001,0.6753,../results/context_dependence_test_10/borzoi/AP1AR_chr4_112231786_+.pickle,7.81,neutral,"K562 ENCODE, biol_"
3547,0.02457,0.3997,../results/context_dependence_test_10/borzoi/LMTK2_chr7_98106861_+.pickle,5.363,neutral,"K562 ENCODE, biol_"
6084,0.001724,0.5415,../results/context_dependence_test_10/borzoi/CYB5R4_chr6_83859688_+.pickle,8.89,neutral,"K562 ENCODE, biol_"
7193,-0.00328,0.623,../results/context_dependence_test_10/borzoi/RNF114_chr20_49936396_+.pickle,7.27,neutral,"K562 ENCODE, biol_"
6629,0.00655,0.674,../results/context_dependence_test_10/borzoi/CRKL_chr22_20917406_+.pickle,10.05,neutral,"K562 ENCODE, biol_"
9840,0.02037,0.5674,../results/context_dependence_test_10/borzoi/NDUFA4_chr7_10940153_-.pickle,13.19,neutral,"K562 ENCODE, biol_"
3099,0.03001,0.244,../results/context_dependence_test_10/borzoi/SNX16_chr8_81842193_-.pickle,2.492,neutral,"K562 ENCODE, biol_"
6740,-0.02795,0.513,../results/context_dependence_test_10/borzoi/ERCC2_chr19_45370588_-.pickle,4.51,neutral,"K562 ENCODE, biol_"
9288,0.00949,0.7744,../results/context_dependence_test_10/borzoi/ESD_chr13_46797161_-.pickle,9.18,neutral,"K562 ENCODE, biol_"
2804,0.0305,0.834,../results/context_dependence_test_10/borzoi/FYB1_chr5_39203027_-.pickle,0.7495,neutral,"K562 ENCODE, biol_"
20,-0.04892,0.676,../results/context_dependence_test_10/borzoi/CGREF1_chr2_27119030_-.pickle,1.524,neutral,"K562 ENCODE, biol_"
258,-0.02072,0.624,../results/context_dependence_test_10/borzoi/ENSG00000268173_chr19_18153157_+.pickle,9.52,neutral,"K562 ENCODE, biol_"
6863,0.00844,0.644,../results/context_dependence_test_10/borzoi/XPO6_chr16_28211965_-.pickle,13.234,neutral,"K562 ENCODE, biol_"
8148,-0.00978,0.4438,../results/context_dependence_test_10/borzoi/IREB2_chr15_78438215_+.pickle,12.61,neutral,"K562 ENCODE, biol_"
2983,0.0133,0.507,../results/context_dependence_test_10/borzoi/UNC119B_chr12_120710457_+.pickle,6.46,neutral,"K562 ENCODE, biol_"
825,0.01947,0.2095,../results/context_dependence_test_10/borzoi/CYP46A1_chr14_99684297_+.pickle,1.007,neutral,"K562 ENCODE, biol_"
6973,-0.0177,0.5854,../results/context_dependence_test_10/borzoi/MFN1_chr3_179347708_+.pickle,8.17,neutral,"K562 ENCODE, biol_"
7163,-0.0484,0.807,../results/context_dependence_test_10/borzoi/TPP1_chr11_6619413_-.pickle,6.492,neutral,"K562 ENCODE, biol_"
2100,0.04688,0.4385,../results/context_dependence_test_10/borzoi/SYK_chr9_90801818_+.pickle,2.54,neutral,"K562 ENCODE, biol_"
5455,-0.02702,0.5073,../results/context_dependence_test_10/borzoi/KDM5D_chrY_19744761_-.pickle,4.117,neutral,"K562 ENCODE, biol_"
9793,-0.04654,0.762,../results/context_dependence_test_10/borzoi/SSR1_chr6_7313188_-.pickle,14.02,neutral,"K562 ENCODE, biol_"
8974,-0.004738,0.3774,../results/context_dependence_test_10/borzoi/HEATR1_chr1_236604504_-.pickle,8.85,neutral,"K562 ENCODE, biol_"
7873,-0.0342,0.3662,../results/context_dependence_test_10/borzoi/IMP3_chr15_75640224_-.pickle,8.914,neutral,"K562 ENCODE, biol_"
2533,0.04517,0.652,../results/context_dependence_test_10/borzoi/LMAN2L_chr2_96740064_-.pickle,6.098,neutral,"K562 ENCODE, biol_"
8697,0.04437,0.535,../results/context_dependence_test_10/borzoi/GRPEL1_chr4_7068064_-.pickle,8.42,neutral,"K562 ENCODE, biol_"
1149,0.0174,0.2942,../results/context_dependence_test_10/borzoi/GPR146_chr7_1055284_+.pickle,2.004,neutral,"K562 ENCODE, biol_"
5460,-0.04956,0.5327,../results/context_dependence_test_10/borzoi/NKTR_chr3_42600742_+.pickle,10.02,neutral,"K562 ENCODE, biol_"
5594,-0.04007,0.2186,../results/context_dependence_test_10/borzoi/TBCC_chr6_42746103_-.pickle,5.82,neutral,"K562 ENCODE, biol_"
8910,-0.03476,0.177,../results/context_dependence_test_10/borzoi/PPAN-P2RY11_chr19_10106394_+.pickle,9.27,neutral,"K562 ENCODE, biol_"
1584,-0.03497,0.4248,../results/context_dependence_test_10/borzoi/ZNF233_chr19_44259885_+.pickle,1.16,neutral,"K562 ENCODE, biol_"
5298,0.01888,0.558,../results/context_dependence_test_10/borzoi/C1GALT1_chr7_7182543_+.pickle,8.1,neutral,"K562 ENCODE, biol_"
4419,-0.0498,0.3843,../results/context_dependence_test_10/borzoi/RANBP6_chr9_6015624_-.pickle,6.5,neutral,"K562 ENCODE, biol_"
6053,-0.02957,0.525,../results/context_dependence_test_10/borzoi/DHDDS_chr1_26432328_+.pickle,9.4,neutral,"K562 ENCODE, biol_"
5846,0.03497,0.1798,../results/context_dependence_test_10/borzoi/CLCN5_chrX_49922614_+.pickle,5.21,neutral,"K562 ENCODE, biol_"
5343,0.01563,0.3816,../results/context_dependence_test_10/borzoi/RWDD2A_chr6_83193356_+.pickle,10.27,neutral,"K562 ENCODE, biol_"
5740,0.0487,0.2595,../results/context_dependence_test_10/borzoi/KDM6A_chrX_44873187_+.pickle,7.195,neutral,"K562 ENCODE, biol_"
8031,0.01314,0.7017,../results/context_dependence_test_10/borzoi/MRPS10_chr6_42217861_-.pickle,7.32,neutral,"K562 ENCODE, biol_"
4203,0.02856,0.4402,../results/context_dependence_test_10/borzoi/TATDN2_chr3_10248458_+.pickle,7.26,neutral,"K562 ENCODE, biol_"
9066,0.01004,0.4607,../results/context_dependence_test_10/borzoi/PRPF38B_chr1_108692309_+.pickle,10.52,neutral,"K562 ENCODE, biol_"
