,Normalized TSS activity,context,cell_line,seq_id
7,0.66537964,enhancing,K562,PTGR1_chr9_111599407_-
8,0.70068866,enhancing,K562,PTGR1_chr9_111599407_-
9,0.7584698,enhancing,K562,PTGR1_chr9_111599407_-
10,0.8613808,enhancing,K562,PTGR1_chr9_111599407_-
11,0.96562356,enhancing,K562,PTGR1_chr9_111599407_-
12,0.9975661,enhancing,K562,PTGR1_chr9_111599407_-
13,0.9924989,enhancing,K562,PTGR1_chr9_111599407_-
14,0.9978964,enhancing,K562,PTGR1_chr9_111599407_-
15,1.0400788,enhancing,K562,PTGR1_chr9_111599407_-
16,1.0478576,enhancing,K562,PTGR1_chr9_111599407_-
17,1.0855975,enhancing,K562,PTGR1_chr9_111599407_-
18,0.9806044,enhancing,K562,PTGR1_chr9_111599407_-
19,0.9895158,enhancing,K562,PTGR1_chr9_111599407_-
20,0.9899632,enhancing,K562,PTGR1_chr9_111599407_-
21,1.00361,enhancing,K562,PTGR1_chr9_111599407_-
22,1.001737,enhancing,K562,PTGR1_chr9_111599407_-
23,0.99496526,enhancing,K562,PTGR1_chr9_111599407_-
24,0.98578596,enhancing,K562,PTGR1_chr9_111599407_-
25,1.0847104,enhancing,K562,PTGR1_chr9_111599407_-
0,0.014729104,enhancing,K562,TESPA1_chr12_54984762_-
1,0.9672359,enhancing,K562,TESPA1_chr12_54984762_-
2,1.4542109,enhancing,K562,TESPA1_chr12_54984762_-
3,1.5264893,enhancing,K562,TESPA1_chr12_54984762_-
4,1.6439368,enhancing,K562,TESPA1_chr12_54984762_-
5,1.8081949,enhancing,K562,TESPA1_chr12_54984762_-
6,1.934497,enhancing,K562,TESPA1_chr12_54984762_-
7,1.9187067,enhancing,K562,TESPA1_chr12_54984762_-
8,1.7697141,enhancing,K562,TESPA1_chr12_54984762_-
9,1.7085412,enhancing,K562,TESPA1_chr12_54984762_-
10,1.8265427,enhancing,K562,TESPA1_chr12_54984762_-
11,1.8239362,enhancing,K562,TESPA1_chr12_54984762_-
12,1.7842816,enhancing,K562,TESPA1_chr12_54984762_-
13,1.7577866,enhancing,K562,TESPA1_chr12_54984762_-
14,1.6823084,enhancing,K562,TESPA1_chr12_54984762_-
15,1.6990541,enhancing,K562,TESPA1_chr12_54984762_-
16,1.6930306,enhancing,K562,TESPA1_chr12_54984762_-
17,1.6557516,enhancing,K562,TESPA1_chr12_54984762_-
18,1.6402512,enhancing,K562,TESPA1_chr12_54984762_-
19,1.6114266,enhancing,K562,TESPA1_chr12_54984762_-
20,1.5843619,enhancing,K562,TESPA1_chr12_54984762_-
21,1.593504,enhancing,K562,TESPA1_chr12_54984762_-
22,1.5796527,enhancing,K562,TESPA1_chr12_54984762_-
23,1.5518935,enhancing,K562,TESPA1_chr12_54984762_-
24,1.4433838,enhancing,K562,TESPA1_chr12_54984762_-
25,1.4348394,enhancing,K562,TESPA1_chr12_54984762_-
0,0.03794945,enhancing,K562,POPDC3_chr6_105180014_-
1,0.11916164,enhancing,K562,POPDC3_chr6_105180014_-
2,0.2838478,enhancing,K562,POPDC3_chr6_105180014_-
3,0.72067726,enhancing,K562,POPDC3_chr6_105180014_-
4,0.57678556,enhancing,K562,POPDC3_chr6_105180014_-
5,0.71643275,enhancing,K562,POPDC3_chr6_105180014_-
6,0.96828806,enhancing,K562,POPDC3_chr6_105180014_-
7,1.0855888,enhancing,K562,POPDC3_chr6_105180014_-
8,1.0544174,enhancing,K562,POPDC3_chr6_105180014_-
9,1.0773059,enhancing,K562,POPDC3_chr6_105180014_-
10,1.0962973,enhancing,K562,POPDC3_chr6_105180014_-
11,1.0470309,enhancing,K562,POPDC3_chr6_105180014_-
12,1.1174774,enhancing,K562,POPDC3_chr6_105180014_-
13,1.1246051,enhancing,K562,POPDC3_chr6_105180014_-
14,1.1027285,enhancing,K562,POPDC3_chr6_105180014_-
15,1.0834845,enhancing,K562,POPDC3_chr6_105180014_-
16,1.0970898,enhancing,K562,POPDC3_chr6_105180014_-
17,0.9388031,enhancing,K562,POPDC3_chr6_105180014_-
18,1.1153529,enhancing,K562,POPDC3_chr6_105180014_-
19,1.1139059,enhancing,K562,POPDC3_chr6_105180014_-
20,1.0481348,enhancing,K562,POPDC3_chr6_105180014_-
21,1.0428102,enhancing,K562,POPDC3_chr6_105180014_-
22,1.2671763,enhancing,K562,POPDC3_chr6_105180014_-
23,1.2379233,enhancing,K562,POPDC3_chr6_105180014_-
24,1.1843572,enhancing,K562,POPDC3_chr6_105180014_-
25,1.1436116,enhancing,K562,POPDC3_chr6_105180014_-
0,0.040266987,enhancing,K562,CCND3_chr6_42048708_-
1,0.29526362,enhancing,K562,CCND3_chr6_42048708_-
2,0.6113316,enhancing,K562,CCND3_chr6_42048708_-
3,0.5290187,enhancing,K562,CCND3_chr6_42048708_-
4,0.64536947,enhancing,K562,CCND3_chr6_42048708_-
5,0.7237489,enhancing,K562,CCND3_chr6_42048708_-
6,0.787701,enhancing,K562,CCND3_chr6_42048708_-
7,0.778494,enhancing,K562,CCND3_chr6_42048708_-
8,0.7665153,enhancing,K562,CCND3_chr6_42048708_-
9,0.7523467,enhancing,K562,CCND3_chr6_42048708_-
10,0.74419683,enhancing,K562,CCND3_chr6_42048708_-
11,0.8281228,enhancing,K562,CCND3_chr6_42048708_-
12,0.8136322,enhancing,K562,CCND3_chr6_42048708_-
13,0.91209704,enhancing,K562,CCND3_chr6_42048708_-
14,0.9267165,enhancing,K562,CCND3_chr6_42048708_-
15,0.88124573,enhancing,K562,CCND3_chr6_42048708_-
16,0.882735,enhancing,K562,CCND3_chr6_42048708_-
17,0.9125076,enhancing,K562,CCND3_chr6_42048708_-
18,0.91743714,enhancing,K562,CCND3_chr6_42048708_-
19,0.92888993,enhancing,K562,CCND3_chr6_42048708_-
20,0.9194847,enhancing,K562,CCND3_chr6_42048708_-
21,0.9017197,enhancing,K562,CCND3_chr6_42048708_-
22,0.8981224,enhancing,K562,CCND3_chr6_42048708_-
23,0.90178585,enhancing,K562,CCND3_chr6_42048708_-
24,0.9056557,enhancing,K562,CCND3_chr6_42048708_-
25,0.9011012,enhancing,K562,CCND3_chr6_42048708_-
0,0.0021495605,enhancing,K562,TTC8_chr14_88824655_+
1,0.0012288054,enhancing,K562,TTC8_chr14_88824655_+
2,0.04529525,enhancing,K562,TTC8_chr14_88824655_+
3,0.15678038,enhancing,K562,TTC8_chr14_88824655_+
4,0.41485766,enhancing,K562,TTC8_chr14_88824655_+
5,0.73791325,enhancing,K562,TTC8_chr14_88824655_+
6,0.707027,enhancing,K562,TTC8_chr14_88824655_+
7,0.9725752,enhancing,K562,TTC8_chr14_88824655_+
8,0.8893486,enhancing,K562,TTC8_chr14_88824655_+
9,0.96436137,enhancing,K562,TTC8_chr14_88824655_+
10,1.0271333,enhancing,K562,TTC8_chr14_88824655_+
11,1.1450362,enhancing,K562,TTC8_chr14_88824655_+
12,1.1572032,enhancing,K562,TTC8_chr14_88824655_+
13,1.1365509,enhancing,K562,TTC8_chr14_88824655_+
14,1.0965264,enhancing,K562,TTC8_chr14_88824655_+
15,1.0700021,enhancing,K562,TTC8_chr14_88824655_+
16,1.0872139,enhancing,K562,TTC8_chr14_88824655_+
17,1.0962826,enhancing,K562,TTC8_chr14_88824655_+
18,1.0749165,enhancing,K562,TTC8_chr14_88824655_+
19,1.0682778,enhancing,K562,TTC8_chr14_88824655_+
20,1.0679337,enhancing,K562,TTC8_chr14_88824655_+
21,1.0800705,enhancing,K562,TTC8_chr14_88824655_+
22,1.0892774,enhancing,K562,TTC8_chr14_88824655_+
23,1.0732055,enhancing,K562,TTC8_chr14_88824655_+
24,1.0413809,enhancing,K562,TTC8_chr14_88824655_+
25,1.0411441,enhancing,K562,TTC8_chr14_88824655_+
0,0.0054954193,enhancing,K562,TXNDC2_chr18_9885972_+
1,0.14613853,enhancing,K562,TXNDC2_chr18_9885972_+
2,0.05387674,enhancing,K562,TXNDC2_chr18_9885972_+
3,0.0646223,enhancing,K562,TXNDC2_chr18_9885972_+
4,0.14001712,enhancing,K562,TXNDC2_chr18_9885972_+
5,0.041440964,enhancing,K562,TXNDC2_chr18_9885972_+
6,0.034644105,enhancing,K562,TXNDC2_chr18_9885972_+
7,0.043184094,enhancing,K562,TXNDC2_chr18_9885972_+
8,0.041345634,enhancing,K562,TXNDC2_chr18_9885972_+
9,0.03950355,enhancing,K562,TXNDC2_chr18_9885972_+
10,0.03736434,enhancing,K562,TXNDC2_chr18_9885972_+
11,0.033279296,enhancing,K562,TXNDC2_chr18_9885972_+
12,0.032213163,enhancing,K562,TXNDC2_chr18_9885972_+
13,0.061678328,enhancing,K562,TXNDC2_chr18_9885972_+
14,0.06408251,enhancing,K562,TXNDC2_chr18_9885972_+
15,0.0630374,enhancing,K562,TXNDC2_chr18_9885972_+
16,0.057837617,enhancing,K562,TXNDC2_chr18_9885972_+
17,0.011621443,enhancing,K562,TXNDC2_chr18_9885972_+
18,0.010597997,enhancing,K562,TXNDC2_chr18_9885972_+
19,0.010265434,enhancing,K562,TXNDC2_chr18_9885972_+
20,0.009994407,enhancing,K562,TXNDC2_chr18_9885972_+
21,0.010351689,enhancing,K562,TXNDC2_chr18_9885972_+
22,0.010213858,enhancing,K562,TXNDC2_chr18_9885972_+
23,0.010493388,enhancing,K562,TXNDC2_chr18_9885972_+
24,0.011148201,enhancing,K562,TXNDC2_chr18_9885972_+
25,0.011220591,enhancing,K562,TXNDC2_chr18_9885972_+
0,0.070189625,enhancing,K562,GEMIN7_chr19_45079268_+
1,0.4253466,enhancing,K562,GEMIN7_chr19_45079268_+
2,0.5493017,enhancing,K562,GEMIN7_chr19_45079268_+
3,0.7014004,enhancing,K562,GEMIN7_chr19_45079268_+
4,0.7671015,enhancing,K562,GEMIN7_chr19_45079268_+
5,0.753835,enhancing,K562,GEMIN7_chr19_45079268_+
6,0.8008214,enhancing,K562,GEMIN7_chr19_45079268_+
7,0.7661027,enhancing,K562,GEMIN7_chr19_45079268_+
8,0.7876467,enhancing,K562,GEMIN7_chr19_45079268_+
9,0.8624591,enhancing,K562,GEMIN7_chr19_45079268_+
10,0.8573332,enhancing,K562,GEMIN7_chr19_45079268_+
11,0.84196717,enhancing,K562,GEMIN7_chr19_45079268_+
12,0.84355396,enhancing,K562,GEMIN7_chr19_45079268_+
13,0.8478633,enhancing,K562,GEMIN7_chr19_45079268_+
14,0.8505487,enhancing,K562,GEMIN7_chr19_45079268_+
15,0.8595081,enhancing,K562,GEMIN7_chr19_45079268_+
16,0.846651,enhancing,K562,GEMIN7_chr19_45079268_+
17,0.85152185,enhancing,K562,GEMIN7_chr19_45079268_+
18,0.8814847,enhancing,K562,GEMIN7_chr19_45079268_+
19,0.8915726,enhancing,K562,GEMIN7_chr19_45079268_+
20,0.8934651,enhancing,K562,GEMIN7_chr19_45079268_+
21,0.9093166,enhancing,K562,GEMIN7_chr19_45079268_+
22,0.9207218,enhancing,K562,GEMIN7_chr19_45079268_+
23,0.9157349,enhancing,K562,GEMIN7_chr19_45079268_+
24,0.91408294,enhancing,K562,GEMIN7_chr19_45079268_+
25,0.9078453,enhancing,K562,GEMIN7_chr19_45079268_+
0,0.012671654,enhancing,K562,F2R_chr5_76716125_+
1,0.25725174,enhancing,K562,F2R_chr5_76716125_+
2,0.563279,enhancing,K562,F2R_chr5_76716125_+
3,1.508518,enhancing,K562,F2R_chr5_76716125_+
4,1.6409163,enhancing,K562,F2R_chr5_76716125_+
5,2.4786623,enhancing,K562,F2R_chr5_76716125_+
6,2.4426043,enhancing,K562,F2R_chr5_76716125_+
7,2.8153312,enhancing,K562,F2R_chr5_76716125_+
8,2.8033261,enhancing,K562,F2R_chr5_76716125_+
9,3.0046813,enhancing,K562,F2R_chr5_76716125_+
10,3.32463,enhancing,K562,F2R_chr5_76716125_+
11,3.253934,enhancing,K562,F2R_chr5_76716125_+
12,3.1717699,enhancing,K562,F2R_chr5_76716125_+
13,2.8246298,enhancing,K562,F2R_chr5_76716125_+
14,3.0360365,enhancing,K562,F2R_chr5_76716125_+
15,3.1129987,enhancing,K562,F2R_chr5_76716125_+
16,2.954173,enhancing,K562,F2R_chr5_76716125_+
17,2.9757595,enhancing,K562,F2R_chr5_76716125_+
18,2.8249497,enhancing,K562,F2R_chr5_76716125_+
19,2.8995056,enhancing,K562,F2R_chr5_76716125_+
20,3.0244052,enhancing,K562,F2R_chr5_76716125_+
21,2.9188125,enhancing,K562,F2R_chr5_76716125_+
22,2.821418,enhancing,K562,F2R_chr5_76716125_+
23,2.6931608,enhancing,K562,F2R_chr5_76716125_+
24,2.771365,enhancing,K562,F2R_chr5_76716125_+
25,2.5928705,enhancing,K562,F2R_chr5_76716125_+
0,0.005004474,enhancing,K562,GFI1B_chr9_132978693_+
1,0.38036823,enhancing,K562,GFI1B_chr9_132978693_+
2,0.6893755,enhancing,K562,GFI1B_chr9_132978693_+
3,0.7386277,enhancing,K562,GFI1B_chr9_132978693_+
4,0.7374939,enhancing,K562,GFI1B_chr9_132978693_+
5,0.724521,enhancing,K562,GFI1B_chr9_132978693_+
6,0.7497813,enhancing,K562,GFI1B_chr9_132978693_+
7,0.7482671,enhancing,K562,GFI1B_chr9_132978693_+
8,0.7404837,enhancing,K562,GFI1B_chr9_132978693_+
9,0.73025054,enhancing,K562,GFI1B_chr9_132978693_+
10,0.73284876,enhancing,K562,GFI1B_chr9_132978693_+
11,0.72631085,enhancing,K562,GFI1B_chr9_132978693_+
12,0.7346954,enhancing,K562,GFI1B_chr9_132978693_+
13,0.7221101,enhancing,K562,GFI1B_chr9_132978693_+
14,0.7192059,enhancing,K562,GFI1B_chr9_132978693_+
15,0.7029173,enhancing,K562,GFI1B_chr9_132978693_+
16,0.70946515,enhancing,K562,GFI1B_chr9_132978693_+
17,0.72546744,enhancing,K562,GFI1B_chr9_132978693_+
18,0.72656137,enhancing,K562,GFI1B_chr9_132978693_+
19,0.72903246,enhancing,K562,GFI1B_chr9_132978693_+
20,0.74171495,enhancing,K562,GFI1B_chr9_132978693_+
21,0.71779996,enhancing,K562,GFI1B_chr9_132978693_+
22,0.7051275,enhancing,K562,GFI1B_chr9_132978693_+
23,0.7074823,enhancing,K562,GFI1B_chr9_132978693_+
24,0.7159225,enhancing,K562,GFI1B_chr9_132978693_+
25,0.72075665,enhancing,K562,GFI1B_chr9_132978693_+
0,0.0042424016,enhancing,K562,LGALS9_chr17_27631147_+
1,0.20949537,enhancing,K562,LGALS9_chr17_27631147_+
2,0.49529853,enhancing,K562,LGALS9_chr17_27631147_+
3,0.9131136,enhancing,K562,LGALS9_chr17_27631147_+
4,1.7803215,enhancing,K562,LGALS9_chr17_27631147_+
5,1.6332965,enhancing,K562,LGALS9_chr17_27631147_+
6,1.5752779,enhancing,K562,LGALS9_chr17_27631147_+
7,1.4170793,enhancing,K562,LGALS9_chr17_27631147_+
8,1.4498191,enhancing,K562,LGALS9_chr17_27631147_+
9,1.3742464,enhancing,K562,LGALS9_chr17_27631147_+
10,1.3921449,enhancing,K562,LGALS9_chr17_27631147_+
11,1.408145,enhancing,K562,LGALS9_chr17_27631147_+
12,1.3143003,enhancing,K562,LGALS9_chr17_27631147_+
13,1.4298334,enhancing,K562,LGALS9_chr17_27631147_+
14,1.4736377,enhancing,K562,LGALS9_chr17_27631147_+
15,1.492425,enhancing,K562,LGALS9_chr17_27631147_+
16,1.5366589,enhancing,K562,LGALS9_chr17_27631147_+
17,1.4866576,enhancing,K562,LGALS9_chr17_27631147_+
18,1.470712,enhancing,K562,LGALS9_chr17_27631147_+
19,1.4914086,enhancing,K562,LGALS9_chr17_27631147_+
20,1.3530693,enhancing,K562,LGALS9_chr17_27631147_+
21,1.3400947,enhancing,K562,LGALS9_chr17_27631147_+
22,1.49496,enhancing,K562,LGALS9_chr17_27631147_+
23,1.4227893,enhancing,K562,LGALS9_chr17_27631147_+
24,1.2046696,enhancing,K562,LGALS9_chr17_27631147_+
25,1.1999137,enhancing,K562,LGALS9_chr17_27631147_+
0,0.027481588,enhancing,K562,ZNF770_chr15_34988287_-
1,0.10273097,enhancing,K562,ZNF770_chr15_34988287_-
2,0.99808437,enhancing,K562,ZNF770_chr15_34988287_-
3,1.2545141,enhancing,K562,ZNF770_chr15_34988287_-
4,1.111859,enhancing,K562,ZNF770_chr15_34988287_-
5,1.2681075,enhancing,K562,ZNF770_chr15_34988287_-
6,1.226912,enhancing,K562,ZNF770_chr15_34988287_-
7,1.3729206,enhancing,K562,ZNF770_chr15_34988287_-
8,1.4486566,enhancing,K562,ZNF770_chr15_34988287_-
9,1.5067534,enhancing,K562,ZNF770_chr15_34988287_-
10,1.5340587,enhancing,K562,ZNF770_chr15_34988287_-
11,1.509618,enhancing,K562,ZNF770_chr15_34988287_-
12,1.6820023,enhancing,K562,ZNF770_chr15_34988287_-
13,1.6797625,enhancing,K562,ZNF770_chr15_34988287_-
14,1.6929338,enhancing,K562,ZNF770_chr15_34988287_-
15,1.7387507,enhancing,K562,ZNF770_chr15_34988287_-
16,1.7494376,enhancing,K562,ZNF770_chr15_34988287_-
17,1.6349643,enhancing,K562,ZNF770_chr15_34988287_-
18,1.6591672,enhancing,K562,ZNF770_chr15_34988287_-
19,1.7184008,enhancing,K562,ZNF770_chr15_34988287_-
20,1.6981071,enhancing,K562,ZNF770_chr15_34988287_-
21,1.7077973,enhancing,K562,ZNF770_chr15_34988287_-
22,1.701978,enhancing,K562,ZNF770_chr15_34988287_-
23,1.6837378,enhancing,K562,ZNF770_chr15_34988287_-
24,1.7112274,enhancing,K562,ZNF770_chr15_34988287_-
25,1.7348903,enhancing,K562,ZNF770_chr15_34988287_-
0,0.019121261,enhancing,K562,BTN2A2_chr6_26383125_+
1,0.09812802,enhancing,K562,BTN2A2_chr6_26383125_+
2,0.18851839,enhancing,K562,BTN2A2_chr6_26383125_+
3,0.16126397,enhancing,K562,BTN2A2_chr6_26383125_+
4,0.42254224,enhancing,K562,BTN2A2_chr6_26383125_+
5,0.53343856,enhancing,K562,BTN2A2_chr6_26383125_+
6,0.696518,enhancing,K562,BTN2A2_chr6_26383125_+
7,0.9918521,enhancing,K562,BTN2A2_chr6_26383125_+
8,1.0621644,enhancing,K562,BTN2A2_chr6_26383125_+
9,1.0147401,enhancing,K562,BTN2A2_chr6_26383125_+
10,1.067626,enhancing,K562,BTN2A2_chr6_26383125_+
11,1.0654761,enhancing,K562,BTN2A2_chr6_26383125_+
12,1.0210056,enhancing,K562,BTN2A2_chr6_26383125_+
13,0.998228,enhancing,K562,BTN2A2_chr6_26383125_+
14,0.99786896,enhancing,K562,BTN2A2_chr6_26383125_+
15,0.98050076,enhancing,K562,BTN2A2_chr6_26383125_+
16,0.9704953,enhancing,K562,BTN2A2_chr6_26383125_+
17,0.9697361,enhancing,K562,BTN2A2_chr6_26383125_+
18,0.98374015,enhancing,K562,BTN2A2_chr6_26383125_+
19,0.9980555,enhancing,K562,BTN2A2_chr6_26383125_+
20,1.0224617,enhancing,K562,BTN2A2_chr6_26383125_+
21,1.0237328,enhancing,K562,BTN2A2_chr6_26383125_+
22,1.0252197,enhancing,K562,BTN2A2_chr6_26383125_+
23,1.0081785,enhancing,K562,BTN2A2_chr6_26383125_+
24,1.007926,enhancing,K562,BTN2A2_chr6_26383125_+
25,1.0063539,enhancing,K562,BTN2A2_chr6_26383125_+
0,0.03611202,enhancing,K562,TP53I3_chr2_24084834_-
1,0.15104195,enhancing,K562,TP53I3_chr2_24084834_-
2,0.17713778,enhancing,K562,TP53I3_chr2_24084834_-
3,0.2420004,enhancing,K562,TP53I3_chr2_24084834_-
4,0.5586559,enhancing,K562,TP53I3_chr2_24084834_-
5,1.1535773,enhancing,K562,TP53I3_chr2_24084834_-
6,1.3796657,enhancing,K562,TP53I3_chr2_24084834_-
7,1.6023681,enhancing,K562,TP53I3_chr2_24084834_-
8,1.4337145,enhancing,K562,TP53I3_chr2_24084834_-
9,1.3952538,enhancing,K562,TP53I3_chr2_24084834_-
10,1.3313813,enhancing,K562,TP53I3_chr2_24084834_-
11,0.9649486,enhancing,K562,TP53I3_chr2_24084834_-
12,1.0042436,enhancing,K562,TP53I3_chr2_24084834_-
13,1.0315056,enhancing,K562,TP53I3_chr2_24084834_-
14,1.0568852,enhancing,K562,TP53I3_chr2_24084834_-
15,1.0012357,enhancing,K562,TP53I3_chr2_24084834_-
16,1.0254021,enhancing,K562,TP53I3_chr2_24084834_-
17,1.0073162,enhancing,K562,TP53I3_chr2_24084834_-
18,0.9940582,enhancing,K562,TP53I3_chr2_24084834_-
19,0.9961089,enhancing,K562,TP53I3_chr2_24084834_-
20,1.0132849,enhancing,K562,TP53I3_chr2_24084834_-
21,1.0378172,enhancing,K562,TP53I3_chr2_24084834_-
22,1.0432895,enhancing,K562,TP53I3_chr2_24084834_-
23,1.0456554,enhancing,K562,TP53I3_chr2_24084834_-
24,1.0305144,enhancing,K562,TP53I3_chr2_24084834_-
25,1.0240272,enhancing,K562,TP53I3_chr2_24084834_-
0,0.0027547386,enhancing,K562,NUP85_chr17_75205678_+
1,0.7263574,enhancing,K562,NUP85_chr17_75205678_+
2,0.7485176,enhancing,K562,NUP85_chr17_75205678_+
3,0.7963576,enhancing,K562,NUP85_chr17_75205678_+
4,0.8979695,enhancing,K562,NUP85_chr17_75205678_+
5,0.9541643,enhancing,K562,NUP85_chr17_75205678_+
6,0.95716363,enhancing,K562,NUP85_chr17_75205678_+
7,1.0160863,enhancing,K562,NUP85_chr17_75205678_+
8,1.0163286,enhancing,K562,NUP85_chr17_75205678_+
9,1.0589198,enhancing,K562,NUP85_chr17_75205678_+
10,1.0533224,enhancing,K562,NUP85_chr17_75205678_+
11,1.0998462,enhancing,K562,NUP85_chr17_75205678_+
12,1.1158203,enhancing,K562,NUP85_chr17_75205678_+
13,1.014559,enhancing,K562,NUP85_chr17_75205678_+
14,1.0352535,enhancing,K562,NUP85_chr17_75205678_+
15,1.0386406,enhancing,K562,NUP85_chr17_75205678_+
16,1.0548413,enhancing,K562,NUP85_chr17_75205678_+
17,1.062003,enhancing,K562,NUP85_chr17_75205678_+
18,1.0557455,enhancing,K562,NUP85_chr17_75205678_+
19,1.0730771,enhancing,K562,NUP85_chr17_75205678_+
20,1.1000135,enhancing,K562,NUP85_chr17_75205678_+
21,1.0747474,enhancing,K562,NUP85_chr17_75205678_+
22,1.0443366,enhancing,K562,NUP85_chr17_75205678_+
23,1.0400507,enhancing,K562,NUP85_chr17_75205678_+
24,1.0507958,enhancing,K562,NUP85_chr17_75205678_+
25,1.0548234,enhancing,K562,NUP85_chr17_75205678_+
0,0.018602032,enhancing,K562,ZNF205_chr16_3112585_+
1,0.1572551,enhancing,K562,ZNF205_chr16_3112585_+
2,0.47244266,enhancing,K562,ZNF205_chr16_3112585_+
3,1.4412003,enhancing,K562,ZNF205_chr16_3112585_+
4,1.5121981,enhancing,K562,ZNF205_chr16_3112585_+
5,1.2108938,enhancing,K562,ZNF205_chr16_3112585_+
6,1.1433241,enhancing,K562,ZNF205_chr16_3112585_+
7,0.7750257,enhancing,K562,ZNF205_chr16_3112585_+
8,0.8108955,enhancing,K562,ZNF205_chr16_3112585_+
9,0.84160525,enhancing,K562,ZNF205_chr16_3112585_+
10,0.7975013,enhancing,K562,ZNF205_chr16_3112585_+
11,0.89077854,enhancing,K562,ZNF205_chr16_3112585_+
12,0.8599928,enhancing,K562,ZNF205_chr16_3112585_+
13,0.8517761,enhancing,K562,ZNF205_chr16_3112585_+
14,0.84289455,enhancing,K562,ZNF205_chr16_3112585_+
15,0.83019567,enhancing,K562,ZNF205_chr16_3112585_+
16,0.86815953,enhancing,K562,ZNF205_chr16_3112585_+
17,0.87637717,enhancing,K562,ZNF205_chr16_3112585_+
18,0.8667946,enhancing,K562,ZNF205_chr16_3112585_+
19,0.84845877,enhancing,K562,ZNF205_chr16_3112585_+
20,0.83870775,enhancing,K562,ZNF205_chr16_3112585_+
21,0.8740947,enhancing,K562,ZNF205_chr16_3112585_+
22,0.8480428,enhancing,K562,ZNF205_chr16_3112585_+
23,0.8503231,enhancing,K562,ZNF205_chr16_3112585_+
24,0.8548094,enhancing,K562,ZNF205_chr16_3112585_+
25,0.85472435,enhancing,K562,ZNF205_chr16_3112585_+
0,0.048112888,enhancing,K562,ALDOC_chr17_28576885_-
1,0.5104088,enhancing,K562,ALDOC_chr17_28576885_-
2,0.5702327,enhancing,K562,ALDOC_chr17_28576885_-
3,0.6330516,enhancing,K562,ALDOC_chr17_28576885_-
4,0.6604405,enhancing,K562,ALDOC_chr17_28576885_-
5,0.69791037,enhancing,K562,ALDOC_chr17_28576885_-
6,0.7601846,enhancing,K562,ALDOC_chr17_28576885_-
7,0.78243154,enhancing,K562,ALDOC_chr17_28576885_-
8,0.79888004,enhancing,K562,ALDOC_chr17_28576885_-
9,0.8204422,enhancing,K562,ALDOC_chr17_28576885_-
10,0.8137949,enhancing,K562,ALDOC_chr17_28576885_-
11,0.83309287,enhancing,K562,ALDOC_chr17_28576885_-
12,0.85772896,enhancing,K562,ALDOC_chr17_28576885_-
13,0.8988173,enhancing,K562,ALDOC_chr17_28576885_-
14,0.90840316,enhancing,K562,ALDOC_chr17_28576885_-
15,0.9049877,enhancing,K562,ALDOC_chr17_28576885_-
16,0.9210081,enhancing,K562,ALDOC_chr17_28576885_-
17,0.91271234,enhancing,K562,ALDOC_chr17_28576885_-
18,0.917152,enhancing,K562,ALDOC_chr17_28576885_-
19,0.942146,enhancing,K562,ALDOC_chr17_28576885_-
20,0.9514323,enhancing,K562,ALDOC_chr17_28576885_-
21,0.9596554,enhancing,K562,ALDOC_chr17_28576885_-
22,0.96503687,enhancing,K562,ALDOC_chr17_28576885_-
23,0.9690362,enhancing,K562,ALDOC_chr17_28576885_-
24,0.9675101,enhancing,K562,ALDOC_chr17_28576885_-
25,0.97791535,enhancing,K562,ALDOC_chr17_28576885_-
0,0.0011208012,enhancing,K562,MACC1_chr7_20217404_-
1,0.9573589,enhancing,K562,MACC1_chr7_20217404_-
2,1.0602088,enhancing,K562,MACC1_chr7_20217404_-
3,1.0856731,enhancing,K562,MACC1_chr7_20217404_-
4,1.0510881,enhancing,K562,MACC1_chr7_20217404_-
5,1.0990224,enhancing,K562,MACC1_chr7_20217404_-
6,1.1262003,enhancing,K562,MACC1_chr7_20217404_-
7,1.0810734,enhancing,K562,MACC1_chr7_20217404_-
8,1.0510917,enhancing,K562,MACC1_chr7_20217404_-
9,1.0612422,enhancing,K562,MACC1_chr7_20217404_-
10,1.0234586,enhancing,K562,MACC1_chr7_20217404_-
11,1.0170466,enhancing,K562,MACC1_chr7_20217404_-
12,1.0143014,enhancing,K562,MACC1_chr7_20217404_-
13,1.0088155,enhancing,K562,MACC1_chr7_20217404_-
14,0.97606534,enhancing,K562,MACC1_chr7_20217404_-
15,0.9713458,enhancing,K562,MACC1_chr7_20217404_-
16,0.98970586,enhancing,K562,MACC1_chr7_20217404_-
17,0.971577,enhancing,K562,MACC1_chr7_20217404_-
18,0.9606592,enhancing,K562,MACC1_chr7_20217404_-
19,0.9703477,enhancing,K562,MACC1_chr7_20217404_-
20,0.977997,enhancing,K562,MACC1_chr7_20217404_-
21,0.99502796,enhancing,K562,MACC1_chr7_20217404_-
22,1.0273192,enhancing,K562,MACC1_chr7_20217404_-
23,1.0386895,enhancing,K562,MACC1_chr7_20217404_-
24,1.0304403,enhancing,K562,MACC1_chr7_20217404_-
25,1.0276873,enhancing,K562,MACC1_chr7_20217404_-
0,0.043717828,enhancing,K562,RAB2B_chr14_21476909_-
1,0.06440858,enhancing,K562,RAB2B_chr14_21476909_-
2,0.09323237,enhancing,K562,RAB2B_chr14_21476909_-
3,0.18386833,enhancing,K562,RAB2B_chr14_21476909_-
4,0.24225336,enhancing,K562,RAB2B_chr14_21476909_-
