,0,context,seq_id,cell_line
two_cres_shuffled,19.417305,neutral,AMDHD2_chr16_2520389_+,PC-3
wt,24.987064,neutral,ZNF778_chr16_89217702_+,PC-3
greedy_it1,23.69521,neutral,ZNF778_chr16_89217702_+,PC-3
greedy_it2,24.226934,neutral,ZNF778_chr16_89217702_+,PC-3
two_cres_shuffled,22.49685,neutral,ZNF778_chr16_89217702_+,PC-3
wt,25.111645,neutral,CYB5D1_chr17_7858002_+,PC-3
greedy_it1,23.879059,neutral,CYB5D1_chr17_7858002_+,PC-3
greedy_it2,25.293987,neutral,CYB5D1_chr17_7858002_+,PC-3
two_cres_shuffled,21.609669,neutral,CYB5D1_chr17_7858002_+,PC-3
wt,25.732813,neutral,AARS2_chr6_44313347_-,PC-3
greedy_it1,22.692673,neutral,AARS2_chr6_44313347_-,PC-3
greedy_it2,25.250278,neutral,AARS2_chr6_44313347_-,PC-3
two_cres_shuffled,21.867792,neutral,AARS2_chr6_44313347_-,PC-3
wt,25.88544,neutral,SFT2D3_chr2_127701496_+,PC-3
greedy_it1,24.467249,neutral,SFT2D3_chr2_127701496_+,PC-3
greedy_it2,24.774242,neutral,SFT2D3_chr2_127701496_+,PC-3
two_cres_shuffled,23.207602,neutral,SFT2D3_chr2_127701496_+,PC-3
wt,26.33535,neutral,ZNF354B_chr5_178859952_+,PC-3
greedy_it1,24.563732,neutral,ZNF354B_chr5_178859952_+,PC-3
greedy_it2,24.705647,neutral,ZNF354B_chr5_178859952_+,PC-3
two_cres_shuffled,23.084244,neutral,ZNF354B_chr5_178859952_+,PC-3
wt,27.106947,neutral,ZNF275_chrX_153334146_+,PC-3
greedy_it1,23.476656,neutral,ZNF275_chrX_153334146_+,PC-3
greedy_it2,26.032177,neutral,ZNF275_chrX_153334146_+,PC-3
two_cres_shuffled,22.220665,neutral,ZNF275_chrX_153334146_+,PC-3
wt,27.561646,neutral,NBEAL1_chr2_203014878_+,PC-3
greedy_it1,22.141636,neutral,NBEAL1_chr2_203014878_+,PC-3
greedy_it2,25.483627,neutral,NBEAL1_chr2_203014878_+,PC-3
two_cres_shuffled,20.683342,neutral,NBEAL1_chr2_203014878_+,PC-3
wt,27.615623,neutral,ZNF696_chr8_143291421_+,PC-3
greedy_it1,22.047403,neutral,ZNF696_chr8_143291421_+,PC-3
greedy_it2,26.022732,neutral,ZNF696_chr8_143291421_+,PC-3
two_cres_shuffled,20.790247,neutral,ZNF696_chr8_143291421_+,PC-3
wt,27.883476,neutral,ZBTB41_chr1_197201293_-,PC-3
greedy_it1,25.747486,neutral,ZBTB41_chr1_197201293_-,PC-3
greedy_it2,26.92558,neutral,ZBTB41_chr1_197201293_-,PC-3
two_cres_shuffled,24.626167,neutral,ZBTB41_chr1_197201293_-,PC-3
wt,28.519302,neutral,FANCF_chr11_22625823_-,PC-3
greedy_it1,27.3476,neutral,FANCF_chr11_22625823_-,PC-3
greedy_it2,27.761942,neutral,FANCF_chr11_22625823_-,PC-3
two_cres_shuffled,26.696049,neutral,FANCF_chr11_22625823_-,PC-3
wt,30.095371,neutral,ZBTB20_chr3_114625024_-,PC-3
greedy_it1,28.796299,neutral,ZBTB20_chr3_114625024_-,PC-3
greedy_it2,29.81564,neutral,ZBTB20_chr3_114625024_-,PC-3
two_cres_shuffled,27.755333,neutral,ZBTB20_chr3_114625024_-,PC-3
wt,30.364546,neutral,MANEA_chr6_95577484_+,PC-3
greedy_it1,28.732931,neutral,MANEA_chr6_95577484_+,PC-3
greedy_it2,28.83405,neutral,MANEA_chr6_95577484_+,PC-3
two_cres_shuffled,27.052979,neutral,MANEA_chr6_95577484_+,PC-3
wt,30.518017,neutral,ZNF155_chr19_43984187_+,PC-3
greedy_it1,26.441021,neutral,ZNF155_chr19_43984187_+,PC-3
greedy_it2,28.96428,neutral,ZNF155_chr19_43984187_+,PC-3
two_cres_shuffled,24.871414,neutral,ZNF155_chr19_43984187_+,PC-3
wt,30.699492,neutral,ALG10B_chr12_38316761_+,PC-3
greedy_it1,28.869389,neutral,ALG10B_chr12_38316761_+,PC-3
greedy_it2,29.212545,neutral,ALG10B_chr12_38316761_+,PC-3
two_cres_shuffled,26.902428,neutral,ALG10B_chr12_38316761_+,PC-3
wt,32.0872,neutral,EXOC8_chr1_231337852_-,PC-3
greedy_it1,30.819489,neutral,EXOC8_chr1_231337852_-,PC-3
greedy_it2,31.471722,neutral,EXOC8_chr1_231337852_-,PC-3
two_cres_shuffled,30.317535,neutral,EXOC8_chr1_231337852_-,PC-3
wt,32.54212,neutral,USP19_chr3_49120823_-,PC-3
greedy_it1,30.678818,neutral,USP19_chr3_49120823_-,PC-3
greedy_it2,31.190166,neutral,USP19_chr3_49120823_-,PC-3
two_cres_shuffled,29.389832,neutral,USP19_chr3_49120823_-,PC-3
wt,33.099445,neutral,WDR90_chr16_649324_+,PC-3
greedy_it1,32.06123,neutral,WDR90_chr16_649324_+,PC-3
greedy_it2,32.521404,neutral,WDR90_chr16_649324_+,PC-3
two_cres_shuffled,31.367918,neutral,WDR90_chr16_649324_+,PC-3
wt,33.375916,neutral,POMGNT2_chr3_43106079_-,PC-3
greedy_it1,30.4538,neutral,POMGNT2_chr3_43106079_-,PC-3
greedy_it2,31.971645,neutral,POMGNT2_chr3_43106079_-,PC-3
two_cres_shuffled,28.388536,neutral,POMGNT2_chr3_43106079_-,PC-3
wt,33.5111,neutral,MSRB3_chr12_65278682_+,PC-3
greedy_it1,32.10517,neutral,MSRB3_chr12_65278682_+,PC-3
greedy_it2,32.555347,neutral,MSRB3_chr12_65278682_+,PC-3
two_cres_shuffled,29.861902,neutral,MSRB3_chr12_65278682_+,PC-3
wt,33.95398,neutral,BTN2A1_chr6_26457903_+,PC-3
greedy_it1,30.39537,neutral,BTN2A1_chr6_26457903_+,PC-3
greedy_it2,32.198135,neutral,BTN2A1_chr6_26457903_+,PC-3
two_cres_shuffled,28.716478,neutral,BTN2A1_chr6_26457903_+,PC-3
wt,34.14993,neutral,RPL7_chr8_73293633_-,PC-3
greedy_it1,32.181488,neutral,RPL7_chr8_73293633_-,PC-3
greedy_it2,33.067097,neutral,RPL7_chr8_73293633_-,PC-3
two_cres_shuffled,31.309483,neutral,RPL7_chr8_73293633_-,PC-3
wt,34.588882,neutral,UPF3A_chr13_114281627_+,PC-3
greedy_it1,30.900585,neutral,UPF3A_chr13_114281627_+,PC-3
greedy_it2,33.960068,neutral,UPF3A_chr13_114281627_+,PC-3
two_cres_shuffled,30.165817,neutral,UPF3A_chr13_114281627_+,PC-3
wt,34.808052,neutral,COL8A1_chr3_99638595_+,PC-3
greedy_it1,28.93958,neutral,COL8A1_chr3_99638595_+,PC-3
greedy_it2,34.00043,neutral,COL8A1_chr3_99638595_+,PC-3
two_cres_shuffled,26.460709,neutral,COL8A1_chr3_99638595_+,PC-3
wt,34.9456,neutral,RNF146_chr6_127266863_+,PC-3
greedy_it1,34.303947,neutral,RNF146_chr6_127266863_+,PC-3
greedy_it2,34.397728,neutral,RNF146_chr6_127266863_+,PC-3
two_cres_shuffled,33.71694,neutral,RNF146_chr6_127266863_+,PC-3
wt,36.97194,neutral,SETD6_chr16_58515481_+,PC-3
greedy_it1,35.806915,neutral,SETD6_chr16_58515481_+,PC-3
greedy_it2,35.989643,neutral,SETD6_chr16_58515481_+,PC-3
two_cres_shuffled,34.54966,neutral,SETD6_chr16_58515481_+,PC-3
wt,37.10208,neutral,PCBP1_chr2_70087476_+,PC-3
greedy_it1,34.107918,neutral,PCBP1_chr2_70087476_+,PC-3
greedy_it2,34.314186,neutral,PCBP1_chr2_70087476_+,PC-3
two_cres_shuffled,32.829372,neutral,PCBP1_chr2_70087476_+,PC-3
wt,37.157375,neutral,UIMC1_chr5_177006779_-,PC-3
greedy_it1,32.882812,neutral,UIMC1_chr5_177006779_-,PC-3
greedy_it2,35.17341,neutral,UIMC1_chr5_177006779_-,PC-3
two_cres_shuffled,31.391327,neutral,UIMC1_chr5_177006779_-,PC-3
wt,37.281254,neutral,RPUSD1_chr16_788397_-,PC-3
greedy_it1,36.367172,neutral,RPUSD1_chr16_788397_-,PC-3
greedy_it2,36.37461,neutral,RPUSD1_chr16_788397_-,PC-3
two_cres_shuffled,35.70681,neutral,RPUSD1_chr16_788397_-,PC-3
wt,38.425293,neutral,PPP1R10_chr6_30617243_-,PC-3
greedy_it1,36.31927,neutral,PPP1R10_chr6_30617243_-,PC-3
greedy_it2,37.135048,neutral,PPP1R10_chr6_30617243_-,PC-3
two_cres_shuffled,34.765114,neutral,PPP1R10_chr6_30617243_-,PC-3
wt,38.525997,neutral,INTS6_chr13_51453036_-,PC-3
greedy_it1,37.52427,neutral,INTS6_chr13_51453036_-,PC-3
greedy_it2,38.44883,neutral,INTS6_chr13_51453036_-,PC-3
two_cres_shuffled,36.607365,neutral,INTS6_chr13_51453036_-,PC-3
wt,38.69886,neutral,ZNF7_chr8_144827558_+,PC-3
greedy_it1,35.04297,neutral,ZNF7_chr8_144827558_+,PC-3
greedy_it2,35.769257,neutral,ZNF7_chr8_144827558_+,PC-3
two_cres_shuffled,32.139854,neutral,ZNF7_chr8_144827558_+,PC-3
wt,39.60922,neutral,NRBF2_chr10_63133246_+,PC-3
greedy_it1,34.711433,neutral,NRBF2_chr10_63133246_+,PC-3
greedy_it2,37.781105,neutral,NRBF2_chr10_63133246_+,PC-3
two_cres_shuffled,33.583305,neutral,NRBF2_chr10_63133246_+,PC-3
wt,39.811756,neutral,MAD2L1BP_chr6_43635839_+,PC-3
greedy_it1,37.57711,neutral,MAD2L1BP_chr6_43635839_+,PC-3
greedy_it2,38.48246,neutral,MAD2L1BP_chr6_43635839_+,PC-3
two_cres_shuffled,35.90635,neutral,MAD2L1BP_chr6_43635839_+,PC-3
wt,40.478287,neutral,MGA_chr15_41660404_+,PC-3
greedy_it1,39.055138,neutral,MGA_chr15_41660404_+,PC-3
greedy_it2,39.522747,neutral,MGA_chr15_41660404_+,PC-3
two_cres_shuffled,38.30635,neutral,MGA_chr15_41660404_+,PC-3
wt,40.601322,neutral,ZNF195_chr11_3379218_-,PC-3
greedy_it1,36.43684,neutral,ZNF195_chr11_3379218_-,PC-3
greedy_it2,39.571575,neutral,ZNF195_chr11_3379218_-,PC-3
two_cres_shuffled,35.00356,neutral,ZNF195_chr11_3379218_-,PC-3
wt,42.625427,neutral,MIPOL1_chr14_37197936_+,PC-3
greedy_it1,39.283863,neutral,MIPOL1_chr14_37197936_+,PC-3
greedy_it2,40.174126,neutral,MIPOL1_chr14_37197936_+,PC-3
two_cres_shuffled,36.852844,neutral,MIPOL1_chr14_37197936_+,PC-3
wt,43.471336,neutral,TOE1_chr1_45340169_+,PC-3
greedy_it1,41.76022,neutral,TOE1_chr1_45340169_+,PC-3
greedy_it2,43.42102,neutral,TOE1_chr1_45340169_+,PC-3
two_cres_shuffled,41.506203,neutral,TOE1_chr1_45340169_+,PC-3
wt,43.61343,neutral,DBR1_chr3_138174949_-,PC-3
greedy_it1,37.772575,neutral,DBR1_chr3_138174949_-,PC-3
greedy_it2,38.19669,neutral,DBR1_chr3_138174949_-,PC-3
two_cres_shuffled,33.62574,neutral,DBR1_chr3_138174949_-,PC-3
wt,46.070995,neutral,TRIM13_chr13_49997018_+,PC-3
greedy_it1,43.51476,neutral,TRIM13_chr13_49997018_+,PC-3
greedy_it2,44.154106,neutral,TRIM13_chr13_49997018_+,PC-3
two_cres_shuffled,40.96065,neutral,TRIM13_chr13_49997018_+,PC-3
wt,46.157448,neutral,TSSC4_chr11_2400749_+,PC-3
greedy_it1,44.356712,neutral,TSSC4_chr11_2400749_+,PC-3
greedy_it2,45.132423,neutral,TSSC4_chr11_2400749_+,PC-3
two_cres_shuffled,43.293495,neutral,TSSC4_chr11_2400749_+,PC-3
wt,48.190113,neutral,PLK4_chr4_127880926_+,PC-3
greedy_it1,46.61023,neutral,PLK4_chr4_127880926_+,PC-3
greedy_it2,47.21943,neutral,PLK4_chr4_127880926_+,PC-3
two_cres_shuffled,44.249596,neutral,PLK4_chr4_127880926_+,PC-3
wt,48.993835,neutral,MARS2_chr2_197705368_+,PC-3
greedy_it1,45.56967,neutral,MARS2_chr2_197705368_+,PC-3
greedy_it2,47.292053,neutral,MARS2_chr2_197705368_+,PC-3
two_cres_shuffled,43.836205,neutral,MARS2_chr2_197705368_+,PC-3
wt,49.267834,neutral,TUT7_chr9_86354410_-,PC-3
greedy_it1,46.99038,neutral,TUT7_chr9_86354410_-,PC-3
greedy_it2,47.7404,neutral,TUT7_chr9_86354410_-,PC-3
two_cres_shuffled,45.557552,neutral,TUT7_chr9_86354410_-,PC-3
wt,51.12468,neutral,CXXC1_chr18_50287651_-,PC-3
greedy_it1,39.84296,neutral,CXXC1_chr18_50287651_-,PC-3
greedy_it2,51.324364,neutral,CXXC1_chr18_50287651_-,PC-3
two_cres_shuffled,34.32744,neutral,CXXC1_chr18_50287651_-,PC-3
wt,52.900875,neutral,GMPPB_chr3_49723921_-,PC-3
greedy_it1,51.270393,neutral,GMPPB_chr3_49723921_-,PC-3
greedy_it2,52.058403,neutral,GMPPB_chr3_49723921_-,PC-3
two_cres_shuffled,47.109905,neutral,GMPPB_chr3_49723921_-,PC-3
wt,53.61496,neutral,ZNF841_chr19_52095765_-,PC-3
greedy_it1,48.364532,neutral,ZNF841_chr19_52095765_-,PC-3
greedy_it2,50.66569,neutral,ZNF841_chr19_52095765_-,PC-3
two_cres_shuffled,45.042835,neutral,ZNF841_chr19_52095765_-,PC-3
wt,55.40364,neutral,BACH1_chr21_29298921_+,PC-3
greedy_it1,52.10612,neutral,BACH1_chr21_29298921_+,PC-3
greedy_it2,52.784065,neutral,BACH1_chr21_29298921_+,PC-3
two_cres_shuffled,49.03887,neutral,BACH1_chr21_29298921_+,PC-3
wt,55.63764,neutral,CPNE8_chr12_38905591_-,PC-3
greedy_it1,52.95003,neutral,CPNE8_chr12_38905591_-,PC-3
greedy_it2,54.438416,neutral,CPNE8_chr12_38905591_-,PC-3
two_cres_shuffled,51.930565,neutral,CPNE8_chr12_38905591_-,PC-3
wt,59.364944,neutral,CGGBP1_chr3_88149885_-,PC-3
greedy_it1,57.974792,neutral,CGGBP1_chr3_88149885_-,PC-3
greedy_it2,60.22744,neutral,CGGBP1_chr3_88149885_-,PC-3
two_cres_shuffled,56.646694,neutral,CGGBP1_chr3_88149885_-,PC-3
wt,59.496544,neutral,KHDC4_chr1_155934399_-,PC-3
greedy_it1,54.69256,neutral,KHDC4_chr1_155934399_-,PC-3
greedy_it2,55.082428,neutral,KHDC4_chr1_155934399_-,PC-3
two_cres_shuffled,51.153904,neutral,KHDC4_chr1_155934399_-,PC-3
wt,59.558224,neutral,ABT1_chr6_26596952_+,PC-3
greedy_it1,55.766754,neutral,ABT1_chr6_26596952_+,PC-3
greedy_it2,59.094585,neutral,ABT1_chr6_26596952_+,PC-3
two_cres_shuffled,55.463654,neutral,ABT1_chr6_26596952_+,PC-3
wt,62.124207,neutral,SLF2_chr10_100912978_+,PC-3
greedy_it1,59.202797,neutral,SLF2_chr10_100912978_+,PC-3
greedy_it2,60.215313,neutral,SLF2_chr10_100912978_+,PC-3
two_cres_shuffled,57.66388,neutral,SLF2_chr10_100912978_+,PC-3
wt,63.860966,neutral,TMTC3_chr12_88142306_+,PC-3
greedy_it1,62.21632,neutral,TMTC3_chr12_88142306_+,PC-3
greedy_it2,63.504234,neutral,TMTC3_chr12_88142306_+,PC-3
two_cres_shuffled,60.037766,neutral,TMTC3_chr12_88142306_+,PC-3
wt,64.137764,neutral,DUSP23_chr1_159780959_+,PC-3
greedy_it1,59.098755,neutral,DUSP23_chr1_159780959_+,PC-3
greedy_it2,61.631287,neutral,DUSP23_chr1_159780959_+,PC-3
two_cres_shuffled,56.74284,neutral,DUSP23_chr1_159780959_+,PC-3
wt,64.57443,neutral,RPUSD4_chr11_126211650_-,PC-3
greedy_it1,60.244457,neutral,RPUSD4_chr11_126211650_-,PC-3
greedy_it2,61.739525,neutral,RPUSD4_chr11_126211650_-,PC-3
two_cres_shuffled,57.723,neutral,RPUSD4_chr11_126211650_-,PC-3
wt,64.84175,neutral,SGO1_chr3_20186206_-,PC-3
greedy_it1,62.1982,neutral,SGO1_chr3_20186206_-,PC-3
greedy_it2,64.54125,neutral,SGO1_chr3_20186206_-,PC-3
two_cres_shuffled,62.097866,neutral,SGO1_chr3_20186206_-,PC-3
wt,65.382614,neutral,POP5_chr12_120581379_-,PC-3
greedy_it1,62.764214,neutral,POP5_chr12_120581379_-,PC-3
greedy_it2,64.11284,neutral,POP5_chr12_120581379_-,PC-3
two_cres_shuffled,61.714005,neutral,POP5_chr12_120581379_-,PC-3
wt,66.27629,neutral,ENSG00000272104_chr3_50350891_+,PC-3
greedy_it1,57.983757,neutral,ENSG00000272104_chr3_50350891_+,PC-3
greedy_it2,65.11369,neutral,ENSG00000272104_chr3_50350891_+,PC-3
two_cres_shuffled,55.873737,neutral,ENSG00000272104_chr3_50350891_+,PC-3
wt,66.571594,neutral,ZNF232_chr17_5111891_-,PC-3
greedy_it1,61.798756,neutral,ZNF232_chr17_5111891_-,PC-3
greedy_it2,63.322533,neutral,ZNF232_chr17_5111891_-,PC-3
two_cres_shuffled,55.54701,neutral,ZNF232_chr17_5111891_-,PC-3
wt,67.342094,neutral,MED16_chr19_893218_-,PC-3
greedy_it1,63.034218,neutral,MED16_chr19_893218_-,PC-3
greedy_it2,63.857067,neutral,MED16_chr19_893218_-,PC-3
two_cres_shuffled,59.4355,neutral,MED16_chr19_893218_-,PC-3
wt,67.802765,neutral,ABHD10_chr3_111979025_+,PC-3
greedy_it1,64.74681,neutral,ABHD10_chr3_111979025_+,PC-3
greedy_it2,67.97268,neutral,ABHD10_chr3_111979025_+,PC-3
two_cres_shuffled,62.159813,neutral,ABHD10_chr3_111979025_+,PC-3
wt,68.73854,neutral,EDRF1_chr10_125719708_+,PC-3
greedy_it1,66.37012,neutral,EDRF1_chr10_125719708_+,PC-3
greedy_it2,67.156715,neutral,EDRF1_chr10_125719708_+,PC-3
two_cres_shuffled,65.06307,neutral,EDRF1_chr10_125719708_+,PC-3
wt,68.725876,neutral,RNF19A_chr8_100309953_-,PC-3
greedy_it1,64.29985,neutral,RNF19A_chr8_100309953_-,PC-3
greedy_it2,66.67293,neutral,RNF19A_chr8_100309953_-,PC-3
two_cres_shuffled,61.711037,neutral,RNF19A_chr8_100309953_-,PC-3
wt,68.882866,neutral,OPN3_chr1_241640369_-,PC-3
greedy_it1,64.932884,neutral,OPN3_chr1_241640369_-,PC-3
greedy_it2,65.18037,neutral,OPN3_chr1_241640369_-,PC-3
two_cres_shuffled,61.47072,neutral,OPN3_chr1_241640369_-,PC-3
wt,68.88292,neutral,CHML_chr1_241640369_-,PC-3
greedy_it1,65.12194,neutral,CHML_chr1_241640369_-,PC-3
greedy_it2,65.35154,neutral,CHML_chr1_241640369_-,PC-3
two_cres_shuffled,62.142136,neutral,CHML_chr1_241640369_-,PC-3
wt,69.19465,neutral,ZBTB37_chr1_173868081_+,PC-3
greedy_it1,65.558876,neutral,ZBTB37_chr1_173868081_+,PC-3
greedy_it2,67.17171,neutral,ZBTB37_chr1_173868081_+,PC-3
two_cres_shuffled,62.323204,neutral,ZBTB37_chr1_173868081_+,PC-3
wt,69.832146,neutral,LYRM2_chr6_89638734_-,PC-3
greedy_it1,67.83993,neutral,LYRM2_chr6_89638734_-,PC-3
greedy_it2,68.44484,neutral,LYRM2_chr6_89638734_-,PC-3
two_cres_shuffled,66.686295,neutral,LYRM2_chr6_89638734_-,PC-3
wt,70.450516,neutral,DDX20_chr1_111755929_+,PC-3
greedy_it1,67.203,neutral,DDX20_chr1_111755929_+,PC-3
greedy_it2,69.7529,neutral,DDX20_chr1_111755929_+,PC-3
two_cres_shuffled,65.8866,neutral,DDX20_chr1_111755929_+,PC-3
wt,71.1025,neutral,ZBED6_chr1_203795622_+,PC-3
greedy_it1,66.167885,neutral,ZBED6_chr1_203795622_+,PC-3
greedy_it2,68.72893,neutral,ZBED6_chr1_203795622_+,PC-3
two_cres_shuffled,64.241104,neutral,ZBED6_chr1_203795622_+,PC-3
wt,71.74335,neutral,PIAS2_chr18_46917503_-,PC-3
greedy_it1,68.91468,neutral,PIAS2_chr18_46917503_-,PC-3
greedy_it2,69.82803,neutral,PIAS2_chr18_46917503_-,PC-3
two_cres_shuffled,66.89854,neutral,PIAS2_chr18_46917503_-,PC-3
wt,72.168816,neutral,FEM1C_chr5_115544775_-,PC-3
greedy_it1,68.25043,neutral,FEM1C_chr5_115544775_-,PC-3
greedy_it2,69.7532,neutral,FEM1C_chr5_115544775_-,PC-3
two_cres_shuffled,65.11753,neutral,FEM1C_chr5_115544775_-,PC-3
wt,73.60297,neutral,ZNF98_chr19_22422346_-,PC-3
greedy_it1,63.742348,neutral,ZNF98_chr19_22422346_-,PC-3
greedy_it2,65.739395,neutral,ZNF98_chr19_22422346_-,PC-3
two_cres_shuffled,56.968426,neutral,ZNF98_chr19_22422346_-,PC-3
wt,75.11075,neutral,ESS2_chr22_19144651_-,PC-3
greedy_it1,70.10572,neutral,ESS2_chr22_19144651_-,PC-3
greedy_it2,71.27286,neutral,ESS2_chr22_19144651_-,PC-3
two_cres_shuffled,66.001205,neutral,ESS2_chr22_19144651_-,PC-3
wt,75.182976,neutral,NSMCE3_chr15_29269822_-,PC-3
greedy_it1,70.94368,neutral,NSMCE3_chr15_29269822_-,PC-3
greedy_it2,74.03853,neutral,NSMCE3_chr15_29269822_-,PC-3
two_cres_shuffled,69.71461,neutral,NSMCE3_chr15_29269822_-,PC-3
wt,77.21875,neutral,RNF20_chr9_101533852_+,PC-3
greedy_it1,74.77336,neutral,RNF20_chr9_101533852_+,PC-3
greedy_it2,74.85011,neutral,RNF20_chr9_101533852_+,PC-3
two_cres_shuffled,71.906235,neutral,RNF20_chr9_101533852_+,PC-3
wt,81.699844,neutral,RCHY1_chr4_75514403_-,PC-3
greedy_it1,78.0578,neutral,RCHY1_chr4_75514403_-,PC-3
greedy_it2,81.11125,neutral,RCHY1_chr4_75514403_-,PC-3
two_cres_shuffled,74.970894,neutral,RCHY1_chr4_75514403_-,PC-3
wt,81.73883,neutral,CFAP61_chr20_20052531_+,PC-3
greedy_it1,78.59517,neutral,CFAP61_chr20_20052531_+,PC-3
greedy_it2,79.15074,neutral,CFAP61_chr20_20052531_+,PC-3
two_cres_shuffled,75.09554,neutral,CFAP61_chr20_20052531_+,PC-3
wt,82.640625,neutral,PPP1R12A_chr12_79935097_-,PC-3
greedy_it1,77.25847,neutral,PPP1R12A_chr12_79935097_-,PC-3
greedy_it2,79.81914,neutral,PPP1R12A_chr12_79935097_-,PC-3
two_cres_shuffled,73.954056,neutral,PPP1R12A_chr12_79935097_-,PC-3
wt,82.739716,neutral,HIBCH_chr2_190319826_-,PC-3
greedy_it1,78.096436,neutral,HIBCH_chr2_190319826_-,PC-3
greedy_it2,80.415825,neutral,HIBCH_chr2_190319826_-,PC-3
two_cres_shuffled,74.37895,neutral,HIBCH_chr2_190319826_-,PC-3
wt,87.302475,neutral,HUS1_chr7_47979553_-,PC-3
greedy_it1,81.576935,neutral,HUS1_chr7_47979553_-,PC-3
greedy_it2,84.81761,neutral,HUS1_chr7_47979553_-,PC-3
two_cres_shuffled,78.121925,neutral,HUS1_chr7_47979553_-,PC-3
wt,90.2225,neutral,NOP56_chr20_2652631_+,PC-3
greedy_it1,68.87835,neutral,NOP56_chr20_2652631_+,PC-3
greedy_it2,87.54608,neutral,NOP56_chr20_2652631_+,PC-3
two_cres_shuffled,65.495605,neutral,NOP56_chr20_2652631_+,PC-3
wt,92.15337,neutral,FANCL_chr2_58241348_-,PC-3
greedy_it1,83.917946,neutral,FANCL_chr2_58241348_-,PC-3
greedy_it2,89.39497,neutral,FANCL_chr2_58241348_-,PC-3
two_cres_shuffled,80.3595,neutral,FANCL_chr2_58241348_-,PC-3
wt,98.95058,neutral,NEPRO_chr3_113019671_-,PC-3
greedy_it1,96.4438,neutral,NEPRO_chr3_113019671_-,PC-3
greedy_it2,97.4425,neutral,NEPRO_chr3_113019671_-,PC-3
two_cres_shuffled,94.7343,neutral,NEPRO_chr3_113019671_-,PC-3
wt,105.25169,neutral,CASC3_chr17_40140536_+,PC-3
greedy_it1,95.284225,neutral,CASC3_chr17_40140536_+,PC-3
greedy_it2,97.838554,neutral,CASC3_chr17_40140536_+,PC-3
two_cres_shuffled,89.72055,neutral,CASC3_chr17_40140536_+,PC-3
wt,107.09149,neutral,PLAA_chr9_26947242_-,PC-3
greedy_it1,102.40973,neutral,PLAA_chr9_26947242_-,PC-3
greedy_it2,103.184425,neutral,PLAA_chr9_26947242_-,PC-3
two_cres_shuffled,96.90214,neutral,PLAA_chr9_26947242_-,PC-3
wt,108.35318,neutral,PRMT2_chr21_46635594_+,PC-3
greedy_it1,100.46145,neutral,PRMT2_chr21_46635594_+,PC-3
greedy_it2,100.47795,neutral,PRMT2_chr21_46635594_+,PC-3
two_cres_shuffled,91.43729,neutral,PRMT2_chr21_46635594_+,PC-3
wt,113.96387,neutral,UFL1_chr6_96521805_+,PC-3
greedy_it1,110.19751,neutral,UFL1_chr6_96521805_+,PC-3
greedy_it2,110.27724,neutral,UFL1_chr6_96521805_+,PC-3
two_cres_shuffled,105.66972,neutral,UFL1_chr6_96521805_+,PC-3
wt,114.89111,neutral,PCNX3_chr11_65615775_+,PC-3
greedy_it1,101.7519,neutral,PCNX3_chr11_65615775_+,PC-3
greedy_it2,109.819275,neutral,PCNX3_chr11_65615775_+,PC-3
two_cres_shuffled,94.33095,neutral,PCNX3_chr11_65615775_+,PC-3
wt,117.90741,neutral,RPL18A_chr19_17859931_+,PC-3
greedy_it1,108.10988,neutral,RPL18A_chr19_17859931_+,PC-3
greedy_it2,112.545044,neutral,RPL18A_chr19_17859931_+,PC-3
two_cres_shuffled,98.664604,neutral,RPL18A_chr19_17859931_+,PC-3
wt,124.28163,neutral,EMC6_chr17_3668821_+,PC-3
greedy_it1,116.26559,neutral,EMC6_chr17_3668821_+,PC-3
greedy_it2,124.52476,neutral,EMC6_chr17_3668821_+,PC-3
two_cres_shuffled,112.71564,neutral,EMC6_chr17_3668821_+,PC-3
wt,130.14766,neutral,CNOT2_chr12_70243432_+,PC-3
greedy_it1,125.35848,neutral,CNOT2_chr12_70243432_+,PC-3
greedy_it2,126.788246,neutral,CNOT2_chr12_70243432_+,PC-3
two_cres_shuffled,121.941864,neutral,CNOT2_chr12_70243432_+,PC-3
wt,153.99408,neutral,RBM4_chr11_66638690_+,PC-3
greedy_it1,148.67114,neutral,RBM4_chr11_66638690_+,PC-3
greedy_it2,151.47911,neutral,RBM4_chr11_66638690_+,PC-3
two_cres_shuffled,146.50626,neutral,RBM4_chr11_66638690_+,PC-3
wt,169.37881,neutral,POLE3_chr9_113410382_-,PC-3
greedy_it1,158.5773,neutral,POLE3_chr9_113410382_-,PC-3
greedy_it2,168.09625,neutral,POLE3_chr9_113410382_-,PC-3
two_cres_shuffled,156.82251,neutral,POLE3_chr9_113410382_-,PC-3
wt,186.40837,neutral,DDX56_chr7_44573925_-,PC-3
greedy_it1,178.02527,neutral,DDX56_chr7_44573925_-,PC-3
greedy_it2,179.91531,neutral,DDX56_chr7_44573925_-,PC-3
two_cres_shuffled,172.92233,neutral,DDX56_chr7_44573925_-,PC-3
wt,229.67966,neutral,METTL26_chr16_636302_-,PC-3
greedy_it1,217.56625,neutral,METTL26_chr16_636302_-,PC-3
greedy_it2,225.51253,neutral,METTL26_chr16_636302_-,PC-3
two_cres_shuffled,211.72826,neutral,METTL26_chr16_636302_-,PC-3
wt,250.49881,neutral,RPL29_chr3_51995881_-,PC-3
greedy_it1,242.08884,neutral,RPL29_chr3_51995881_-,PC-3
