,Normalized TSS activity,context,cell_line,seq_id
13,0.41870424,silencing,K562,ZNF547_chr19_57363550_+
14,0.4682484,silencing,K562,ZNF547_chr19_57363550_+
15,0.45774463,silencing,K562,ZNF547_chr19_57363550_+
16,0.465553,silencing,K562,ZNF547_chr19_57363550_+
17,0.4577347,silencing,K562,ZNF547_chr19_57363550_+
18,0.45637503,silencing,K562,ZNF547_chr19_57363550_+
19,0.45112437,silencing,K562,ZNF547_chr19_57363550_+
20,0.45297977,silencing,K562,ZNF547_chr19_57363550_+
21,0.45103714,silencing,K562,ZNF547_chr19_57363550_+
22,0.4879997,silencing,K562,ZNF547_chr19_57363550_+
23,0.4897966,silencing,K562,ZNF547_chr19_57363550_+
24,0.48971996,silencing,K562,ZNF547_chr19_57363550_+
25,0.49349058,silencing,K562,ZNF547_chr19_57363550_+
0,1.0,silencing,K562,VAMP1_chr12_6470645_-
1,0.44360223,silencing,K562,VAMP1_chr12_6470645_-
2,0.4147964,silencing,K562,VAMP1_chr12_6470645_-
3,0.41697964,silencing,K562,VAMP1_chr12_6470645_-
4,0.43378857,silencing,K562,VAMP1_chr12_6470645_-
5,0.40289393,silencing,K562,VAMP1_chr12_6470645_-
6,0.41953877,silencing,K562,VAMP1_chr12_6470645_-
7,0.4204192,silencing,K562,VAMP1_chr12_6470645_-
8,0.4359856,silencing,K562,VAMP1_chr12_6470645_-
9,0.49110174,silencing,K562,VAMP1_chr12_6470645_-
10,0.4949013,silencing,K562,VAMP1_chr12_6470645_-
11,0.5002072,silencing,K562,VAMP1_chr12_6470645_-
12,0.5082899,silencing,K562,VAMP1_chr12_6470645_-
13,0.5323209,silencing,K562,VAMP1_chr12_6470645_-
14,0.5318499,silencing,K562,VAMP1_chr12_6470645_-
15,0.5271747,silencing,K562,VAMP1_chr12_6470645_-
16,0.5275013,silencing,K562,VAMP1_chr12_6470645_-
17,0.5152993,silencing,K562,VAMP1_chr12_6470645_-
18,0.510689,silencing,K562,VAMP1_chr12_6470645_-
19,0.52211285,silencing,K562,VAMP1_chr12_6470645_-
20,0.5282747,silencing,K562,VAMP1_chr12_6470645_-
21,0.53012604,silencing,K562,VAMP1_chr12_6470645_-
22,0.5323792,silencing,K562,VAMP1_chr12_6470645_-
23,0.532727,silencing,K562,VAMP1_chr12_6470645_-
24,0.53358227,silencing,K562,VAMP1_chr12_6470645_-
25,0.5383246,silencing,K562,VAMP1_chr12_6470645_-
0,1.0,silencing,K562,ZNF749_chr19_57435324_+
1,0.46619663,silencing,K562,ZNF749_chr19_57435324_+
2,0.4655857,silencing,K562,ZNF749_chr19_57435324_+
3,0.49176788,silencing,K562,ZNF749_chr19_57435324_+
4,0.46345368,silencing,K562,ZNF749_chr19_57435324_+
5,0.3947768,silencing,K562,ZNF749_chr19_57435324_+
6,0.42666394,silencing,K562,ZNF749_chr19_57435324_+
7,0.43693915,silencing,K562,ZNF749_chr19_57435324_+
8,0.44504285,silencing,K562,ZNF749_chr19_57435324_+
9,0.41714898,silencing,K562,ZNF749_chr19_57435324_+
10,0.38476318,silencing,K562,ZNF749_chr19_57435324_+
11,0.37516987,silencing,K562,ZNF749_chr19_57435324_+
12,0.37530592,silencing,K562,ZNF749_chr19_57435324_+
13,0.3550961,silencing,K562,ZNF749_chr19_57435324_+
14,0.3539348,silencing,K562,ZNF749_chr19_57435324_+
15,0.3579449,silencing,K562,ZNF749_chr19_57435324_+
16,0.35864654,silencing,K562,ZNF749_chr19_57435324_+
17,0.3637243,silencing,K562,ZNF749_chr19_57435324_+
18,0.36024213,silencing,K562,ZNF749_chr19_57435324_+
19,0.35799468,silencing,K562,ZNF749_chr19_57435324_+
20,0.35402244,silencing,K562,ZNF749_chr19_57435324_+
21,0.35120225,silencing,K562,ZNF749_chr19_57435324_+
22,0.3321635,silencing,K562,ZNF749_chr19_57435324_+
23,0.33213216,silencing,K562,ZNF749_chr19_57435324_+
24,0.33254367,silencing,K562,ZNF749_chr19_57435324_+
25,0.33577022,silencing,K562,ZNF749_chr19_57435324_+
0,1.0,silencing,K562,ZNF260_chr19_36528271_-
1,0.34308195,silencing,K562,ZNF260_chr19_36528271_-
2,0.27387422,silencing,K562,ZNF260_chr19_36528271_-
3,0.2858718,silencing,K562,ZNF260_chr19_36528271_-
4,0.29927605,silencing,K562,ZNF260_chr19_36528271_-
5,0.29335842,silencing,K562,ZNF260_chr19_36528271_-
6,0.27224326,silencing,K562,ZNF260_chr19_36528271_-
7,0.25790167,silencing,K562,ZNF260_chr19_36528271_-
8,0.24676211,silencing,K562,ZNF260_chr19_36528271_-
9,0.2516011,silencing,K562,ZNF260_chr19_36528271_-
10,0.25916058,silencing,K562,ZNF260_chr19_36528271_-
11,0.26112324,silencing,K562,ZNF260_chr19_36528271_-
12,0.26031262,silencing,K562,ZNF260_chr19_36528271_-
13,0.25597662,silencing,K562,ZNF260_chr19_36528271_-
14,0.25754076,silencing,K562,ZNF260_chr19_36528271_-
15,0.2580008,silencing,K562,ZNF260_chr19_36528271_-
16,0.31742686,silencing,K562,ZNF260_chr19_36528271_-
17,0.35818046,silencing,K562,ZNF260_chr19_36528271_-
18,0.37273657,silencing,K562,ZNF260_chr19_36528271_-
19,0.36312523,silencing,K562,ZNF260_chr19_36528271_-
20,0.36233398,silencing,K562,ZNF260_chr19_36528271_-
21,0.36201158,silencing,K562,ZNF260_chr19_36528271_-
22,0.38948125,silencing,K562,ZNF260_chr19_36528271_-
23,0.37405482,silencing,K562,ZNF260_chr19_36528271_-
24,0.37306762,silencing,K562,ZNF260_chr19_36528271_-
25,0.37647066,silencing,K562,ZNF260_chr19_36528271_-
0,1.0,silencing,K562,ARSA_chr22_50628155_-
1,0.8264462,silencing,K562,ARSA_chr22_50628155_-
2,0.58827543,silencing,K562,ARSA_chr22_50628155_-
3,0.54832095,silencing,K562,ARSA_chr22_50628155_-
4,0.40045753,silencing,K562,ARSA_chr22_50628155_-
5,0.39767036,silencing,K562,ARSA_chr22_50628155_-
6,0.4543083,silencing,K562,ARSA_chr22_50628155_-
7,0.4322271,silencing,K562,ARSA_chr22_50628155_-
8,0.429694,silencing,K562,ARSA_chr22_50628155_-
9,0.4425486,silencing,K562,ARSA_chr22_50628155_-
10,0.60164565,silencing,K562,ARSA_chr22_50628155_-
11,0.63023686,silencing,K562,ARSA_chr22_50628155_-
12,0.64958787,silencing,K562,ARSA_chr22_50628155_-
13,0.6491548,silencing,K562,ARSA_chr22_50628155_-
14,0.6459649,silencing,K562,ARSA_chr22_50628155_-
15,0.62177885,silencing,K562,ARSA_chr22_50628155_-
16,0.6356653,silencing,K562,ARSA_chr22_50628155_-
17,0.6196567,silencing,K562,ARSA_chr22_50628155_-
18,0.60901207,silencing,K562,ARSA_chr22_50628155_-
19,0.59327006,silencing,K562,ARSA_chr22_50628155_-
20,0.5525691,silencing,K562,ARSA_chr22_50628155_-
21,0.5517326,silencing,K562,ARSA_chr22_50628155_-
22,0.5557387,silencing,K562,ARSA_chr22_50628155_-
23,0.55730796,silencing,K562,ARSA_chr22_50628155_-
24,0.55956125,silencing,K562,ARSA_chr22_50628155_-
25,0.57503605,silencing,K562,ARSA_chr22_50628155_-
0,1.0,silencing,K562,ZNF814_chr19_57888969_-
1,0.3245314,silencing,K562,ZNF814_chr19_57888969_-
2,0.37744996,silencing,K562,ZNF814_chr19_57888969_-
3,0.37165615,silencing,K562,ZNF814_chr19_57888969_-
4,0.38086563,silencing,K562,ZNF814_chr19_57888969_-
5,0.31669232,silencing,K562,ZNF814_chr19_57888969_-
6,0.33380884,silencing,K562,ZNF814_chr19_57888969_-
7,0.33485663,silencing,K562,ZNF814_chr19_57888969_-
8,0.32720208,silencing,K562,ZNF814_chr19_57888969_-
9,0.36210462,silencing,K562,ZNF814_chr19_57888969_-
10,0.38050327,silencing,K562,ZNF814_chr19_57888969_-
11,0.38929707,silencing,K562,ZNF814_chr19_57888969_-
12,0.40530553,silencing,K562,ZNF814_chr19_57888969_-
13,0.40926337,silencing,K562,ZNF814_chr19_57888969_-
14,0.42141813,silencing,K562,ZNF814_chr19_57888969_-
15,0.41268483,silencing,K562,ZNF814_chr19_57888969_-
16,0.4131301,silencing,K562,ZNF814_chr19_57888969_-
17,0.41564423,silencing,K562,ZNF814_chr19_57888969_-
18,0.42252362,silencing,K562,ZNF814_chr19_57888969_-
19,0.42457414,silencing,K562,ZNF814_chr19_57888969_-
20,0.42154896,silencing,K562,ZNF814_chr19_57888969_-
21,0.42177054,silencing,K562,ZNF814_chr19_57888969_-
22,0.43034917,silencing,K562,ZNF814_chr19_57888969_-
23,0.4379677,silencing,K562,ZNF814_chr19_57888969_-
24,0.43762317,silencing,K562,ZNF814_chr19_57888969_-
25,0.44145176,silencing,K562,ZNF814_chr19_57888969_-
0,1.0,silencing,K562,STX1A_chr7_73719659_-
1,1.2496238,silencing,K562,STX1A_chr7_73719659_-
2,0.6192686,silencing,K562,STX1A_chr7_73719659_-
3,0.34929302,silencing,K562,STX1A_chr7_73719659_-
4,0.37335294,silencing,K562,STX1A_chr7_73719659_-
5,0.2371906,silencing,K562,STX1A_chr7_73719659_-
6,0.26344278,silencing,K562,STX1A_chr7_73719659_-
7,0.42402992,silencing,K562,STX1A_chr7_73719659_-
8,0.5209122,silencing,K562,STX1A_chr7_73719659_-
9,0.53103393,silencing,K562,STX1A_chr7_73719659_-
10,0.5113091,silencing,K562,STX1A_chr7_73719659_-
11,0.5611487,silencing,K562,STX1A_chr7_73719659_-
12,0.470875,silencing,K562,STX1A_chr7_73719659_-
13,0.458318,silencing,K562,STX1A_chr7_73719659_-
14,0.39516813,silencing,K562,STX1A_chr7_73719659_-
15,0.34976155,silencing,K562,STX1A_chr7_73719659_-
16,0.3546893,silencing,K562,STX1A_chr7_73719659_-
17,0.34068164,silencing,K562,STX1A_chr7_73719659_-
18,0.3440618,silencing,K562,STX1A_chr7_73719659_-
19,0.35715556,silencing,K562,STX1A_chr7_73719659_-
20,0.32833403,silencing,K562,STX1A_chr7_73719659_-
21,0.33316338,silencing,K562,STX1A_chr7_73719659_-
22,0.34323302,silencing,K562,STX1A_chr7_73719659_-
23,0.34412584,silencing,K562,STX1A_chr7_73719659_-
24,0.3437075,silencing,K562,STX1A_chr7_73719659_-
25,0.351397,silencing,K562,STX1A_chr7_73719659_-
0,1.0,silencing,K562,PRKX_chrX_3713649_-
1,0.7224884,silencing,K562,PRKX_chrX_3713649_-
2,0.6668547,silencing,K562,PRKX_chrX_3713649_-
3,0.717579,silencing,K562,PRKX_chrX_3713649_-
4,0.68036443,silencing,K562,PRKX_chrX_3713649_-
5,0.72405696,silencing,K562,PRKX_chrX_3713649_-
6,0.6474454,silencing,K562,PRKX_chrX_3713649_-
7,0.55601907,silencing,K562,PRKX_chrX_3713649_-
8,0.53045887,silencing,K562,PRKX_chrX_3713649_-
9,0.48924458,silencing,K562,PRKX_chrX_3713649_-
10,0.47121668,silencing,K562,PRKX_chrX_3713649_-
11,0.43493968,silencing,K562,PRKX_chrX_3713649_-
12,0.39691615,silencing,K562,PRKX_chrX_3713649_-
13,0.36551657,silencing,K562,PRKX_chrX_3713649_-
14,0.26736596,silencing,K562,PRKX_chrX_3713649_-
15,0.25851923,silencing,K562,PRKX_chrX_3713649_-
16,0.3652884,silencing,K562,PRKX_chrX_3713649_-
17,0.3535672,silencing,K562,PRKX_chrX_3713649_-
18,0.3467516,silencing,K562,PRKX_chrX_3713649_-
19,0.33342454,silencing,K562,PRKX_chrX_3713649_-
20,0.32603467,silencing,K562,PRKX_chrX_3713649_-
21,0.3131331,silencing,K562,PRKX_chrX_3713649_-
22,0.30504557,silencing,K562,PRKX_chrX_3713649_-
23,0.26542172,silencing,K562,PRKX_chrX_3713649_-
24,0.26491374,silencing,K562,PRKX_chrX_3713649_-
25,0.26306695,silencing,K562,PRKX_chrX_3713649_-
0,1.0,silencing,K562,HEY1_chr8_79767857_-
1,0.7200677,silencing,K562,HEY1_chr8_79767857_-
2,0.26943415,silencing,K562,HEY1_chr8_79767857_-
3,0.21767674,silencing,K562,HEY1_chr8_79767857_-
4,0.23217437,silencing,K562,HEY1_chr8_79767857_-
5,0.23822844,silencing,K562,HEY1_chr8_79767857_-
6,0.22040547,silencing,K562,HEY1_chr8_79767857_-
7,0.23648794,silencing,K562,HEY1_chr8_79767857_-
8,0.20560145,silencing,K562,HEY1_chr8_79767857_-
9,0.20733036,silencing,K562,HEY1_chr8_79767857_-
10,0.18503883,silencing,K562,HEY1_chr8_79767857_-
11,0.17957449,silencing,K562,HEY1_chr8_79767857_-
12,0.16038671,silencing,K562,HEY1_chr8_79767857_-
13,0.17978689,silencing,K562,HEY1_chr8_79767857_-
14,0.17034091,silencing,K562,HEY1_chr8_79767857_-
15,0.17396452,silencing,K562,HEY1_chr8_79767857_-
16,0.16493692,silencing,K562,HEY1_chr8_79767857_-
17,0.23150504,silencing,K562,HEY1_chr8_79767857_-
18,0.21475895,silencing,K562,HEY1_chr8_79767857_-
19,0.21141814,silencing,K562,HEY1_chr8_79767857_-
20,0.23660967,silencing,K562,HEY1_chr8_79767857_-
21,0.23273039,silencing,K562,HEY1_chr8_79767857_-
22,0.32339194,silencing,K562,HEY1_chr8_79767857_-
23,0.25712553,silencing,K562,HEY1_chr8_79767857_-
24,0.26061842,silencing,K562,HEY1_chr8_79767857_-
25,0.28531697,silencing,K562,HEY1_chr8_79767857_-
0,1.0,silencing,K562,IL20RB_chr3_136957982_+
1,0.80094415,silencing,K562,IL20RB_chr3_136957982_+
2,0.6946628,silencing,K562,IL20RB_chr3_136957982_+
3,0.67441475,silencing,K562,IL20RB_chr3_136957982_+
4,0.5931488,silencing,K562,IL20RB_chr3_136957982_+
5,0.33986259,silencing,K562,IL20RB_chr3_136957982_+
6,0.39111826,silencing,K562,IL20RB_chr3_136957982_+
7,0.3332306,silencing,K562,IL20RB_chr3_136957982_+
8,0.2510502,silencing,K562,IL20RB_chr3_136957982_+
9,0.16674303,silencing,K562,IL20RB_chr3_136957982_+
10,0.10196827,silencing,K562,IL20RB_chr3_136957982_+
11,0.09980488,silencing,K562,IL20RB_chr3_136957982_+
12,0.09921668,silencing,K562,IL20RB_chr3_136957982_+
13,0.09580646,silencing,K562,IL20RB_chr3_136957982_+
14,0.0929888,silencing,K562,IL20RB_chr3_136957982_+
15,0.09218914,silencing,K562,IL20RB_chr3_136957982_+
16,0.101956785,silencing,K562,IL20RB_chr3_136957982_+
17,0.118691795,silencing,K562,IL20RB_chr3_136957982_+
18,0.111594856,silencing,K562,IL20RB_chr3_136957982_+
19,0.11309915,silencing,K562,IL20RB_chr3_136957982_+
20,0.114844546,silencing,K562,IL20RB_chr3_136957982_+
21,0.11106409,silencing,K562,IL20RB_chr3_136957982_+
22,0.1210899,silencing,K562,IL20RB_chr3_136957982_+
23,0.12638953,silencing,K562,IL20RB_chr3_136957982_+
24,0.13725297,silencing,K562,IL20RB_chr3_136957982_+
25,0.16110973,silencing,K562,IL20RB_chr3_136957982_+
0,1.0,silencing,K562,ZNF479_chr7_57132436_-
1,0.33195043,silencing,K562,ZNF479_chr7_57132436_-
2,0.3334181,silencing,K562,ZNF479_chr7_57132436_-
3,0.19876005,silencing,K562,ZNF479_chr7_57132436_-
4,0.21255098,silencing,K562,ZNF479_chr7_57132436_-
5,0.17823833,silencing,K562,ZNF479_chr7_57132436_-
6,0.16225666,silencing,K562,ZNF479_chr7_57132436_-
7,0.16558824,silencing,K562,ZNF479_chr7_57132436_-
8,0.1614371,silencing,K562,ZNF479_chr7_57132436_-
9,0.15755409,silencing,K562,ZNF479_chr7_57132436_-
10,0.16570896,silencing,K562,ZNF479_chr7_57132436_-
11,0.16886649,silencing,K562,ZNF479_chr7_57132436_-
12,0.22750649,silencing,K562,ZNF479_chr7_57132436_-
13,0.24725808,silencing,K562,ZNF479_chr7_57132436_-
14,0.24661037,silencing,K562,ZNF479_chr7_57132436_-
15,0.247675,silencing,K562,ZNF479_chr7_57132436_-
16,0.25104937,silencing,K562,ZNF479_chr7_57132436_-
17,0.23843698,silencing,K562,ZNF479_chr7_57132436_-
18,0.24776547,silencing,K562,ZNF479_chr7_57132436_-
19,0.24414538,silencing,K562,ZNF479_chr7_57132436_-
20,0.23883268,silencing,K562,ZNF479_chr7_57132436_-
21,0.23770319,silencing,K562,ZNF479_chr7_57132436_-
22,0.24659935,silencing,K562,ZNF479_chr7_57132436_-
23,0.24884614,silencing,K562,ZNF479_chr7_57132436_-
24,0.24696626,silencing,K562,ZNF479_chr7_57132436_-
25,0.23571432,silencing,K562,ZNF479_chr7_57132436_-
0,1.0,silencing,K562,STK32C_chr10_132331837_-
1,0.8740605,silencing,K562,STK32C_chr10_132331837_-
2,0.84472287,silencing,K562,STK32C_chr10_132331837_-
3,0.80344695,silencing,K562,STK32C_chr10_132331837_-
4,0.80306995,silencing,K562,STK32C_chr10_132331837_-
5,0.7455602,silencing,K562,STK32C_chr10_132331837_-
6,0.7344922,silencing,K562,STK32C_chr10_132331837_-
7,0.752585,silencing,K562,STK32C_chr10_132331837_-
8,0.6894669,silencing,K562,STK32C_chr10_132331837_-
9,0.698038,silencing,K562,STK32C_chr10_132331837_-
10,0.7188273,silencing,K562,STK32C_chr10_132331837_-
11,0.70645714,silencing,K562,STK32C_chr10_132331837_-
12,0.70428425,silencing,K562,STK32C_chr10_132331837_-
13,0.7427579,silencing,K562,STK32C_chr10_132331837_-
14,0.7406729,silencing,K562,STK32C_chr10_132331837_-
15,0.66804487,silencing,K562,STK32C_chr10_132331837_-
16,0.688556,silencing,K562,STK32C_chr10_132331837_-
17,0.6671399,silencing,K562,STK32C_chr10_132331837_-
18,0.65781903,silencing,K562,STK32C_chr10_132331837_-
19,0.6502418,silencing,K562,STK32C_chr10_132331837_-
20,0.63305914,silencing,K562,STK32C_chr10_132331837_-
21,0.68259156,silencing,K562,STK32C_chr10_132331837_-
22,0.6807964,silencing,K562,STK32C_chr10_132331837_-
23,0.68698573,silencing,K562,STK32C_chr10_132331837_-
24,0.6936292,silencing,K562,STK32C_chr10_132331837_-
25,0.7079715,silencing,K562,STK32C_chr10_132331837_-
0,1.0,silencing,K562,ENSG00000269026_chr19_57682044_+
1,0.40332156,silencing,K562,ENSG00000269026_chr19_57682044_+
2,0.2282746,silencing,K562,ENSG00000269026_chr19_57682044_+
3,0.23271048,silencing,K562,ENSG00000269026_chr19_57682044_+
4,0.23347993,silencing,K562,ENSG00000269026_chr19_57682044_+
5,0.24416958,silencing,K562,ENSG00000269026_chr19_57682044_+
6,0.24119501,silencing,K562,ENSG00000269026_chr19_57682044_+
7,0.24497095,silencing,K562,ENSG00000269026_chr19_57682044_+
8,0.24498305,silencing,K562,ENSG00000269026_chr19_57682044_+
9,0.24099015,silencing,K562,ENSG00000269026_chr19_57682044_+
10,0.24552299,silencing,K562,ENSG00000269026_chr19_57682044_+
11,0.24555266,silencing,K562,ENSG00000269026_chr19_57682044_+
12,0.24095759,silencing,K562,ENSG00000269026_chr19_57682044_+
13,0.24113253,silencing,K562,ENSG00000269026_chr19_57682044_+
14,0.24072699,silencing,K562,ENSG00000269026_chr19_57682044_+
15,0.24129109,silencing,K562,ENSG00000269026_chr19_57682044_+
16,0.246184,silencing,K562,ENSG00000269026_chr19_57682044_+
17,0.25538597,silencing,K562,ENSG00000269026_chr19_57682044_+
18,0.2607933,silencing,K562,ENSG00000269026_chr19_57682044_+
19,0.2560913,silencing,K562,ENSG00000269026_chr19_57682044_+
20,0.25863987,silencing,K562,ENSG00000269026_chr19_57682044_+
21,0.25155374,silencing,K562,ENSG00000269026_chr19_57682044_+
22,0.25268826,silencing,K562,ENSG00000269026_chr19_57682044_+
23,0.25049222,silencing,K562,ENSG00000269026_chr19_57682044_+
24,0.24958521,silencing,K562,ENSG00000269026_chr19_57682044_+
25,0.2487132,silencing,K562,ENSG00000269026_chr19_57682044_+
0,1.0,silencing,K562,ZIK1_chr19_57584144_+
1,1.0819511,silencing,K562,ZIK1_chr19_57584144_+
2,0.89379907,silencing,K562,ZIK1_chr19_57584144_+
3,0.7793339,silencing,K562,ZIK1_chr19_57584144_+
4,0.44006872,silencing,K562,ZIK1_chr19_57584144_+
5,0.43968073,silencing,K562,ZIK1_chr19_57584144_+
6,0.45201465,silencing,K562,ZIK1_chr19_57584144_+
7,0.42095277,silencing,K562,ZIK1_chr19_57584144_+
8,0.42958257,silencing,K562,ZIK1_chr19_57584144_+
9,0.4553335,silencing,K562,ZIK1_chr19_57584144_+
10,0.45966733,silencing,K562,ZIK1_chr19_57584144_+
11,0.44792697,silencing,K562,ZIK1_chr19_57584144_+
12,0.44456306,silencing,K562,ZIK1_chr19_57584144_+
13,0.44784182,silencing,K562,ZIK1_chr19_57584144_+
14,0.44164535,silencing,K562,ZIK1_chr19_57584144_+
15,0.43778405,silencing,K562,ZIK1_chr19_57584144_+
16,0.4244519,silencing,K562,ZIK1_chr19_57584144_+
17,0.40608138,silencing,K562,ZIK1_chr19_57584144_+
18,0.39950737,silencing,K562,ZIK1_chr19_57584144_+
19,0.4154752,silencing,K562,ZIK1_chr19_57584144_+
20,0.41097718,silencing,K562,ZIK1_chr19_57584144_+
21,0.41639125,silencing,K562,ZIK1_chr19_57584144_+
22,0.41374588,silencing,K562,ZIK1_chr19_57584144_+
23,0.43037084,silencing,K562,ZIK1_chr19_57584144_+
24,0.42974633,silencing,K562,ZIK1_chr19_57584144_+
25,0.4255937,silencing,K562,ZIK1_chr19_57584144_+
0,1.0,silencing,K562,ZNF597_chr16_3443504_-
1,1.115552,silencing,K562,ZNF597_chr16_3443504_-
2,0.96540356,silencing,K562,ZNF597_chr16_3443504_-
3,0.83152413,silencing,K562,ZNF597_chr16_3443504_-
4,0.793614,silencing,K562,ZNF597_chr16_3443504_-
5,0.74686056,silencing,K562,ZNF597_chr16_3443504_-
6,0.5020735,silencing,K562,ZNF597_chr16_3443504_-
7,0.47306636,silencing,K562,ZNF597_chr16_3443504_-
8,0.4222929,silencing,K562,ZNF597_chr16_3443504_-
9,0.3908587,silencing,K562,ZNF597_chr16_3443504_-
10,0.36337182,silencing,K562,ZNF597_chr16_3443504_-
11,0.3678924,silencing,K562,ZNF597_chr16_3443504_-
12,0.36376625,silencing,K562,ZNF597_chr16_3443504_-
13,0.3731553,silencing,K562,ZNF597_chr16_3443504_-
14,0.3736455,silencing,K562,ZNF597_chr16_3443504_-
15,0.3628929,silencing,K562,ZNF597_chr16_3443504_-
16,0.3622752,silencing,K562,ZNF597_chr16_3443504_-
17,0.3609581,silencing,K562,ZNF597_chr16_3443504_-
18,0.35664406,silencing,K562,ZNF597_chr16_3443504_-
19,0.3605923,silencing,K562,ZNF597_chr16_3443504_-
20,0.3643616,silencing,K562,ZNF597_chr16_3443504_-
21,0.36840725,silencing,K562,ZNF597_chr16_3443504_-
22,0.3728624,silencing,K562,ZNF597_chr16_3443504_-
23,0.37880412,silencing,K562,ZNF597_chr16_3443504_-
24,0.37531513,silencing,K562,ZNF597_chr16_3443504_-
25,0.37521046,silencing,K562,ZNF597_chr16_3443504_-
0,1.0,silencing,K562,EEF1A2_chr20_63499083_-
1,0.88984466,silencing,K562,EEF1A2_chr20_63499083_-
2,0.9191396,silencing,K562,EEF1A2_chr20_63499083_-
3,0.83897275,silencing,K562,EEF1A2_chr20_63499083_-
4,0.84618026,silencing,K562,EEF1A2_chr20_63499083_-
5,0.74348557,silencing,K562,EEF1A2_chr20_63499083_-
6,0.7033137,silencing,K562,EEF1A2_chr20_63499083_-
7,0.67036057,silencing,K562,EEF1A2_chr20_63499083_-
8,0.26320815,silencing,K562,EEF1A2_chr20_63499083_-
9,0.29707643,silencing,K562,EEF1A2_chr20_63499083_-
10,0.31944677,silencing,K562,EEF1A2_chr20_63499083_-
11,0.36044756,silencing,K562,EEF1A2_chr20_63499083_-
12,0.39105722,silencing,K562,EEF1A2_chr20_63499083_-
13,0.3785169,silencing,K562,EEF1A2_chr20_63499083_-
14,0.32477465,silencing,K562,EEF1A2_chr20_63499083_-
15,0.2651089,silencing,K562,EEF1A2_chr20_63499083_-
16,0.26027954,silencing,K562,EEF1A2_chr20_63499083_-
17,0.2768823,silencing,K562,EEF1A2_chr20_63499083_-
18,0.26189688,silencing,K562,EEF1A2_chr20_63499083_-
19,0.25022548,silencing,K562,EEF1A2_chr20_63499083_-
20,0.27365813,silencing,K562,EEF1A2_chr20_63499083_-
21,0.25581136,silencing,K562,EEF1A2_chr20_63499083_-
22,0.24823265,silencing,K562,EEF1A2_chr20_63499083_-
23,0.26901233,silencing,K562,EEF1A2_chr20_63499083_-
24,0.27364877,silencing,K562,EEF1A2_chr20_63499083_-
25,0.27277735,silencing,K562,EEF1A2_chr20_63499083_-
0,1.0,silencing,K562,VCY1B_chrY_14056226_+
1,0.7842628,silencing,K562,VCY1B_chrY_14056226_+
2,0.77611333,silencing,K562,VCY1B_chrY_14056226_+
3,0.6299667,silencing,K562,VCY1B_chrY_14056226_+
4,0.42980722,silencing,K562,VCY1B_chrY_14056226_+
5,0.37579188,silencing,K562,VCY1B_chrY_14056226_+
6,0.30677247,silencing,K562,VCY1B_chrY_14056226_+
7,0.2923328,silencing,K562,VCY1B_chrY_14056226_+
8,0.2913216,silencing,K562,VCY1B_chrY_14056226_+
9,0.21728702,silencing,K562,VCY1B_chrY_14056226_+
10,0.23742937,silencing,K562,VCY1B_chrY_14056226_+
11,0.2508065,silencing,K562,VCY1B_chrY_14056226_+
12,0.28091687,silencing,K562,VCY1B_chrY_14056226_+
13,0.2466418,silencing,K562,VCY1B_chrY_14056226_+
14,0.24320075,silencing,K562,VCY1B_chrY_14056226_+
15,0.20763142,silencing,K562,VCY1B_chrY_14056226_+
16,0.19468379,silencing,K562,VCY1B_chrY_14056226_+
17,0.19733697,silencing,K562,VCY1B_chrY_14056226_+
18,0.18990722,silencing,K562,VCY1B_chrY_14056226_+
19,0.18707624,silencing,K562,VCY1B_chrY_14056226_+
20,0.17185955,silencing,K562,VCY1B_chrY_14056226_+
21,0.17945275,silencing,K562,VCY1B_chrY_14056226_+
22,0.16412549,silencing,K562,VCY1B_chrY_14056226_+
23,0.1617495,silencing,K562,VCY1B_chrY_14056226_+
24,0.15369415,silencing,K562,VCY1B_chrY_14056226_+
25,0.14816573,silencing,K562,VCY1B_chrY_14056226_+
0,1.0,silencing,K562,TCL1A_chr14_95714125_-
1,0.7914532,silencing,K562,TCL1A_chr14_95714125_-
2,0.7155066,silencing,K562,TCL1A_chr14_95714125_-
3,0.56233186,silencing,K562,TCL1A_chr14_95714125_-
4,0.5312044,silencing,K562,TCL1A_chr14_95714125_-
5,0.3854893,silencing,K562,TCL1A_chr14_95714125_-
6,0.3319748,silencing,K562,TCL1A_chr14_95714125_-
7,0.33701104,silencing,K562,TCL1A_chr14_95714125_-
8,0.30660087,silencing,K562,TCL1A_chr14_95714125_-
9,0.29028362,silencing,K562,TCL1A_chr14_95714125_-
10,0.33209464,silencing,K562,TCL1A_chr14_95714125_-
11,0.31083274,silencing,K562,TCL1A_chr14_95714125_-
12,0.29601383,silencing,K562,TCL1A_chr14_95714125_-
13,0.296907,silencing,K562,TCL1A_chr14_95714125_-
14,0.28570816,silencing,K562,TCL1A_chr14_95714125_-
15,0.27940938,silencing,K562,TCL1A_chr14_95714125_-
16,0.26899812,silencing,K562,TCL1A_chr14_95714125_-
17,0.2455436,silencing,K562,TCL1A_chr14_95714125_-
18,0.2509436,silencing,K562,TCL1A_chr14_95714125_-
19,0.23359722,silencing,K562,TCL1A_chr14_95714125_-
20,0.22562267,silencing,K562,TCL1A_chr14_95714125_-
21,0.27866682,silencing,K562,TCL1A_chr14_95714125_-
22,0.27361968,silencing,K562,TCL1A_chr14_95714125_-
23,0.26206434,silencing,K562,TCL1A_chr14_95714125_-
