,0,context,seq_id,cell_line
wt,92.18654,neutral,FANCL_chr2_58241348_-,PC-3
greedy_it1,101.55531,neutral,FANCL_chr2_58241348_-,PC-3
greedy_it2,97.866234,neutral,FANCL_chr2_58241348_-,PC-3
two_cres_shuffled,108.13808,neutral,FANCL_chr2_58241348_-,PC-3
wt,98.91532,neutral,NEPRO_chr3_113019671_-,PC-3
greedy_it1,160.15677,neutral,NEPRO_chr3_113019671_-,PC-3
greedy_it2,108.26544,neutral,NEPRO_chr3_113019671_-,PC-3
two_cres_shuffled,173.50555,neutral,NEPRO_chr3_113019671_-,PC-3
wt,105.21755,neutral,CASC3_chr17_40140536_+,PC-3
greedy_it1,125.69653,neutral,CASC3_chr17_40140536_+,PC-3
greedy_it2,106.62766,neutral,CASC3_chr17_40140536_+,PC-3
two_cres_shuffled,130.75537,neutral,CASC3_chr17_40140536_+,PC-3
wt,107.07214,neutral,PLAA_chr9_26947242_-,PC-3
greedy_it1,118.71244,neutral,PLAA_chr9_26947242_-,PC-3
greedy_it2,117.98291,neutral,PLAA_chr9_26947242_-,PC-3
two_cres_shuffled,134.78256,neutral,PLAA_chr9_26947242_-,PC-3
wt,108.34702,neutral,PRMT2_chr21_46635594_+,PC-3
greedy_it1,119.6537,neutral,PRMT2_chr21_46635594_+,PC-3
greedy_it2,112.28298,neutral,PRMT2_chr21_46635594_+,PC-3
two_cres_shuffled,123.72731,neutral,PRMT2_chr21_46635594_+,PC-3
wt,113.96401,neutral,UFL1_chr6_96521805_+,PC-3
greedy_it1,126.7088,neutral,UFL1_chr6_96521805_+,PC-3
greedy_it2,117.958206,neutral,UFL1_chr6_96521805_+,PC-3
two_cres_shuffled,131.00095,neutral,UFL1_chr6_96521805_+,PC-3
wt,114.87062,neutral,PCNX3_chr11_65615775_+,PC-3
greedy_it1,156.63618,neutral,PCNX3_chr11_65615775_+,PC-3
greedy_it2,116.966736,neutral,PCNX3_chr11_65615775_+,PC-3
two_cres_shuffled,161.35126,neutral,PCNX3_chr11_65615775_+,PC-3
wt,117.92148,neutral,RPL18A_chr19_17859931_+,PC-3
greedy_it1,127.04779,neutral,RPL18A_chr19_17859931_+,PC-3
greedy_it2,127.03203,neutral,RPL18A_chr19_17859931_+,PC-3
two_cres_shuffled,138.72733,neutral,RPL18A_chr19_17859931_+,PC-3
wt,124.28159,neutral,EMC6_chr17_3668821_+,PC-3
greedy_it1,132.36734,neutral,EMC6_chr17_3668821_+,PC-3
greedy_it2,126.998764,neutral,EMC6_chr17_3668821_+,PC-3
two_cres_shuffled,135.29019,neutral,EMC6_chr17_3668821_+,PC-3
wt,130.17496,neutral,CNOT2_chr12_70243432_+,PC-3
greedy_it1,135.29521,neutral,CNOT2_chr12_70243432_+,PC-3
greedy_it2,133.89725,neutral,CNOT2_chr12_70243432_+,PC-3
two_cres_shuffled,140.23401,neutral,CNOT2_chr12_70243432_+,PC-3
wt,153.9715,neutral,RBM4_chr11_66638690_+,PC-3
greedy_it1,175.29434,neutral,RBM4_chr11_66638690_+,PC-3
greedy_it2,169.4487,neutral,RBM4_chr11_66638690_+,PC-3
two_cres_shuffled,193.9149,neutral,RBM4_chr11_66638690_+,PC-3
wt,169.3581,neutral,POLE3_chr9_113410382_-,PC-3
greedy_it1,183.47057,neutral,POLE3_chr9_113410382_-,PC-3
greedy_it2,175.77725,neutral,POLE3_chr9_113410382_-,PC-3
two_cres_shuffled,191.06743,neutral,POLE3_chr9_113410382_-,PC-3
wt,186.37242,neutral,DDX56_chr7_44573925_-,PC-3
greedy_it1,191.89487,neutral,DDX56_chr7_44573925_-,PC-3
greedy_it2,182.58685,neutral,DDX56_chr7_44573925_-,PC-3
two_cres_shuffled,203.1405,neutral,DDX56_chr7_44573925_-,PC-3
wt,229.66678,neutral,METTL26_chr16_636302_-,PC-3
greedy_it1,247.09038,neutral,METTL26_chr16_636302_-,PC-3
greedy_it2,232.30844,neutral,METTL26_chr16_636302_-,PC-3
two_cres_shuffled,256.55502,neutral,METTL26_chr16_636302_-,PC-3
wt,250.52489,neutral,RPL29_chr3_51995881_-,PC-3
greedy_it1,253.60616,neutral,RPL29_chr3_51995881_-,PC-3
greedy_it2,252.05139,neutral,RPL29_chr3_51995881_-,PC-3
two_cres_shuffled,255.188,neutral,RPL29_chr3_51995881_-,PC-3
wt,358.46765,neutral,RPS23_chr5_82278368_-,PC-3
greedy_it1,363.69992,neutral,RPS23_chr5_82278368_-,PC-3
greedy_it2,362.5131,neutral,RPS23_chr5_82278368_-,PC-3
two_cres_shuffled,368.36002,neutral,RPS23_chr5_82278368_-,PC-3
wt,379.09775,neutral,TPT1_chr13_45341158_-,PC-3
greedy_it1,382.37485,neutral,TPT1_chr13_45341158_-,PC-3
greedy_it2,380.8561,neutral,TPT1_chr13_45341158_-,PC-3
two_cres_shuffled,385.05823,neutral,TPT1_chr13_45341158_-,PC-3
wt,14.80168,silencing,ZNF606_chr19_58002819_-,PC-3
greedy_it1,21.05876,silencing,ZNF606_chr19_58002819_-,PC-3
greedy_it2,16.035883,silencing,ZNF606_chr19_58002819_-,PC-3
two_cres_shuffled,25.98806,silencing,ZNF606_chr19_58002819_-,PC-3
wt,15.309167,silencing,ZNF700_chr19_11925067_+,PC-3
greedy_it1,23.786627,silencing,ZNF700_chr19_11925067_+,PC-3
greedy_it2,15.303659,silencing,ZNF700_chr19_11925067_+,PC-3
two_cres_shuffled,31.356749,silencing,ZNF700_chr19_11925067_+,PC-3
wt,15.558973,silencing,ZNF555_chr19_2841474_+,PC-3
greedy_it1,21.866972,silencing,ZNF555_chr19_2841474_+,PC-3
greedy_it2,15.936918,silencing,ZNF555_chr19_2841474_+,PC-3
two_cres_shuffled,29.590189,silencing,ZNF555_chr19_2841474_+,PC-3
wt,15.716774,silencing,ZNF324_chr19_58467055_+,PC-3
greedy_it1,32.631035,silencing,ZNF324_chr19_58467055_+,PC-3
greedy_it2,18.326015,silencing,ZNF324_chr19_58467055_+,PC-3
two_cres_shuffled,40.493084,silencing,ZNF324_chr19_58467055_+,PC-3
wt,15.735478,silencing,ZNF324B_chr19_58451646_+,PC-3
greedy_it1,25.01576,silencing,ZNF324B_chr19_58451646_+,PC-3
greedy_it2,16.711277,silencing,ZNF324B_chr19_58451646_+,PC-3
two_cres_shuffled,38.45614,silencing,ZNF324B_chr19_58451646_+,PC-3
wt,15.778045,silencing,SEC24B_chr4_109433771_+,PC-3
greedy_it1,37.34398,silencing,SEC24B_chr4_109433771_+,PC-3
greedy_it2,20.027063,silencing,SEC24B_chr4_109433771_+,PC-3
two_cres_shuffled,44.70899,silencing,SEC24B_chr4_109433771_+,PC-3
wt,15.898434,silencing,ZNF177_chr19_9363012_+,PC-3
greedy_it1,51.303993,silencing,ZNF177_chr19_9363012_+,PC-3
greedy_it2,16.424164,silencing,ZNF177_chr19_9363012_+,PC-3
two_cres_shuffled,62.340828,silencing,ZNF177_chr19_9363012_+,PC-3
wt,15.908877,silencing,ZNF57_chr19_2900927_+,PC-3
greedy_it1,36.095425,silencing,ZNF57_chr19_2900927_+,PC-3
greedy_it2,17.197897,silencing,ZNF57_chr19_2900927_+,PC-3
two_cres_shuffled,43.09809,silencing,ZNF57_chr19_2900927_+,PC-3
wt,15.980017,silencing,AGBL3_chr7_134986512_+,PC-3
greedy_it1,20.162493,silencing,AGBL3_chr7_134986512_+,PC-3
greedy_it2,18.215569,silencing,AGBL3_chr7_134986512_+,PC-3
two_cres_shuffled,23.480463,silencing,AGBL3_chr7_134986512_+,PC-3
wt,16.46279,silencing,ZNF443_chr19_12441021_-,PC-3
greedy_it1,18.888123,silencing,ZNF443_chr19_12441021_-,PC-3
greedy_it2,17.089014,silencing,ZNF443_chr19_12441021_-,PC-3
two_cres_shuffled,20.392881,silencing,ZNF443_chr19_12441021_-,PC-3
wt,16.530535,silencing,ZNF530_chr19_57599884_+,PC-3
greedy_it1,18.469694,silencing,ZNF530_chr19_57599884_+,PC-3
greedy_it2,17.552591,silencing,ZNF530_chr19_57599884_+,PC-3
two_cres_shuffled,20.136082,silencing,ZNF530_chr19_57599884_+,PC-3
wt,16.624065,silencing,ZNF574_chr19_42076165_+,PC-3
greedy_it1,44.636574,silencing,ZNF574_chr19_42076165_+,PC-3
greedy_it2,17.29501,silencing,ZNF574_chr19_42076165_+,PC-3
two_cres_shuffled,46.02415,silencing,ZNF574_chr19_42076165_+,PC-3
wt,16.7866,silencing,RSBN1_chr1_113812289_-,PC-3
greedy_it1,37.055508,silencing,RSBN1_chr1_113812289_-,PC-3
greedy_it2,19.632622,silencing,RSBN1_chr1_113812289_-,PC-3
two_cres_shuffled,44.678238,silencing,RSBN1_chr1_113812289_-,PC-3
wt,16.8631,silencing,ZNF483_chr9_111525188_+,PC-3
greedy_it1,23.273092,silencing,ZNF483_chr9_111525188_+,PC-3
greedy_it2,21.868427,silencing,ZNF483_chr9_111525188_+,PC-3
two_cres_shuffled,35.04304,silencing,ZNF483_chr9_111525188_+,PC-3
wt,17.17136,silencing,ZNF595_chr4_53294_+,PC-3
greedy_it1,27.338375,silencing,ZNF595_chr4_53294_+,PC-3
greedy_it2,20.444645,silencing,ZNF595_chr4_53294_+,PC-3
two_cres_shuffled,40.73627,silencing,ZNF595_chr4_53294_+,PC-3
wt,17.23255,silencing,HELB_chr12_66302492_+,PC-3
greedy_it1,21.587301,silencing,HELB_chr12_66302492_+,PC-3
greedy_it2,21.327282,silencing,HELB_chr12_66302492_+,PC-3
two_cres_shuffled,29.853497,silencing,HELB_chr12_66302492_+,PC-3
wt,17.449358,silencing,ZNF586_chr19_57769675_+,PC-3
greedy_it1,25.757935,silencing,ZNF586_chr19_57769675_+,PC-3
greedy_it2,20.073645,silencing,ZNF586_chr19_57769675_+,PC-3
two_cres_shuffled,33.31308,silencing,ZNF586_chr19_57769675_+,PC-3
wt,17.547394,silencing,IRF7_chr11_615970_-,PC-3
greedy_it1,20.24196,silencing,IRF7_chr11_615970_-,PC-3
greedy_it2,19.338634,silencing,IRF7_chr11_615970_-,PC-3
two_cres_shuffled,22.675486,silencing,IRF7_chr11_615970_-,PC-3
wt,17.650665,silencing,FBXW5_chr9_136944738_-,PC-3
greedy_it1,24.281086,silencing,FBXW5_chr9_136944738_-,PC-3
greedy_it2,22.111118,silencing,FBXW5_chr9_136944738_-,PC-3
two_cres_shuffled,32.15478,silencing,FBXW5_chr9_136944738_-,PC-3
wt,17.696651,silencing,ZNF419_chr19_57487770_+,PC-3
greedy_it1,24.748373,silencing,ZNF419_chr19_57487770_+,PC-3
greedy_it2,17.81134,silencing,ZNF419_chr19_57487770_+,PC-3
two_cres_shuffled,43.988384,silencing,ZNF419_chr19_57487770_+,PC-3
wt,17.84911,silencing,ZNF322_chr6_26659752_-,PC-3
greedy_it1,36.097363,silencing,ZNF322_chr6_26659752_-,PC-3
greedy_it2,19.593155,silencing,ZNF322_chr6_26659752_-,PC-3
two_cres_shuffled,40.97915,silencing,ZNF322_chr6_26659752_-,PC-3
wt,18.562124,silencing,ZNF12_chr7_6706923_-,PC-3
greedy_it1,47.20202,silencing,ZNF12_chr7_6706923_-,PC-3
greedy_it2,20.862137,silencing,ZNF12_chr7_6706923_-,PC-3
two_cres_shuffled,50.79434,silencing,ZNF12_chr7_6706923_-,PC-3
wt,18.849327,silencing,ZNF582_chr19_56393520_-,PC-3
greedy_it1,30.63551,silencing,ZNF582_chr19_56393520_-,PC-3
greedy_it2,20.594484,silencing,ZNF582_chr19_56393520_-,PC-3
two_cres_shuffled,53.861736,silencing,ZNF582_chr19_56393520_-,PC-3
wt,19.790575,silencing,FAM241B_chr10_69630246_+,PC-3
greedy_it1,22.661194,silencing,FAM241B_chr10_69630246_+,PC-3
greedy_it2,21.131672,silencing,FAM241B_chr10_69630246_+,PC-3
two_cres_shuffled,24.459375,silencing,FAM241B_chr10_69630246_+,PC-3
wt,19.849863,silencing,ZNF416_chr19_57578911_-,PC-3
greedy_it1,39.764668,silencing,ZNF416_chr19_57578911_-,PC-3
greedy_it2,20.802143,silencing,ZNF416_chr19_57578911_-,PC-3
two_cres_shuffled,68.1793,silencing,ZNF416_chr19_57578911_-,PC-3
wt,20.108807,silencing,ENSG00000269026_chr19_57682044_+,PC-3
greedy_it1,32.973465,silencing,ENSG00000269026_chr19_57682044_+,PC-3
greedy_it2,27.704168,silencing,ENSG00000269026_chr19_57682044_+,PC-3
two_cres_shuffled,44.046333,silencing,ENSG00000269026_chr19_57682044_+,PC-3
wt,20.233551,silencing,ZNF189_chr9_101398872_+,PC-3
greedy_it1,39.246483,silencing,ZNF189_chr9_101398872_+,PC-3
greedy_it2,22.637648,silencing,ZNF189_chr9_101398872_+,PC-3
two_cres_shuffled,41.986076,silencing,ZNF189_chr9_101398872_+,PC-3
wt,20.917406,silencing,ZNF547_chr19_57363550_+,PC-3
greedy_it1,26.72637,silencing,ZNF547_chr19_57363550_+,PC-3
greedy_it2,23.500616,silencing,ZNF547_chr19_57363550_+,PC-3
two_cres_shuffled,34.43708,silencing,ZNF547_chr19_57363550_+,PC-3
wt,21.024,silencing,ZNF551_chr19_57682034_+,PC-3
greedy_it1,34.042297,silencing,ZNF551_chr19_57682034_+,PC-3
greedy_it2,28.152079,silencing,ZNF551_chr19_57682034_+,PC-3
two_cres_shuffled,42.314495,silencing,ZNF551_chr19_57682034_+,PC-3
wt,21.042105,silencing,ZNF510_chr9_96778087_-,PC-3
greedy_it1,38.844707,silencing,ZNF510_chr9_96778087_-,PC-3
greedy_it2,22.385807,silencing,ZNF510_chr9_96778087_-,PC-3
two_cres_shuffled,43.737053,silencing,ZNF510_chr9_96778087_-,PC-3
wt,21.190672,silencing,ZNF567_chr19_36687611_+,PC-3
greedy_it1,27.610895,silencing,ZNF567_chr19_36687611_+,PC-3
greedy_it2,25.95203,silencing,ZNF567_chr19_36687611_+,PC-3
two_cres_shuffled,43.293808,silencing,ZNF567_chr19_36687611_+,PC-3
wt,21.232677,silencing,ZNF773_chr19_57499934_+,PC-3
greedy_it1,25.69234,silencing,ZNF773_chr19_57499934_+,PC-3
greedy_it2,22.413273,silencing,ZNF773_chr19_57499934_+,PC-3
two_cres_shuffled,29.917086,silencing,ZNF773_chr19_57499934_+,PC-3
wt,21.3742,silencing,ZNF202_chr11_123741660_-,PC-3
greedy_it1,30.179052,silencing,ZNF202_chr11_123741660_-,PC-3
greedy_it2,24.848583,silencing,ZNF202_chr11_123741660_-,PC-3
two_cres_shuffled,41.42274,silencing,ZNF202_chr11_123741660_-,PC-3
wt,21.564459,silencing,ZNF26_chr12_132986366_+,PC-3
greedy_it1,42.31092,silencing,ZNF26_chr12_132986366_+,PC-3
greedy_it2,22.105488,silencing,ZNF26_chr12_132986366_+,PC-3
two_cres_shuffled,53.964317,silencing,ZNF26_chr12_132986366_+,PC-3
wt,21.981842,silencing,TRAPPC2B_chr19_57363566_+,PC-3
greedy_it1,27.781717,silencing,TRAPPC2B_chr19_57363566_+,PC-3
greedy_it2,25.303627,silencing,TRAPPC2B_chr19_57363566_+,PC-3
two_cres_shuffled,35.246014,silencing,TRAPPC2B_chr19_57363566_+,PC-3
wt,22.016237,silencing,RBAK-RBAKDN_chr7_5045910_+,PC-3
greedy_it1,59.484932,silencing,RBAK-RBAKDN_chr7_5045910_+,PC-3
greedy_it2,26.031525,silencing,RBAK-RBAKDN_chr7_5045910_+,PC-3
two_cres_shuffled,64.49901,silencing,RBAK-RBAKDN_chr7_5045910_+,PC-3
wt,22.343899,silencing,ZNF136_chr19_12163095_+,PC-3
greedy_it1,24.267609,silencing,ZNF136_chr19_12163095_+,PC-3
greedy_it2,21.893253,silencing,ZNF136_chr19_12163095_+,PC-3
two_cres_shuffled,26.269634,silencing,ZNF136_chr19_12163095_+,PC-3
wt,22.461617,silencing,UBE2N_chr12_93441943_-,PC-3
greedy_it1,33.935555,silencing,UBE2N_chr12_93441943_-,PC-3
greedy_it2,31.177586,silencing,UBE2N_chr12_93441943_-,PC-3
two_cres_shuffled,45.230347,silencing,UBE2N_chr12_93441943_-,PC-3
wt,22.514603,silencing,ZNF16_chr8_144950880_-,PC-3
greedy_it1,25.796732,silencing,ZNF16_chr8_144950880_-,PC-3
greedy_it2,23.112278,silencing,ZNF16_chr8_144950880_-,PC-3
two_cres_shuffled,33.52262,silencing,ZNF16_chr8_144950880_-,PC-3
wt,22.536728,silencing,ZNF485_chr10_43606425_+,PC-3
greedy_it1,49.132595,silencing,ZNF485_chr10_43606425_+,PC-3
greedy_it2,25.063393,silencing,ZNF485_chr10_43606425_+,PC-3
two_cres_shuffled,63.923683,silencing,ZNF485_chr10_43606425_+,PC-3
wt,22.600645,silencing,PLD5P1_chr10_38094367_+,PC-3
greedy_it1,53.41393,silencing,PLD5P1_chr10_38094367_+,PC-3
greedy_it2,38.27258,silencing,PLD5P1_chr10_38094367_+,PC-3
two_cres_shuffled,78.03265,silencing,PLD5P1_chr10_38094367_+,PC-3
wt,22.952833,silencing,ENSG00000268133_chr19_57363565_+,PC-3
greedy_it1,28.130682,silencing,ENSG00000268133_chr19_57363565_+,PC-3
greedy_it2,26.111084,silencing,ENSG00000268133_chr19_57363565_+,PC-3
two_cres_shuffled,33.912537,silencing,ENSG00000268133_chr19_57363565_+,PC-3
wt,23.361639,silencing,ZNF37A_chr10_38094335_+,PC-3
greedy_it1,52.851624,silencing,ZNF37A_chr10_38094335_+,PC-3
greedy_it2,37.283783,silencing,ZNF37A_chr10_38094335_+,PC-3
two_cres_shuffled,74.41741,silencing,ZNF37A_chr10_38094335_+,PC-3
wt,23.664673,silencing,EXO5_chr1_40508760_+,PC-3
greedy_it1,27.750916,silencing,EXO5_chr1_40508760_+,PC-3
greedy_it2,25.067476,silencing,EXO5_chr1_40508760_+,PC-3
two_cres_shuffled,30.792164,silencing,EXO5_chr1_40508760_+,PC-3
wt,23.851667,silencing,ZNF670_chr1_247078811_-,PC-3
greedy_it1,39.889515,silencing,ZNF670_chr1_247078811_-,PC-3
greedy_it2,23.946796,silencing,ZNF670_chr1_247078811_-,PC-3
two_cres_shuffled,44.421844,silencing,ZNF670_chr1_247078811_-,PC-3
wt,25.24821,silencing,ZNF550_chr19_57559812_-,PC-3
greedy_it1,42.52564,silencing,ZNF550_chr19_57559812_-,PC-3
greedy_it2,27.918228,silencing,ZNF550_chr19_57559812_-,PC-3
two_cres_shuffled,59.50051,silencing,ZNF550_chr19_57559812_-,PC-3
wt,25.53871,silencing,RBAK_chr7_5045859_+,PC-3
greedy_it1,83.49573,silencing,RBAK_chr7_5045859_+,PC-3
greedy_it2,29.184942,silencing,RBAK_chr7_5045859_+,PC-3
two_cres_shuffled,91.29736,silencing,RBAK_chr7_5045859_+,PC-3
wt,26.321068,silencing,ZNF559_chr19_9324178_+,PC-3
greedy_it1,44.544376,silencing,ZNF559_chr19_9324178_+,PC-3
greedy_it2,27.043835,silencing,ZNF559_chr19_9324178_+,PC-3
two_cres_shuffled,57.658607,silencing,ZNF559_chr19_9324178_+,PC-3
wt,27.160023,silencing,ZNF260_chr19_36528271_-,PC-3
greedy_it1,62.784454,silencing,ZNF260_chr19_36528271_-,PC-3
greedy_it2,28.521414,silencing,ZNF260_chr19_36528271_-,PC-3
two_cres_shuffled,84.16228,silencing,ZNF260_chr19_36528271_-,PC-3
wt,27.232841,silencing,ZNF559-ZNF177_chr19_9324173_+,PC-3
greedy_it1,42.171364,silencing,ZNF559-ZNF177_chr19_9324173_+,PC-3
greedy_it2,28.668726,silencing,ZNF559-ZNF177_chr19_9324173_+,PC-3
two_cres_shuffled,52.13262,silencing,ZNF559-ZNF177_chr19_9324173_+,PC-3
wt,27.632807,silencing,DOP1A_chr6_83067670_+,PC-3
greedy_it1,34.248596,silencing,DOP1A_chr6_83067670_+,PC-3
greedy_it2,28.895802,silencing,DOP1A_chr6_83067670_+,PC-3
two_cres_shuffled,37.641582,silencing,DOP1A_chr6_83067670_+,PC-3
wt,27.830227,silencing,ZNF286A-TBC1D26_chr17_15699740_+,PC-3
greedy_it1,76.218185,silencing,ZNF286A-TBC1D26_chr17_15699740_+,PC-3
greedy_it2,32.802734,silencing,ZNF286A-TBC1D26_chr17_15699740_+,PC-3
two_cres_shuffled,83.17989,silencing,ZNF286A-TBC1D26_chr17_15699740_+,PC-3
wt,28.138258,silencing,ZNF229_chr19_44448472_-,PC-3
greedy_it1,47.76759,silencing,ZNF229_chr19_44448472_-,PC-3
greedy_it2,33.006966,silencing,ZNF229_chr19_44448472_-,PC-3
two_cres_shuffled,63.621002,silencing,ZNF229_chr19_44448472_-,PC-3
wt,28.529366,silencing,USPL1_chr13_30617936_+,PC-3
greedy_it1,50.775787,silencing,USPL1_chr13_30617936_+,PC-3
greedy_it2,31.433878,silencing,USPL1_chr13_30617936_+,PC-3
two_cres_shuffled,95.90511,silencing,USPL1_chr13_30617936_+,PC-3
wt,29.045706,silencing,ZNF460_chr19_57280484_+,PC-3
greedy_it1,35.22865,silencing,ZNF460_chr19_57280484_+,PC-3
greedy_it2,32.615578,silencing,ZNF460_chr19_57280484_+,PC-3
two_cres_shuffled,62.48651,silencing,ZNF460_chr19_57280484_+,PC-3
wt,29.431026,silencing,C2orf69_chr2_199911292_+,PC-3
greedy_it1,56.670544,silencing,C2orf69_chr2_199911292_+,PC-3
greedy_it2,30.840805,silencing,C2orf69_chr2_199911292_+,PC-3
two_cres_shuffled,60.971764,silencing,C2orf69_chr2_199911292_+,PC-3
wt,29.442986,silencing,ZNF544_chr19_58228974_+,PC-3
greedy_it1,39.318657,silencing,ZNF544_chr19_58228974_+,PC-3
greedy_it2,39.24276,silencing,ZNF544_chr19_58228974_+,PC-3
two_cres_shuffled,49.26681,silencing,ZNF544_chr19_58228974_+,PC-3
wt,29.693178,silencing,ZNF222_chr19_44025378_+,PC-3
greedy_it1,40.358994,silencing,ZNF222_chr19_44025378_+,PC-3
greedy_it2,30.769537,silencing,ZNF222_chr19_44025378_+,PC-3
two_cres_shuffled,48.523834,silencing,ZNF222_chr19_44025378_+,PC-3
wt,29.714672,silencing,ALG10_chr12_34022467_+,PC-3
greedy_it1,35.049114,silencing,ALG10_chr12_34022467_+,PC-3
greedy_it2,29.915272,silencing,ALG10_chr12_34022467_+,PC-3
two_cres_shuffled,40.474503,silencing,ALG10_chr12_34022467_+,PC-3
wt,29.820704,silencing,ZNF225_chr19_44113398_+,PC-3
greedy_it1,33.84147,silencing,ZNF225_chr19_44113398_+,PC-3
greedy_it2,31.510296,silencing,ZNF225_chr19_44113398_+,PC-3
two_cres_shuffled,44.9648,silencing,ZNF225_chr19_44113398_+,PC-3
wt,29.92016,silencing,ZNF286A_chr17_15699776_+,PC-3
greedy_it1,97.47838,silencing,ZNF286A_chr17_15699776_+,PC-3
greedy_it2,30.61102,silencing,ZNF286A_chr17_15699776_+,PC-3
two_cres_shuffled,93.62255,silencing,ZNF286A_chr17_15699776_+,PC-3
wt,30.010416,silencing,ETV3_chr1_157138474_-,PC-3
greedy_it1,114.94283,silencing,ETV3_chr1_157138474_-,PC-3
greedy_it2,40.9289,silencing,ETV3_chr1_157138474_-,PC-3
two_cres_shuffled,130.44362,silencing,ETV3_chr1_157138474_-,PC-3
wt,30.75412,silencing,ZNF718_chr4_124537_+,PC-3
greedy_it1,56.060486,silencing,ZNF718_chr4_124537_+,PC-3
greedy_it2,36.403435,silencing,ZNF718_chr4_124537_+,PC-3
two_cres_shuffled,70.14083,silencing,ZNF718_chr4_124537_+,PC-3
wt,31.796234,silencing,ZNF264_chr19_57191536_+,PC-3
greedy_it1,70.98343,silencing,ZNF264_chr19_57191536_+,PC-3
greedy_it2,33.799774,silencing,ZNF264_chr19_57191536_+,PC-3
two_cres_shuffled,81.72621,silencing,ZNF264_chr19_57191536_+,PC-3
wt,31.889557,silencing,ZNF397_chr18_35241036_+,PC-3
greedy_it1,39.346134,silencing,ZNF397_chr18_35241036_+,PC-3
greedy_it2,33.999107,silencing,ZNF397_chr18_35241036_+,PC-3
two_cres_shuffled,46.48857,silencing,ZNF397_chr18_35241036_+,PC-3
wt,31.895657,silencing,ZNF302_chr19_34677646_+,PC-3
greedy_it1,41.69908,silencing,ZNF302_chr19_34677646_+,PC-3
greedy_it2,38.588722,silencing,ZNF302_chr19_34677646_+,PC-3
two_cres_shuffled,52.648666,silencing,ZNF302_chr19_34677646_+,PC-3
wt,32.310577,silencing,ZNF268_chr12_133181513_+,PC-3
greedy_it1,45.58684,silencing,ZNF268_chr12_133181513_+,PC-3
greedy_it2,33.955708,silencing,ZNF268_chr12_133181513_+,PC-3
two_cres_shuffled,76.77375,silencing,ZNF268_chr12_133181513_+,PC-3
wt,33.026768,silencing,ZNF230_chr19_44002956_+,PC-3
greedy_it1,97.96112,silencing,ZNF230_chr19_44002956_+,PC-3
greedy_it2,34.710426,silencing,ZNF230_chr19_44002956_+,PC-3
two_cres_shuffled,118.7639,silencing,ZNF230_chr19_44002956_+,PC-3
wt,33.050423,silencing,ZNF235_chr19_44305025_-,PC-3
greedy_it1,46.0779,silencing,ZNF235_chr19_44305025_-,PC-3
greedy_it2,33.829285,silencing,ZNF235_chr19_44305025_-,PC-3
two_cres_shuffled,53.1152,silencing,ZNF235_chr19_44305025_-,PC-3
wt,34.205795,silencing,ZNF197_chr3_44625018_+,PC-3
greedy_it1,52.987923,silencing,ZNF197_chr3_44625018_+,PC-3
greedy_it2,35.230896,silencing,ZNF197_chr3_44625018_+,PC-3
two_cres_shuffled,76.80982,silencing,ZNF197_chr3_44625018_+,PC-3
wt,34.345848,silencing,ZNF266_chr19_9435571_-,PC-3
greedy_it1,49.528507,silencing,ZNF266_chr19_9435571_-,PC-3
greedy_it2,35.930206,silencing,ZNF266_chr19_9435571_-,PC-3
two_cres_shuffled,62.230434,silencing,ZNF266_chr19_9435571_-,PC-3
wt,34.69144,silencing,PPP1R8_chr1_27830781_+,PC-3
greedy_it1,41.345833,silencing,PPP1R8_chr1_27830781_+,PC-3
greedy_it2,40.591564,silencing,PPP1R8_chr1_27830781_+,PC-3
two_cres_shuffled,49.719933,silencing,PPP1R8_chr1_27830781_+,PC-3
wt,35.503727,silencing,ZNF560_chr19_9498616_-,PC-3
greedy_it1,45.91039,silencing,ZNF560_chr19_9498616_-,PC-3
greedy_it2,37.640526,silencing,ZNF560_chr19_9498616_-,PC-3
two_cres_shuffled,52.71104,silencing,ZNF560_chr19_9498616_-,PC-3
wt,39.26254,silencing,FOXO3B_chr17_18682314_-,PC-3
greedy_it1,63.65926,silencing,FOXO3B_chr17_18682314_-,PC-3
greedy_it2,52.642803,silencing,FOXO3B_chr17_18682314_-,PC-3
two_cres_shuffled,78.53561,silencing,FOXO3B_chr17_18682314_-,PC-3
wt,44.524616,silencing,ZNF33A_chr10_38010654_+,PC-3
greedy_it1,62.187054,silencing,ZNF33A_chr10_38010654_+,PC-3
greedy_it2,48.64062,silencing,ZNF33A_chr10_38010654_+,PC-3
two_cres_shuffled,72.47775,silencing,ZNF33A_chr10_38010654_+,PC-3
wt,45.86399,silencing,GCC2_chr2_108449106_+,PC-3
greedy_it1,57.217712,silencing,GCC2_chr2_108449106_+,PC-3
greedy_it2,52.543465,silencing,GCC2_chr2_108449106_+,PC-3
two_cres_shuffled,69.38873,silencing,GCC2_chr2_108449106_+,PC-3
wt,45.987164,silencing,ZNF669_chr1_247104278_-,PC-3
greedy_it1,49.00447,silencing,ZNF669_chr1_247104278_-,PC-3
greedy_it2,47.93027,silencing,ZNF669_chr1_247104278_-,PC-3
two_cres_shuffled,57.50338,silencing,ZNF669_chr1_247104278_-,PC-3
wt,46.424667,silencing,PRRG1_chrX_37349378_+,PC-3
greedy_it1,52.648277,silencing,PRRG1_chrX_37349378_+,PC-3
greedy_it2,48.242256,silencing,PRRG1_chrX_37349378_+,PC-3
