,trace,hypothetical_trace,sorted_effects,log_trace,log_hypothetical_trace,log_sorted_effects,cell_line,context,seq_id
16,0.6334564,0.7244212,-0.0032288039,0.87090164,0.92018664,-0.0009157709,PC-3,silencing,ZNF266_chr19_9435571_-
17,0.6271081,0.7211924,-0.0017228506,0.8680536,0.9192709,-0.00048963807,PC-3,silencing,ZNF266_chr19_9435571_-
18,0.62343067,0.71946955,0.021571672,0.8663905,0.9187812,0.006027544,PC-3,silencing,ZNF266_chr19_9435571_-
19,0.6187052,0.74104124,0.0006480264,0.8642392,0.92480874,0.00017406658,PC-3,silencing,ZNF266_chr19_9435571_-
20,0.6114464,0.74168926,0.005446642,0.86090213,0.92498285,0.001531678,PC-3,silencing,ZNF266_chr19_9435571_-
21,0.6039604,0.7471359,0.0022219475,0.8574189,0.9265145,0.00062730035,PC-3,silencing,ZNF266_chr19_9435571_-
22,0.59761447,0.7493578,-0.0028356567,0.85443217,0.9271418,-0.0008035916,PC-3,silencing,ZNF266_chr19_9435571_-
23,0.5949455,0.7465222,0.005546373,0.85316646,0.9263382,0.0015616779,PC-3,silencing,ZNF266_chr19_9435571_-
24,0.59091246,0.7520685,0.0035806373,0.8512432,0.9278999,0.0010100176,PC-3,silencing,ZNF266_chr19_9435571_-
0,1.0,1.0,-0.09051165,1.0,1.0,-0.02751496,PC-3,silencing,PPP1R8_chr1_27830781_+
1,0.90502363,0.9094883,0.006763575,0.9718611,0.97248507,0.0017091011,PC-3,silencing,PPP1R8_chr1_27830781_+
2,0.86703175,0.9162519,-0.027349655,0.9597688,0.97419417,-0.0078315595,PC-3,silencing,PPP1R8_chr1_27830781_+
3,0.84443027,0.88890225,-0.03921266,0.95232105,0.9663626,-0.011323442,PC-3,silencing,PPP1R8_chr1_27830781_+
4,0.8140268,0.8496896,-0.050459445,0.9419815,0.95503914,-0.014713408,PC-3,silencing,PPP1R8_chr1_27830781_+
5,0.78691787,0.79923016,0.0031209057,0.93243146,0.94032574,0.00086419756,PC-3,silencing,PPP1R8_chr1_27830781_+
6,0.7738737,0.80235106,-0.00018264478,0.9277183,0.94118994,-5.331067e-05,PC-3,silencing,PPP1R8_chr1_27830781_+
7,0.76624435,0.8021684,-0.011638135,0.9249247,0.9411366,-0.003303581,PC-3,silencing,PPP1R8_chr1_27830781_+
8,0.7542994,0.79053026,0.0070734443,0.92049444,0.937833,0.0019786796,PC-3,silencing,PPP1R8_chr1_27830781_+
9,0.74834186,0.7976037,0.00048514677,0.9182586,0.9398117,0.0001338481,PC-3,silencing,PPP1R8_chr1_27830781_+
10,0.74342144,0.7980889,0.0054716463,0.91639847,0.9399456,0.001536396,PC-3,silencing,PPP1R8_chr1_27830781_+
11,0.7393437,0.80356055,0.03254453,0.9148476,0.94148195,0.009018444,PC-3,silencing,PPP1R8_chr1_27830781_+
12,0.731143,0.83610505,0.0047887904,0.9117025,0.9505004,0.0013103131,PC-3,silencing,PPP1R8_chr1_27830781_+
13,0.7164378,0.84089386,0.05485666,0.9059736,0.9518107,0.015039995,PC-3,silencing,PPP1R8_chr1_27830781_+
14,0.7063866,0.8957505,0.024496173,0.90198976,0.9668507,0.0068177152,PC-3,silencing,PPP1R8_chr1_27830781_+
15,0.700454,0.92024666,-0.0003296623,0.89961165,0.97366846,-9.983146e-05,PC-3,silencing,PPP1R8_chr1_27830781_+
16,0.694886,0.91991705,0.01585579,0.8973613,0.9735686,0.0044126846,PC-3,silencing,PPP1R8_chr1_27830781_+
17,0.6926069,0.93577284,-0.002064403,0.89643496,0.97798127,-0.0005834594,PC-3,silencing,PPP1R8_chr1_27830781_+
18,0.69329834,0.9337084,0.02918468,0.8967163,0.9773978,0.008096499,PC-3,silencing,PPP1R8_chr1_27830781_+
19,0.6913635,0.96289307,0.0063695856,0.8959283,0.9854943,0.0017848654,PC-3,silencing,PPP1R8_chr1_27830781_+
20,0.6882898,0.96926266,0.00024972085,0.8946719,0.9872792,6.95795e-05,PC-3,silencing,PPP1R8_chr1_27830781_+
21,0.68076456,0.9695124,0.007285889,0.89157206,0.9873488,0.002044965,PC-3,silencing,PPP1R8_chr1_27830781_+
22,0.6703424,0.9767983,0.0017720173,0.88722193,0.9893937,0.0004987539,PC-3,silencing,PPP1R8_chr1_27830781_+
23,0.6635982,0.9785703,0.034206808,0.8843707,0.9898925,0.009459652,PC-3,silencing,PPP1R8_chr1_27830781_+
24,0.6650982,1.0127771,-0.000946762,0.8850073,0.99935216,-0.00026937688,PC-3,silencing,PPP1R8_chr1_27830781_+
0,1.0,1.0,-0.050978553,1.0,1.0,-0.014674511,PC-3,silencing,ZNF560_chr19_9498616_-
1,0.9498796,0.94902146,-0.036504183,0.98559636,0.9853255,-0.0104366755,PC-3,silencing,ZNF560_chr19_9498616_-
2,0.9137825,0.91251725,-0.026317582,0.97474396,0.9748888,-0.0074980734,PC-3,silencing,ZNF560_chr19_9498616_-
3,0.89091873,0.88619965,-0.029240683,0.967646,0.9673907,-0.008357462,PC-3,silencing,ZNF560_chr19_9498616_-
4,0.86293197,0.856959,0.0018015088,0.9587054,0.95903325,0.0004800498,PC-3,silencing,ZNF560_chr19_9498616_-
5,0.8385571,0.85876054,-0.0005200874,0.95067924,0.9595133,-0.00015360526,PC-3,silencing,ZNF560_chr19_9498616_-
6,0.81801593,0.8582404,-0.009199059,0.9437321,0.9593597,-0.0025899182,PC-3,silencing,ZNF560_chr19_9498616_-
7,0.7991633,0.84904134,0.28933334,0.9372008,0.9567698,0.07099622,PC-3,silencing,ZNF560_chr19_9498616_-
8,0.78096294,1.1383747,0.04892946,0.9307475,1.027766,0.013320581,PC-3,silencing,ZNF560_chr19_9498616_-
9,0.7651989,1.1873041,-0.018641727,0.9250354,1.0410866,-0.005282151,PC-3,silencing,ZNF560_chr19_9498616_-
10,0.74820006,1.1686624,-0.005262958,0.9187425,1.0358044,-0.0014790851,PC-3,silencing,ZNF560_chr19_9498616_-
11,0.73312914,1.1633995,-0.0008098841,0.91304255,1.0343254,-0.00023508283,PC-3,silencing,ZNF560_chr19_9498616_-
12,0.72377276,1.1625896,-0.034183126,0.90944463,1.0340903,-0.009765221,PC-3,silencing,ZNF560_chr19_9498616_-
13,0.71234024,1.1284065,0.008099163,0.90498465,1.024325,0.0022479796,PC-3,silencing,ZNF560_chr19_9498616_-
14,0.7045918,1.1365056,0.007951472,0.90192103,1.0265731,0.0022175924,PC-3,silencing,ZNF560_chr19_9498616_-
15,0.7028808,1.1444571,-0.0036575827,0.90124,1.0287906,-0.0010271517,PC-3,silencing,ZNF560_chr19_9498616_-
16,0.7001619,1.1407995,0.0010930214,0.9001543,1.0277635,0.00030520695,PC-3,silencing,ZNF560_chr19_9498616_-
17,0.69917893,1.1418926,0.0065332083,0.89976084,1.0280687,0.0018225597,PC-3,silencing,ZNF560_chr19_9498616_-
18,0.697876,1.1484258,-0.015035488,0.8992383,1.0298913,-0.0042759026,PC-3,silencing,ZNF560_chr19_9498616_-
19,0.6966448,1.1333903,-0.0005183688,0.8987437,1.0256153,-0.0001494646,PC-3,silencing,ZNF560_chr19_9498616_-
20,0.6943154,1.1328719,0.020808758,0.8978055,1.0254658,0.0057639373,PC-3,silencing,ZNF560_chr19_9498616_-
21,0.69798285,1.1536807,0.0037816432,0.89928114,1.0312299,0.0009572279,PC-3,silencing,ZNF560_chr19_9498616_-
22,0.69975436,1.1574624,0.008557382,0.8999912,1.0321871,0.0023837532,PC-3,silencing,ZNF560_chr19_9498616_-
23,0.6981985,1.1660197,0.019712407,0.89936775,1.0345708,0.005445841,PC-3,silencing,ZNF560_chr19_9498616_-
24,0.69575995,1.1857321,0.0241904,0.8983877,1.0400167,0.0066915792,PC-3,silencing,ZNF560_chr19_9498616_-
0,1.0,1.0,-0.08083072,1.0,1.0,-0.02302095,PC-3,silencing,FOXO3B_chr17_18682314_-
1,0.9185004,0.91916925,-0.07664413,0.9768384,0.9769791,-0.022084923,PC-3,silencing,FOXO3B_chr17_18682314_-
2,0.8506161,0.8425251,-0.046987116,0.95591944,0.9548941,-0.013115196,PC-3,silencing,FOXO3B_chr17_18682314_-
3,0.7880248,0.795538,-0.05441062,0.93509585,0.94177896,-0.015334633,PC-3,silencing,FOXO3B_chr17_18682314_-
4,0.7409117,0.74112743,-0.035761025,0.91830003,0.9264443,-0.009942065,PC-3,silencing,FOXO3B_chr17_18682314_-
5,0.7026163,0.7053664,-0.030155849,0.903841,0.91650224,-0.008348224,PC-3,silencing,FOXO3B_chr17_18682314_-
6,0.6594347,0.67521054,-0.028417272,0.8865602,0.908154,-0.007865791,PC-3,silencing,FOXO3B_chr17_18682314_-
7,0.63134795,0.64679325,0.010919797,0.87470174,0.9002882,0.0028643268,PC-3,silencing,FOXO3B_chr17_18682314_-
8,0.6108504,0.65771306,0.00088750245,0.8657096,0.9031525,0.00023897538,PC-3,silencing,FOXO3B_chr17_18682314_-
9,0.6008194,0.65860057,-0.009315668,0.8611985,0.90339154,-0.0025559778,PC-3,silencing,FOXO3B_chr17_18682314_-
10,0.5893787,0.6492849,0.00014241227,0.85596055,0.9008355,1.1952017e-05,PC-3,silencing,FOXO3B_chr17_18682314_-
11,0.578721,0.6494273,-0.029034814,0.8509888,0.9008475,-0.008041305,PC-3,silencing,FOXO3B_chr17_18682314_-
12,0.56509,0.6203925,0.0046455935,0.8444948,0.8928062,0.0012601584,PC-3,silencing,FOXO3B_chr17_18682314_-
13,0.55677545,0.6250381,-0.0039931783,0.84045637,0.89406633,-0.0010905566,PC-3,silencing,FOXO3B_chr17_18682314_-
14,0.5495276,0.6210449,0.011766207,0.83688647,0.8929758,0.0031662453,PC-3,silencing,FOXO3B_chr17_18682314_-
15,0.5394802,0.6328111,0.00356905,0.8318591,0.89614207,0.0009680484,PC-3,silencing,FOXO3B_chr17_18682314_-
16,0.53389305,0.63638014,-0.00032455623,0.8290227,0.8971101,-9.633066e-05,PC-3,silencing,FOXO3B_chr17_18682314_-
17,0.529665,0.6360556,0.00715306,0.8268565,0.8970138,0.0019400592,PC-3,silencing,FOXO3B_chr17_18682314_-
18,0.52530676,0.6432087,-0.0021255957,0.8246055,0.8989538,-0.0005801275,PC-3,silencing,FOXO3B_chr17_18682314_-
19,0.52205724,0.64108306,0.0005457518,0.8229149,0.89837366,0.00014667204,PC-3,silencing,FOXO3B_chr17_18682314_-
20,0.51892877,0.6416288,0.004482101,0.8212773,0.89852035,0.0012180015,PC-3,silencing,FOXO3B_chr17_18682314_-
21,0.51796603,0.6461109,-0.0017017587,0.8207714,0.8997384,-0.0004676876,PC-3,silencing,FOXO3B_chr17_18682314_-
22,0.5164928,0.6444092,0.005479667,0.81999534,0.89927065,0.0014877663,PC-3,silencing,FOXO3B_chr17_18682314_-
23,0.51388294,0.6498888,-0.0005626548,0.8186152,0.90075845,-0.0001546617,PC-3,silencing,FOXO3B_chr17_18682314_-
24,0.512441,0.64932615,0.004240311,0.81784964,0.9006038,0.0011517458,PC-3,silencing,FOXO3B_chr17_18682314_-
0,1.0,1.0,-0.0883147,1.0,1.0,-0.025599588,PC-3,silencing,ZNF33A_chr10_38010654_+
1,0.8883605,0.9116853,-0.038830794,0.96881926,0.9744004,-0.010448669,PC-3,silencing,ZNF33A_chr10_38010654_+
2,0.8534889,0.87285453,-0.035333537,0.9582713,0.96395177,-0.009498761,PC-3,silencing,ZNF33A_chr10_38010654_+
3,0.8270575,0.83752096,-0.029758887,0.94998515,0.954453,-0.007972291,PC-3,silencing,ZNF33A_chr10_38010654_+
4,0.8034727,0.8077621,-0.008787418,0.94236475,0.9464807,-0.0023291763,PC-3,silencing,ZNF33A_chr10_38010654_+
5,0.7916457,0.7989747,-0.006757728,0.93845874,0.9441515,-0.0017888481,PC-3,silencing,ZNF33A_chr10_38010654_+
6,0.7791533,0.79221696,0.0004312696,0.934269,0.94236267,8.032076e-05,PC-3,silencing,ZNF33A_chr10_38010654_+
7,0.76852965,0.7926482,0.0024733774,0.93065286,0.942443,0.0006408077,PC-3,silencing,ZNF33A_chr10_38010654_+
8,0.74850774,0.7951216,-0.0075856694,0.9236997,0.9430838,-0.0020185693,PC-3,silencing,ZNF33A_chr10_38010654_+
9,0.72903234,0.7875359,0.0030205145,0.91675556,0.94106525,0.0007893288,PC-3,silencing,ZNF33A_chr10_38010654_+
10,0.7110215,0.79055643,-0.0050599677,0.9101665,0.94185454,-0.0013414634,PC-3,silencing,ZNF33A_chr10_38010654_+
11,0.69581485,0.7854965,0.0030335314,0.904472,0.9405131,0.0007960484,PC-3,silencing,ZNF33A_chr10_38010654_+
12,0.6919394,0.78853,0.0010067525,0.90300083,0.94130915,0.00026413533,PC-3,silencing,ZNF33A_chr10_38010654_+
13,0.6849252,0.7895368,3.8451162e-05,0.90031713,0.94157326,9.733946e-06,PC-3,silencing,ZNF33A_chr10_38010654_+
14,0.6821231,0.7895752,0.0046818787,0.89923733,0.94158304,0.0012170572,PC-3,silencing,ZNF33A_chr10_38010654_+
15,0.6779,0.7942571,0.0022062745,0.89760154,0.94280005,0.0005798292,PC-3,silencing,ZNF33A_chr10_38010654_+
16,0.67703927,0.7964634,-0.00042407608,0.89726686,0.9433799,-0.00011919374,PC-3,silencing,ZNF33A_chr10_38010654_+
17,0.67191714,0.7960393,-0.012102182,0.89526653,0.9432607,-0.0032096275,PC-3,silencing,ZNF33A_chr10_38010654_+
18,0.6710838,0.7839371,-0.00037183732,0.89493966,0.9400511,-9.8595454e-05,PC-3,silencing,ZNF33A_chr10_38010654_+
19,0.6685032,0.7835653,0.0058812294,0.8939248,0.9399525,0.0015435526,PC-3,silencing,ZNF33A_chr10_38010654_+
20,0.66652966,0.7894465,-0.004139024,0.89314604,0.941496,-0.0011053995,PC-3,silencing,ZNF33A_chr10_38010654_+
21,0.6714815,0.78530747,-0.006710884,0.8950957,0.94039065,-0.0018082532,PC-3,silencing,ZNF33A_chr10_38010654_+
22,0.67624074,0.7785966,0.04981558,0.896956,0.93858236,0.012740166,PC-3,silencing,ZNF33A_chr10_38010654_+
23,0.6831738,0.8284122,0.091555305,0.8996427,0.95132256,0.023073157,PC-3,silencing,ZNF33A_chr10_38010654_+
24,0.68706685,0.9199675,0.008941651,0.9011395,0.9743957,0.0023425526,PC-3,silencing,ZNF33A_chr10_38010654_+
0,1.0,1.0,-0.055732608,1.0,1.0,-0.015088703,PC-3,silencing,GCC2_chr2_108449106_+
1,0.9448777,0.9442674,-0.055208515,0.9851827,0.9849113,-0.014863967,PC-3,silencing,GCC2_chr2_108449106_+
2,0.890738,0.8890589,-0.021021226,0.96976304,0.97004735,-0.0057082404,PC-3,silencing,GCC2_chr2_108449106_+
3,0.8457313,0.86803764,-0.05097605,0.95621353,0.9643391,-0.0137492595,PC-3,silencing,GCC2_chr2_108449106_+
4,0.8078385,0.8170616,-0.0030083624,0.9442344,0.95058984,-0.000796077,PC-3,silencing,GCC2_chr2_108449106_+
5,0.78714526,0.81405324,-0.011913457,0.9374531,0.94979376,-0.003133529,PC-3,silencing,GCC2_chr2_108449106_+
6,0.7752165,0.80213976,-3.8473932e-05,0.9334625,0.9466602,-1.0778846e-05,PC-3,silencing,GCC2_chr2_108449106_+
7,0.76850665,0.8021013,0.00033895284,0.9311907,0.94664943,8.336472e-05,PC-3,silencing,GCC2_chr2_108449106_+
8,0.7595745,0.8024403,0.043999888,0.9281356,0.9467328,0.011142648,PC-3,silencing,GCC2_chr2_108449106_+
9,0.75441945,0.84644014,-0.00092204486,0.926356,0.95787543,-0.00024180753,PC-3,silencing,GCC2_chr2_108449106_+
10,0.74572444,0.8455181,-0.0042731827,0.92332655,0.9576337,-0.0011310312,PC-3,silencing,GCC2_chr2_108449106_+
11,0.7410679,0.84124494,-0.0009205491,0.9216896,0.9565026,-0.00024174522,PC-3,silencing,GCC2_chr2_108449106_+
12,0.7334179,0.84032434,-0.006336233,0.918978,0.95626086,-0.0016677928,PC-3,silencing,GCC2_chr2_108449106_+
13,0.7235452,0.83398813,5.9082002e-05,0.9154362,0.95459306,1.389412e-05,PC-3,silencing,GCC2_chr2_108449106_+
14,0.7183125,0.8340472,-0.0008866455,0.91353947,0.95460695,-0.00023215018,PC-3,silencing,GCC2_chr2_108449106_+
15,0.71350867,0.8331606,0.0008672008,0.9117859,0.95437485,0.00022523428,PC-3,silencing,GCC2_chr2_108449106_+
16,0.7079953,0.83402777,-0.0064858906,0.90975875,0.95460004,-0.001705363,PC-3,silencing,GCC2_chr2_108449106_+
17,0.70646036,0.8275419,0.0020126936,0.9091916,0.9528947,0.00052180834,PC-3,silencing,GCC2_chr2_108449106_+
18,0.70064706,0.82955456,-0.00402439,0.90703225,0.9534165,-0.001054707,PC-3,silencing,GCC2_chr2_108449106_+
19,0.69522524,0.8255302,0.00039712078,0.9050022,0.9523618,0.0001024925,PC-3,silencing,GCC2_chr2_108449106_+
20,0.6952242,0.8259273,0.0033767316,0.9050018,0.9524643,0.00087994017,PC-3,silencing,GCC2_chr2_108449106_+
21,0.69834,0.82930404,0.0049276548,0.90617037,0.9533442,0.001276203,PC-3,silencing,GCC2_chr2_108449106_+
22,0.6982659,0.8342317,0.0064396057,0.9061426,0.9546204,0.0016727772,PC-3,silencing,GCC2_chr2_108449106_+
23,0.6988184,0.8406713,-0.0010079672,0.90634936,0.9562932,-0.0002655459,PC-3,silencing,GCC2_chr2_108449106_+
24,0.7006453,0.8396633,0.017427612,0.9070316,0.9560277,0.0044869906,PC-3,silencing,GCC2_chr2_108449106_+
0,1.0,1.0,-0.112325035,1.0,1.0,-0.03226069,PC-3,silencing,ZNF669_chr1_247104278_-
1,0.8772506,0.887675,-0.08458144,0.9657927,0.9677393,-0.023217726,PC-3,silencing,ZNF669_chr1_247104278_-
2,0.81705666,0.8030935,-0.029836243,0.94722563,0.9445216,-0.007926876,PC-3,silencing,ZNF669_chr1_247104278_-
3,0.7608372,0.77325726,0.031865694,0.928605,0.9365947,0.008090471,PC-3,silencing,ZNF669_chr1_247104278_-
4,0.6979128,0.805123,0.0073288037,0.906057,0.94468516,0.0018965739,PC-3,silencing,ZNF669_chr1_247104278_-
5,0.668806,0.8124518,-0.0068093524,0.8949299,0.9465818,-0.0018065248,PC-3,silencing,ZNF669_chr1_247104278_-
6,0.6382586,0.8056424,-0.016963912,0.8827187,0.9447752,-0.004482341,PC-3,silencing,ZNF669_chr1_247104278_-
7,0.6304838,0.7886785,-0.007823456,0.8795174,0.9402929,-0.0020517001,PC-3,silencing,ZNF669_chr1_247104278_-
8,0.6234629,0.78085506,-0.009589575,0.87659246,0.9382412,-0.0025231813,PC-3,silencing,ZNF669_chr1_247104278_-
9,0.61433095,0.7712655,-0.00904914,0.8727383,0.935718,-0.0024017456,PC-3,silencing,ZNF669_chr1_247104278_-
10,0.5976647,0.7622163,-0.0013373203,0.8655544,0.9333163,-0.0003554636,PC-3,silencing,ZNF669_chr1_247104278_-
11,0.5929892,0.76087904,-0.002987738,0.863503,0.9329608,-0.0007817335,PC-3,silencing,ZNF669_chr1_247104278_-
12,0.5863282,0.7578913,-0.00011487153,0.8605523,0.9321791,-3.0452295e-05,PC-3,silencing,ZNF669_chr1_247104278_-
13,0.5829553,0.7577764,0.0015984975,0.85904545,0.93214864,0.0004155586,PC-3,silencing,ZNF669_chr1_247104278_-
14,0.5786077,0.7593749,0.0043539214,0.8570901,0.9325642,0.0011315923,PC-3,silencing,ZNF669_chr1_247104278_-
15,0.57548887,0.76372886,-0.006143512,0.85567844,0.9336958,-0.0016099238,PC-3,silencing,ZNF669_chr1_247104278_-
16,0.5723332,0.7575853,0.010717058,0.8542422,0.9320858,0.002779815,PC-3,silencing,ZNF669_chr1_247104278_-
17,0.57033324,0.7683024,0.0034097354,0.8533279,0.93486565,0.0008883476,PC-3,silencing,ZNF669_chr1_247104278_-
18,0.57026,0.7717121,0.01841652,0.8532944,0.935754,0.0047213514,PC-3,silencing,ZNF669_chr1_247104278_-
19,0.5714519,0.79012865,-0.01890545,0.8538397,0.94047534,-0.0050040158,PC-3,silencing,ZNF669_chr1_247104278_-
20,0.57322687,0.7712232,0.0009540558,0.8546498,0.93547136,0.0002469812,PC-3,silencing,ZNF669_chr1_247104278_-
21,0.5771426,0.7721772,0.00845919,0.85642797,0.9357183,0.0021997269,PC-3,silencing,ZNF669_chr1_247104278_-
22,0.5787966,0.7806364,0.0067800744,0.8571754,0.93791807,0.0017633685,PC-3,silencing,ZNF669_chr1_247104278_-
23,0.58258104,0.7874165,0.0055839177,0.8588777,0.9396814,0.0014539259,PC-3,silencing,ZNF669_chr1_247104278_-
24,0.5867562,0.7930004,0.005122856,0.860743,0.94113535,0.0013340472,PC-3,silencing,ZNF669_chr1_247104278_-
0,1.0,1.0,-0.08065246,1.0,1.0,-0.022035223,PC-3,silencing,PRRG1_chrX_37349378_+
1,0.9113991,0.9193475,-0.029284384,0.9758216,0.97796476,-0.0077921594,PC-3,silencing,PRRG1_chrX_37349378_+
2,0.85087913,0.89006317,-0.053301834,0.95791453,0.97017264,-0.014416421,PC-3,silencing,PRRG1_chrX_37349378_+
3,0.79924595,0.8367613,-0.02944054,0.9415996,0.9557562,-0.007799305,PC-3,silencing,PRRG1_chrX_37349378_+
4,0.76385605,0.8073208,-0.036001056,0.9297966,0.9479569,-0.009723826,PC-3,silencing,PRRG1_chrX_37349378_+
5,0.71228033,0.77131975,-0.025745878,0.9115776,0.9382331,-0.006824213,PC-3,silencing,PRRG1_chrX_37349378_+
6,0.66928095,0.7455738,-0.041633755,0.8953497,0.9314089,-0.011082729,PC-3,silencing,PRRG1_chrX_37349378_+
7,0.6412576,0.7039401,-0.010976597,0.8842025,0.9203261,-0.0029364596,PC-3,silencing,PRRG1_chrX_37349378_+
8,0.61900204,0.6929635,0.033739936,0.8749969,0.9173897,0.008490935,PC-3,silencing,PRRG1_chrX_37349378_+
9,0.60001653,0.7267034,0.012647542,0.86687833,0.9258806,0.0032490632,PC-3,silencing,PRRG1_chrX_37349378_+
10,0.5850187,0.739351,0.0019805469,0.8602813,0.92912966,0.00051193405,PC-3,silencing,PRRG1_chrX_37349378_+
11,0.56628346,0.7413315,0.012501827,0.85179853,0.9296416,0.0032255137,PC-3,silencing,PRRG1_chrX_37349378_+
12,0.551868,0.75383335,0.014471191,0.84507835,0.9328671,0.0036846327,PC-3,silencing,PRRG1_chrX_37349378_+
13,0.5385762,0.7683045,-0.040975325,0.83872455,0.93655175,-0.0109037785,PC-3,silencing,PRRG1_chrX_37349378_+
14,0.52797574,0.7273292,0.033448752,0.8335439,0.925648,0.00856674,PC-3,silencing,PRRG1_chrX_37349378_+
15,0.5173861,0.76077795,-0.01383217,0.8282636,0.9342147,-0.0036340544,PC-3,silencing,PRRG1_chrX_37349378_+
16,0.508753,0.7469458,-0.0010803582,0.8238783,0.9305807,-0.00039685916,PC-3,silencing,PRRG1_chrX_37349378_+
17,0.49910462,0.74586546,0.0023051149,0.8188883,0.93018377,0.0005726404,PC-3,silencing,PRRG1_chrX_37349378_+
18,0.49325845,0.74817055,0.0066887145,0.81581765,0.93075645,0.0017305968,PC-3,silencing,PRRG1_chrX_37349378_+
19,0.49187914,0.75485927,-0.008950658,0.81508785,0.932487,-0.0024094267,PC-3,silencing,PRRG1_chrX_37349378_+
20,0.4918277,0.7459086,-0.03713281,0.81506056,0.9300776,-0.009861705,PC-3,silencing,PRRG1_chrX_37349378_+
21,0.48971617,0.7087758,-0.0018951084,0.8139393,0.9202159,-0.00049944484,PC-3,silencing,PRRG1_chrX_37349378_+
22,0.48868737,0.7068807,0.018467644,0.8133912,0.9197165,0.004759825,PC-3,silencing,PRRG1_chrX_37349378_+
23,0.48607787,0.72534835,0.0075998404,0.8119958,0.92447627,0.0019595039,PC-3,silencing,PRRG1_chrX_37349378_+
24,0.48120132,0.7329482,-0.00021939378,0.809368,0.92643577,-8.158386e-05,PC-3,silencing,PRRG1_chrX_37349378_+
0,1.0,1.0,-0.09498106,1.0,1.0,-0.02534256,PC-3,silencing,HJURP_chr2_233854535_-
1,0.90760297,0.9050189,-0.038217362,0.97587025,0.9746574,-0.009757291,PC-3,silencing,HJURP_chr2_233854535_-
2,0.87057585,0.86680156,-0.016354004,0.9655033,0.96490014,-0.004115285,PC-3,silencing,HJURP_chr2_233854535_-
3,0.8506697,0.8504476,-0.0131840715,0.9597462,0.96078485,-0.0033043334,PC-3,silencing,HJURP_chr2_233854535_-
4,0.8378563,0.8372635,-0.010757685,0.9559686,0.95748055,-0.0026988199,PC-3,silencing,HJURP_chr2_233854535_-
5,0.82199836,0.82650584,-0.010484921,0.9512127,0.9547817,-0.0026251187,PC-3,silencing,HJURP_chr2_233854535_-
6,0.8080063,0.8160209,-0.013148998,0.9469396,0.9521566,-0.0033005357,PC-3,silencing,HJURP_chr2_233854535_-
7,0.78577995,0.8028719,-0.010869837,0.9399972,0.94885606,-0.002725998,PC-3,silencing,HJURP_chr2_233854535_-
8,0.77323586,0.7920021,-0.014632793,0.9359919,0.94613004,-0.00369895,PC-3,silencing,HJURP_chr2_233854535_-
9,0.7569096,0.77736926,-0.0077725924,0.9306804,0.9424311,-0.0019429367,PC-3,silencing,HJURP_chr2_233854535_-
10,0.7456401,0.7695967,-0.0071258945,0.92694676,0.94048816,-0.0017817671,PC-3,silencing,HJURP_chr2_233854535_-
11,0.73252183,0.7624708,0.0029756203,0.9225289,0.9387064,0.00073357107,PC-3,silencing,HJURP_chr2_233854535_-
12,0.7208581,0.7654464,-0.009865541,0.918534,0.93943995,-0.0024734435,PC-3,silencing,HJURP_chr2_233854535_-
13,0.7091852,0.75558084,-0.0074279658,0.9144707,0.93696654,-0.0018584353,PC-3,silencing,HJURP_chr2_233854535_-
14,0.69828475,0.7481529,0.0026963362,0.9106154,0.9351081,0.0006281818,PC-3,silencing,HJURP_chr2_233854535_-
15,0.6913923,0.75084925,-0.0063698576,0.90814644,0.9357363,-0.0015921139,PC-3,silencing,HJURP_chr2_233854535_-
16,0.6861145,0.74447936,-0.0014362294,0.9062392,0.93414414,-0.00036114815,PC-3,silencing,HJURP_chr2_233854535_-
17,0.6814926,0.7430431,-0.007391657,0.9045569,0.933783,-0.0018481101,PC-3,silencing,HJURP_chr2_233854535_-
18,0.67501456,0.7356515,-0.007949196,0.90217966,0.9319349,-0.001986849,PC-3,silencing,HJURP_chr2_233854535_-
19,0.66951257,0.72770226,-0.00027544034,0.90014267,0.92994803,-7.0140835e-05,PC-3,silencing,HJURP_chr2_233854535_-
20,0.6658144,0.7274268,0.003606669,0.8987641,0.92987794,0.000894622,PC-3,silencing,HJURP_chr2_233854535_-
21,0.6636555,0.7310335,-0.001391684,0.8979557,0.93077254,-0.00034785582,PC-3,silencing,HJURP_chr2_233854535_-
22,0.6616503,0.72964185,0.0014987577,0.89720255,0.9304247,0.00037135478,PC-3,silencing,HJURP_chr2_233854535_-
23,0.66100466,0.7311406,0.004500117,0.89695954,0.930796,0.0011159632,PC-3,silencing,HJURP_chr2_233854535_-
24,0.65862316,0.7356407,-0.0003590402,0.89606124,0.931912,-9.138484e-05,PC-3,silencing,HJURP_chr2_233854535_-
0,1.0,1.0,-0.095939875,1.0,1.0,-0.025277654,PC-3,silencing,NKTR_chr3_42600742_+
1,0.9071804,0.9040601,-0.0139810005,0.9758368,0.9747223,-0.0035368572,PC-3,silencing,NKTR_chr3_42600742_+
2,0.8763975,0.89007914,-0.021519918,0.9672739,0.9711855,-0.005431784,PC-3,silencing,NKTR_chr3_42600742_+
3,0.8479775,0.8685592,-0.010818318,0.95909685,0.96575373,-0.002700989,PC-3,silencing,NKTR_chr3_42600742_+
4,0.83487356,0.8577409,-0.029399985,0.9552339,0.9630527,-0.007403591,PC-3,silencing,NKTR_chr3_42600742_+
