,tile_selected,context,seq_id,cell_line
33,0,neutral,TMTC3_chr12_88142306_+,PC-3
34,0,neutral,TMTC3_chr12_88142306_+,PC-3
35,0,neutral,TMTC3_chr12_88142306_+,PC-3
36,0,neutral,TMTC3_chr12_88142306_+,PC-3
37,0,neutral,TMTC3_chr12_88142306_+,PC-3
0,0,neutral,DUSP23_chr1_159780959_+,PC-3
1,0,neutral,DUSP23_chr1_159780959_+,PC-3
2,0,neutral,DUSP23_chr1_159780959_+,PC-3
3,0,neutral,DUSP23_chr1_159780959_+,PC-3
4,0,neutral,DUSP23_chr1_159780959_+,PC-3
5,0,neutral,DUSP23_chr1_159780959_+,PC-3
6,0,neutral,DUSP23_chr1_159780959_+,PC-3
7,0,neutral,DUSP23_chr1_159780959_+,PC-3
8,0,neutral,DUSP23_chr1_159780959_+,PC-3
9,0,neutral,DUSP23_chr1_159780959_+,PC-3
10,0,neutral,DUSP23_chr1_159780959_+,PC-3
11,0,neutral,DUSP23_chr1_159780959_+,PC-3
12,1,neutral,DUSP23_chr1_159780959_+,PC-3
13,1,neutral,DUSP23_chr1_159780959_+,PC-3
14,0,neutral,DUSP23_chr1_159780959_+,PC-3
15,0,neutral,DUSP23_chr1_159780959_+,PC-3
16,0,neutral,DUSP23_chr1_159780959_+,PC-3
17,0,neutral,DUSP23_chr1_159780959_+,PC-3
18,1,neutral,DUSP23_chr1_159780959_+,PC-3
19,0,neutral,DUSP23_chr1_159780959_+,PC-3
20,0,neutral,DUSP23_chr1_159780959_+,PC-3
21,0,neutral,DUSP23_chr1_159780959_+,PC-3
22,0,neutral,DUSP23_chr1_159780959_+,PC-3
23,1,neutral,DUSP23_chr1_159780959_+,PC-3
24,0,neutral,DUSP23_chr1_159780959_+,PC-3
25,1,neutral,DUSP23_chr1_159780959_+,PC-3
26,0,neutral,DUSP23_chr1_159780959_+,PC-3
27,0,neutral,DUSP23_chr1_159780959_+,PC-3
28,0,neutral,DUSP23_chr1_159780959_+,PC-3
29,0,neutral,DUSP23_chr1_159780959_+,PC-3
30,0,neutral,DUSP23_chr1_159780959_+,PC-3
31,0,neutral,DUSP23_chr1_159780959_+,PC-3
32,0,neutral,DUSP23_chr1_159780959_+,PC-3
33,0,neutral,DUSP23_chr1_159780959_+,PC-3
34,0,neutral,DUSP23_chr1_159780959_+,PC-3
35,0,neutral,DUSP23_chr1_159780959_+,PC-3
36,0,neutral,DUSP23_chr1_159780959_+,PC-3
37,0,neutral,DUSP23_chr1_159780959_+,PC-3
0,0,neutral,RPUSD4_chr11_126211650_-,PC-3
1,0,neutral,RPUSD4_chr11_126211650_-,PC-3
2,0,neutral,RPUSD4_chr11_126211650_-,PC-3
3,0,neutral,RPUSD4_chr11_126211650_-,PC-3
4,0,neutral,RPUSD4_chr11_126211650_-,PC-3
5,0,neutral,RPUSD4_chr11_126211650_-,PC-3
6,0,neutral,RPUSD4_chr11_126211650_-,PC-3
7,0,neutral,RPUSD4_chr11_126211650_-,PC-3
8,0,neutral,RPUSD4_chr11_126211650_-,PC-3
9,0,neutral,RPUSD4_chr11_126211650_-,PC-3
10,0,neutral,RPUSD4_chr11_126211650_-,PC-3
11,0,neutral,RPUSD4_chr11_126211650_-,PC-3
12,0,neutral,RPUSD4_chr11_126211650_-,PC-3
13,0,neutral,RPUSD4_chr11_126211650_-,PC-3
14,0,neutral,RPUSD4_chr11_126211650_-,PC-3
15,0,neutral,RPUSD4_chr11_126211650_-,PC-3
16,0,neutral,RPUSD4_chr11_126211650_-,PC-3
17,0,neutral,RPUSD4_chr11_126211650_-,PC-3
18,1,neutral,RPUSD4_chr11_126211650_-,PC-3
19,1,neutral,RPUSD4_chr11_126211650_-,PC-3
20,1,neutral,RPUSD4_chr11_126211650_-,PC-3
21,1,neutral,RPUSD4_chr11_126211650_-,PC-3
22,0,neutral,RPUSD4_chr11_126211650_-,PC-3
23,0,neutral,RPUSD4_chr11_126211650_-,PC-3
24,1,neutral,RPUSD4_chr11_126211650_-,PC-3
25,0,neutral,RPUSD4_chr11_126211650_-,PC-3
26,0,neutral,RPUSD4_chr11_126211650_-,PC-3
27,0,neutral,RPUSD4_chr11_126211650_-,PC-3
28,0,neutral,RPUSD4_chr11_126211650_-,PC-3
29,0,neutral,RPUSD4_chr11_126211650_-,PC-3
30,0,neutral,RPUSD4_chr11_126211650_-,PC-3
31,0,neutral,RPUSD4_chr11_126211650_-,PC-3
32,0,neutral,RPUSD4_chr11_126211650_-,PC-3
33,0,neutral,RPUSD4_chr11_126211650_-,PC-3
34,0,neutral,RPUSD4_chr11_126211650_-,PC-3
35,0,neutral,RPUSD4_chr11_126211650_-,PC-3
36,0,neutral,RPUSD4_chr11_126211650_-,PC-3
37,0,neutral,RPUSD4_chr11_126211650_-,PC-3
0,0,neutral,SGO1_chr3_20186206_-,PC-3
1,0,neutral,SGO1_chr3_20186206_-,PC-3
2,0,neutral,SGO1_chr3_20186206_-,PC-3
3,0,neutral,SGO1_chr3_20186206_-,PC-3
4,0,neutral,SGO1_chr3_20186206_-,PC-3
5,0,neutral,SGO1_chr3_20186206_-,PC-3
6,0,neutral,SGO1_chr3_20186206_-,PC-3
7,0,neutral,SGO1_chr3_20186206_-,PC-3
8,0,neutral,SGO1_chr3_20186206_-,PC-3
9,0,neutral,SGO1_chr3_20186206_-,PC-3
10,0,neutral,SGO1_chr3_20186206_-,PC-3
11,1,neutral,SGO1_chr3_20186206_-,PC-3
12,0,neutral,SGO1_chr3_20186206_-,PC-3
13,0,neutral,SGO1_chr3_20186206_-,PC-3
14,0,neutral,SGO1_chr3_20186206_-,PC-3
15,0,neutral,SGO1_chr3_20186206_-,PC-3
16,0,neutral,SGO1_chr3_20186206_-,PC-3
17,0,neutral,SGO1_chr3_20186206_-,PC-3
18,0,neutral,SGO1_chr3_20186206_-,PC-3
19,1,neutral,SGO1_chr3_20186206_-,PC-3
20,1,neutral,SGO1_chr3_20186206_-,PC-3
21,0,neutral,SGO1_chr3_20186206_-,PC-3
22,1,neutral,SGO1_chr3_20186206_-,PC-3
23,0,neutral,SGO1_chr3_20186206_-,PC-3
24,0,neutral,SGO1_chr3_20186206_-,PC-3
25,0,neutral,SGO1_chr3_20186206_-,PC-3
26,0,neutral,SGO1_chr3_20186206_-,PC-3
27,0,neutral,SGO1_chr3_20186206_-,PC-3
28,0,neutral,SGO1_chr3_20186206_-,PC-3
29,0,neutral,SGO1_chr3_20186206_-,PC-3
30,1,neutral,SGO1_chr3_20186206_-,PC-3
31,0,neutral,SGO1_chr3_20186206_-,PC-3
32,0,neutral,SGO1_chr3_20186206_-,PC-3
33,0,neutral,SGO1_chr3_20186206_-,PC-3
34,0,neutral,SGO1_chr3_20186206_-,PC-3
35,0,neutral,SGO1_chr3_20186206_-,PC-3
36,0,neutral,SGO1_chr3_20186206_-,PC-3
37,0,neutral,SGO1_chr3_20186206_-,PC-3
0,0,neutral,POP5_chr12_120581379_-,PC-3
1,0,neutral,POP5_chr12_120581379_-,PC-3
2,0,neutral,POP5_chr12_120581379_-,PC-3
3,0,neutral,POP5_chr12_120581379_-,PC-3
4,0,neutral,POP5_chr12_120581379_-,PC-3
5,0,neutral,POP5_chr12_120581379_-,PC-3
6,0,neutral,POP5_chr12_120581379_-,PC-3
7,0,neutral,POP5_chr12_120581379_-,PC-3
8,0,neutral,POP5_chr12_120581379_-,PC-3
9,0,neutral,POP5_chr12_120581379_-,PC-3
10,0,neutral,POP5_chr12_120581379_-,PC-3
11,0,neutral,POP5_chr12_120581379_-,PC-3
12,0,neutral,POP5_chr12_120581379_-,PC-3
13,0,neutral,POP5_chr12_120581379_-,PC-3
14,0,neutral,POP5_chr12_120581379_-,PC-3
15,0,neutral,POP5_chr12_120581379_-,PC-3
16,0,neutral,POP5_chr12_120581379_-,PC-3
17,0,neutral,POP5_chr12_120581379_-,PC-3
18,1,neutral,POP5_chr12_120581379_-,PC-3
19,0,neutral,POP5_chr12_120581379_-,PC-3
20,1,neutral,POP5_chr12_120581379_-,PC-3
21,0,neutral,POP5_chr12_120581379_-,PC-3
22,0,neutral,POP5_chr12_120581379_-,PC-3
23,1,neutral,POP5_chr12_120581379_-,PC-3
24,1,neutral,POP5_chr12_120581379_-,PC-3
25,0,neutral,POP5_chr12_120581379_-,PC-3
26,0,neutral,POP5_chr12_120581379_-,PC-3
27,1,neutral,POP5_chr12_120581379_-,PC-3
28,0,neutral,POP5_chr12_120581379_-,PC-3
29,0,neutral,POP5_chr12_120581379_-,PC-3
30,0,neutral,POP5_chr12_120581379_-,PC-3
31,0,neutral,POP5_chr12_120581379_-,PC-3
32,0,neutral,POP5_chr12_120581379_-,PC-3
33,0,neutral,POP5_chr12_120581379_-,PC-3
34,0,neutral,POP5_chr12_120581379_-,PC-3
35,0,neutral,POP5_chr12_120581379_-,PC-3
36,0,neutral,POP5_chr12_120581379_-,PC-3
37,0,neutral,POP5_chr12_120581379_-,PC-3
0,0,neutral,ENSG00000272104_chr3_50350891_+,PC-3
1,0,neutral,ENSG00000272104_chr3_50350891_+,PC-3
2,0,neutral,ENSG00000272104_chr3_50350891_+,PC-3
3,0,neutral,ENSG00000272104_chr3_50350891_+,PC-3
4,0,neutral,ENSG00000272104_chr3_50350891_+,PC-3
5,0,neutral,ENSG00000272104_chr3_50350891_+,PC-3
6,0,neutral,ENSG00000272104_chr3_50350891_+,PC-3
7,0,neutral,ENSG00000272104_chr3_50350891_+,PC-3
8,0,neutral,ENSG00000272104_chr3_50350891_+,PC-3
9,0,neutral,ENSG00000272104_chr3_50350891_+,PC-3
10,0,neutral,ENSG00000272104_chr3_50350891_+,PC-3
11,0,neutral,ENSG00000272104_chr3_50350891_+,PC-3
12,0,neutral,ENSG00000272104_chr3_50350891_+,PC-3
13,1,neutral,ENSG00000272104_chr3_50350891_+,PC-3
14,0,neutral,ENSG00000272104_chr3_50350891_+,PC-3
15,0,neutral,ENSG00000272104_chr3_50350891_+,PC-3
16,0,neutral,ENSG00000272104_chr3_50350891_+,PC-3
17,1,neutral,ENSG00000272104_chr3_50350891_+,PC-3
18,0,neutral,ENSG00000272104_chr3_50350891_+,PC-3
19,1,neutral,ENSG00000272104_chr3_50350891_+,PC-3
20,1,neutral,ENSG00000272104_chr3_50350891_+,PC-3
21,0,neutral,ENSG00000272104_chr3_50350891_+,PC-3
22,0,neutral,ENSG00000272104_chr3_50350891_+,PC-3
23,1,neutral,ENSG00000272104_chr3_50350891_+,PC-3
24,0,neutral,ENSG00000272104_chr3_50350891_+,PC-3
25,0,neutral,ENSG00000272104_chr3_50350891_+,PC-3
26,0,neutral,ENSG00000272104_chr3_50350891_+,PC-3
27,0,neutral,ENSG00000272104_chr3_50350891_+,PC-3
28,0,neutral,ENSG00000272104_chr3_50350891_+,PC-3
29,0,neutral,ENSG00000272104_chr3_50350891_+,PC-3
30,0,neutral,ENSG00000272104_chr3_50350891_+,PC-3
31,0,neutral,ENSG00000272104_chr3_50350891_+,PC-3
32,0,neutral,ENSG00000272104_chr3_50350891_+,PC-3
33,0,neutral,ENSG00000272104_chr3_50350891_+,PC-3
34,0,neutral,ENSG00000272104_chr3_50350891_+,PC-3
35,0,neutral,ENSG00000272104_chr3_50350891_+,PC-3
36,0,neutral,ENSG00000272104_chr3_50350891_+,PC-3
37,0,neutral,ENSG00000272104_chr3_50350891_+,PC-3
0,0,neutral,ZNF232_chr17_5111891_-,PC-3
1,0,neutral,ZNF232_chr17_5111891_-,PC-3
2,0,neutral,ZNF232_chr17_5111891_-,PC-3
3,0,neutral,ZNF232_chr17_5111891_-,PC-3
4,0,neutral,ZNF232_chr17_5111891_-,PC-3
5,1,neutral,ZNF232_chr17_5111891_-,PC-3
6,0,neutral,ZNF232_chr17_5111891_-,PC-3
7,0,neutral,ZNF232_chr17_5111891_-,PC-3
8,0,neutral,ZNF232_chr17_5111891_-,PC-3
9,1,neutral,ZNF232_chr17_5111891_-,PC-3
10,0,neutral,ZNF232_chr17_5111891_-,PC-3
11,0,neutral,ZNF232_chr17_5111891_-,PC-3
12,0,neutral,ZNF232_chr17_5111891_-,PC-3
13,0,neutral,ZNF232_chr17_5111891_-,PC-3
14,0,neutral,ZNF232_chr17_5111891_-,PC-3
15,0,neutral,ZNF232_chr17_5111891_-,PC-3
16,0,neutral,ZNF232_chr17_5111891_-,PC-3
17,0,neutral,ZNF232_chr17_5111891_-,PC-3
18,0,neutral,ZNF232_chr17_5111891_-,PC-3
19,1,neutral,ZNF232_chr17_5111891_-,PC-3
20,0,neutral,ZNF232_chr17_5111891_-,PC-3
21,0,neutral,ZNF232_chr17_5111891_-,PC-3
22,1,neutral,ZNF232_chr17_5111891_-,PC-3
23,1,neutral,ZNF232_chr17_5111891_-,PC-3
24,0,neutral,ZNF232_chr17_5111891_-,PC-3
25,0,neutral,ZNF232_chr17_5111891_-,PC-3
26,0,neutral,ZNF232_chr17_5111891_-,PC-3
27,0,neutral,ZNF232_chr17_5111891_-,PC-3
28,0,neutral,ZNF232_chr17_5111891_-,PC-3
29,0,neutral,ZNF232_chr17_5111891_-,PC-3
30,0,neutral,ZNF232_chr17_5111891_-,PC-3
31,0,neutral,ZNF232_chr17_5111891_-,PC-3
32,0,neutral,ZNF232_chr17_5111891_-,PC-3
33,0,neutral,ZNF232_chr17_5111891_-,PC-3
34,0,neutral,ZNF232_chr17_5111891_-,PC-3
35,0,neutral,ZNF232_chr17_5111891_-,PC-3
36,0,neutral,ZNF232_chr17_5111891_-,PC-3
37,0,neutral,ZNF232_chr17_5111891_-,PC-3
0,0,neutral,MED16_chr19_893218_-,PC-3
1,0,neutral,MED16_chr19_893218_-,PC-3
2,0,neutral,MED16_chr19_893218_-,PC-3
3,0,neutral,MED16_chr19_893218_-,PC-3
4,0,neutral,MED16_chr19_893218_-,PC-3
5,0,neutral,MED16_chr19_893218_-,PC-3
6,0,neutral,MED16_chr19_893218_-,PC-3
7,0,neutral,MED16_chr19_893218_-,PC-3
8,0,neutral,MED16_chr19_893218_-,PC-3
9,0,neutral,MED16_chr19_893218_-,PC-3
10,0,neutral,MED16_chr19_893218_-,PC-3
11,0,neutral,MED16_chr19_893218_-,PC-3
12,0,neutral,MED16_chr19_893218_-,PC-3
13,0,neutral,MED16_chr19_893218_-,PC-3
14,0,neutral,MED16_chr19_893218_-,PC-3
15,0,neutral,MED16_chr19_893218_-,PC-3
16,1,neutral,MED16_chr19_893218_-,PC-3
17,0,neutral,MED16_chr19_893218_-,PC-3
18,0,neutral,MED16_chr19_893218_-,PC-3
19,1,neutral,MED16_chr19_893218_-,PC-3
20,0,neutral,MED16_chr19_893218_-,PC-3
21,1,neutral,MED16_chr19_893218_-,PC-3
22,1,neutral,MED16_chr19_893218_-,PC-3
23,1,neutral,MED16_chr19_893218_-,PC-3
24,0,neutral,MED16_chr19_893218_-,PC-3
25,0,neutral,MED16_chr19_893218_-,PC-3
26,0,neutral,MED16_chr19_893218_-,PC-3
27,0,neutral,MED16_chr19_893218_-,PC-3
28,0,neutral,MED16_chr19_893218_-,PC-3
29,0,neutral,MED16_chr19_893218_-,PC-3
30,0,neutral,MED16_chr19_893218_-,PC-3
31,0,neutral,MED16_chr19_893218_-,PC-3
32,0,neutral,MED16_chr19_893218_-,PC-3
33,0,neutral,MED16_chr19_893218_-,PC-3
34,0,neutral,MED16_chr19_893218_-,PC-3
35,0,neutral,MED16_chr19_893218_-,PC-3
36,0,neutral,MED16_chr19_893218_-,PC-3
37,0,neutral,MED16_chr19_893218_-,PC-3
0,0,neutral,ABHD10_chr3_111979025_+,PC-3
1,0,neutral,ABHD10_chr3_111979025_+,PC-3
2,0,neutral,ABHD10_chr3_111979025_+,PC-3
3,0,neutral,ABHD10_chr3_111979025_+,PC-3
4,0,neutral,ABHD10_chr3_111979025_+,PC-3
5,0,neutral,ABHD10_chr3_111979025_+,PC-3
6,0,neutral,ABHD10_chr3_111979025_+,PC-3
7,0,neutral,ABHD10_chr3_111979025_+,PC-3
8,0,neutral,ABHD10_chr3_111979025_+,PC-3
9,0,neutral,ABHD10_chr3_111979025_+,PC-3
10,0,neutral,ABHD10_chr3_111979025_+,PC-3
11,0,neutral,ABHD10_chr3_111979025_+,PC-3
12,0,neutral,ABHD10_chr3_111979025_+,PC-3
13,0,neutral,ABHD10_chr3_111979025_+,PC-3
14,0,neutral,ABHD10_chr3_111979025_+,PC-3
15,0,neutral,ABHD10_chr3_111979025_+,PC-3
16,0,neutral,ABHD10_chr3_111979025_+,PC-3
17,0,neutral,ABHD10_chr3_111979025_+,PC-3
18,1,neutral,ABHD10_chr3_111979025_+,PC-3
19,1,neutral,ABHD10_chr3_111979025_+,PC-3
20,0,neutral,ABHD10_chr3_111979025_+,PC-3
21,1,neutral,ABHD10_chr3_111979025_+,PC-3
22,0,neutral,ABHD10_chr3_111979025_+,PC-3
23,1,neutral,ABHD10_chr3_111979025_+,PC-3
24,0,neutral,ABHD10_chr3_111979025_+,PC-3
25,0,neutral,ABHD10_chr3_111979025_+,PC-3
26,0,neutral,ABHD10_chr3_111979025_+,PC-3
27,0,neutral,ABHD10_chr3_111979025_+,PC-3
28,0,neutral,ABHD10_chr3_111979025_+,PC-3
29,0,neutral,ABHD10_chr3_111979025_+,PC-3
30,1,neutral,ABHD10_chr3_111979025_+,PC-3
31,0,neutral,ABHD10_chr3_111979025_+,PC-3
32,0,neutral,ABHD10_chr3_111979025_+,PC-3
33,0,neutral,ABHD10_chr3_111979025_+,PC-3
34,0,neutral,ABHD10_chr3_111979025_+,PC-3
35,0,neutral,ABHD10_chr3_111979025_+,PC-3
36,0,neutral,ABHD10_chr3_111979025_+,PC-3
37,0,neutral,ABHD10_chr3_111979025_+,PC-3
0,0,neutral,EDRF1_chr10_125719708_+,PC-3
1,0,neutral,EDRF1_chr10_125719708_+,PC-3
2,0,neutral,EDRF1_chr10_125719708_+,PC-3
3,0,neutral,EDRF1_chr10_125719708_+,PC-3
4,0,neutral,EDRF1_chr10_125719708_+,PC-3
5,0,neutral,EDRF1_chr10_125719708_+,PC-3
6,0,neutral,EDRF1_chr10_125719708_+,PC-3
7,0,neutral,EDRF1_chr10_125719708_+,PC-3
8,0,neutral,EDRF1_chr10_125719708_+,PC-3
9,0,neutral,EDRF1_chr10_125719708_+,PC-3
10,0,neutral,EDRF1_chr10_125719708_+,PC-3
11,0,neutral,EDRF1_chr10_125719708_+,PC-3
12,0,neutral,EDRF1_chr10_125719708_+,PC-3
13,0,neutral,EDRF1_chr10_125719708_+,PC-3
14,0,neutral,EDRF1_chr10_125719708_+,PC-3
15,0,neutral,EDRF1_chr10_125719708_+,PC-3
16,0,neutral,EDRF1_chr10_125719708_+,PC-3
17,0,neutral,EDRF1_chr10_125719708_+,PC-3
18,0,neutral,EDRF1_chr10_125719708_+,PC-3
19,1,neutral,EDRF1_chr10_125719708_+,PC-3
20,0,neutral,EDRF1_chr10_125719708_+,PC-3
21,0,neutral,EDRF1_chr10_125719708_+,PC-3
22,1,neutral,EDRF1_chr10_125719708_+,PC-3
23,1,neutral,EDRF1_chr10_125719708_+,PC-3
24,1,neutral,EDRF1_chr10_125719708_+,PC-3
25,0,neutral,EDRF1_chr10_125719708_+,PC-3
26,0,neutral,EDRF1_chr10_125719708_+,PC-3
27,1,neutral,EDRF1_chr10_125719708_+,PC-3
28,0,neutral,EDRF1_chr10_125719708_+,PC-3
29,0,neutral,EDRF1_chr10_125719708_+,PC-3
30,0,neutral,EDRF1_chr10_125719708_+,PC-3
31,0,neutral,EDRF1_chr10_125719708_+,PC-3
32,0,neutral,EDRF1_chr10_125719708_+,PC-3
33,0,neutral,EDRF1_chr10_125719708_+,PC-3
34,0,neutral,EDRF1_chr10_125719708_+,PC-3
35,0,neutral,EDRF1_chr10_125719708_+,PC-3
36,0,neutral,EDRF1_chr10_125719708_+,PC-3
37,0,neutral,EDRF1_chr10_125719708_+,PC-3
0,0,neutral,RNF19A_chr8_100309953_-,PC-3
1,0,neutral,RNF19A_chr8_100309953_-,PC-3
2,0,neutral,RNF19A_chr8_100309953_-,PC-3
3,0,neutral,RNF19A_chr8_100309953_-,PC-3
4,0,neutral,RNF19A_chr8_100309953_-,PC-3
5,0,neutral,RNF19A_chr8_100309953_-,PC-3
6,0,neutral,RNF19A_chr8_100309953_-,PC-3
7,0,neutral,RNF19A_chr8_100309953_-,PC-3
8,0,neutral,RNF19A_chr8_100309953_-,PC-3
9,0,neutral,RNF19A_chr8_100309953_-,PC-3
10,0,neutral,RNF19A_chr8_100309953_-,PC-3
11,0,neutral,RNF19A_chr8_100309953_-,PC-3
12,0,neutral,RNF19A_chr8_100309953_-,PC-3
13,0,neutral,RNF19A_chr8_100309953_-,PC-3
14,1,neutral,RNF19A_chr8_100309953_-,PC-3
15,0,neutral,RNF19A_chr8_100309953_-,PC-3
16,0,neutral,RNF19A_chr8_100309953_-,PC-3
17,0,neutral,RNF19A_chr8_100309953_-,PC-3
18,0,neutral,RNF19A_chr8_100309953_-,PC-3
19,1,neutral,RNF19A_chr8_100309953_-,PC-3
20,0,neutral,RNF19A_chr8_100309953_-,PC-3
21,0,neutral,RNF19A_chr8_100309953_-,PC-3
22,1,neutral,RNF19A_chr8_100309953_-,PC-3
23,0,neutral,RNF19A_chr8_100309953_-,PC-3
24,1,neutral,RNF19A_chr8_100309953_-,PC-3
25,0,neutral,RNF19A_chr8_100309953_-,PC-3
26,0,neutral,RNF19A_chr8_100309953_-,PC-3
27,0,neutral,RNF19A_chr8_100309953_-,PC-3
28,0,neutral,RNF19A_chr8_100309953_-,PC-3
29,1,neutral,RNF19A_chr8_100309953_-,PC-3
30,0,neutral,RNF19A_chr8_100309953_-,PC-3
31,0,neutral,RNF19A_chr8_100309953_-,PC-3
32,0,neutral,RNF19A_chr8_100309953_-,PC-3
33,0,neutral,RNF19A_chr8_100309953_-,PC-3
34,0,neutral,RNF19A_chr8_100309953_-,PC-3
35,0,neutral,RNF19A_chr8_100309953_-,PC-3
36,0,neutral,RNF19A_chr8_100309953_-,PC-3
37,0,neutral,RNF19A_chr8_100309953_-,PC-3
0,0,neutral,OPN3_chr1_241640369_-,PC-3
1,0,neutral,OPN3_chr1_241640369_-,PC-3
2,0,neutral,OPN3_chr1_241640369_-,PC-3
3,0,neutral,OPN3_chr1_241640369_-,PC-3
4,0,neutral,OPN3_chr1_241640369_-,PC-3
5,0,neutral,OPN3_chr1_241640369_-,PC-3
6,0,neutral,OPN3_chr1_241640369_-,PC-3
7,0,neutral,OPN3_chr1_241640369_-,PC-3
8,0,neutral,OPN3_chr1_241640369_-,PC-3
9,0,neutral,OPN3_chr1_241640369_-,PC-3
10,0,neutral,OPN3_chr1_241640369_-,PC-3
11,0,neutral,OPN3_chr1_241640369_-,PC-3
12,1,neutral,OPN3_chr1_241640369_-,PC-3
13,0,neutral,OPN3_chr1_241640369_-,PC-3
14,0,neutral,OPN3_chr1_241640369_-,PC-3
15,0,neutral,OPN3_chr1_241640369_-,PC-3
16,0,neutral,OPN3_chr1_241640369_-,PC-3
17,0,neutral,OPN3_chr1_241640369_-,PC-3
18,0,neutral,OPN3_chr1_241640369_-,PC-3
19,1,neutral,OPN3_chr1_241640369_-,PC-3
20,0,neutral,OPN3_chr1_241640369_-,PC-3
21,0,neutral,OPN3_chr1_241640369_-,PC-3
22,0,neutral,OPN3_chr1_241640369_-,PC-3
23,0,neutral,OPN3_chr1_241640369_-,PC-3
24,0,neutral,OPN3_chr1_241640369_-,PC-3
25,1,neutral,OPN3_chr1_241640369_-,PC-3
26,0,neutral,OPN3_chr1_241640369_-,PC-3
27,1,neutral,OPN3_chr1_241640369_-,PC-3
28,0,neutral,OPN3_chr1_241640369_-,PC-3
29,0,neutral,OPN3_chr1_241640369_-,PC-3
30,0,neutral,OPN3_chr1_241640369_-,PC-3
31,0,neutral,OPN3_chr1_241640369_-,PC-3
32,0,neutral,OPN3_chr1_241640369_-,PC-3
33,0,neutral,OPN3_chr1_241640369_-,PC-3
34,0,neutral,OPN3_chr1_241640369_-,PC-3
35,1,neutral,OPN3_chr1_241640369_-,PC-3
36,0,neutral,OPN3_chr1_241640369_-,PC-3
37,0,neutral,OPN3_chr1_241640369_-,PC-3
0,0,neutral,CHML_chr1_241640369_-,PC-3
1,0,neutral,CHML_chr1_241640369_-,PC-3
2,0,neutral,CHML_chr1_241640369_-,PC-3
3,0,neutral,CHML_chr1_241640369_-,PC-3
4,0,neutral,CHML_chr1_241640369_-,PC-3
5,0,neutral,CHML_chr1_241640369_-,PC-3
6,0,neutral,CHML_chr1_241640369_-,PC-3
7,0,neutral,CHML_chr1_241640369_-,PC-3
8,0,neutral,CHML_chr1_241640369_-,PC-3
9,0,neutral,CHML_chr1_241640369_-,PC-3
10,0,neutral,CHML_chr1_241640369_-,PC-3
11,0,neutral,CHML_chr1_241640369_-,PC-3
12,1,neutral,CHML_chr1_241640369_-,PC-3
13,0,neutral,CHML_chr1_241640369_-,PC-3
14,0,neutral,CHML_chr1_241640369_-,PC-3
15,0,neutral,CHML_chr1_241640369_-,PC-3
16,0,neutral,CHML_chr1_241640369_-,PC-3
17,0,neutral,CHML_chr1_241640369_-,PC-3
18,0,neutral,CHML_chr1_241640369_-,PC-3
19,1,neutral,CHML_chr1_241640369_-,PC-3
20,0,neutral,CHML_chr1_241640369_-,PC-3
21,0,neutral,CHML_chr1_241640369_-,PC-3
22,0,neutral,CHML_chr1_241640369_-,PC-3
23,1,neutral,CHML_chr1_241640369_-,PC-3
24,0,neutral,CHML_chr1_241640369_-,PC-3
25,1,neutral,CHML_chr1_241640369_-,PC-3
26,0,neutral,CHML_chr1_241640369_-,PC-3
27,1,neutral,CHML_chr1_241640369_-,PC-3
28,0,neutral,CHML_chr1_241640369_-,PC-3
29,0,neutral,CHML_chr1_241640369_-,PC-3
30,0,neutral,CHML_chr1_241640369_-,PC-3
31,0,neutral,CHML_chr1_241640369_-,PC-3
32,0,neutral,CHML_chr1_241640369_-,PC-3
33,0,neutral,CHML_chr1_241640369_-,PC-3
34,0,neutral,CHML_chr1_241640369_-,PC-3
35,0,neutral,CHML_chr1_241640369_-,PC-3
36,0,neutral,CHML_chr1_241640369_-,PC-3
37,0,neutral,CHML_chr1_241640369_-,PC-3
0,0,neutral,ZBTB37_chr1_173868081_+,PC-3
1,0,neutral,ZBTB37_chr1_173868081_+,PC-3
2,0,neutral,ZBTB37_chr1_173868081_+,PC-3
3,0,neutral,ZBTB37_chr1_173868081_+,PC-3
4,0,neutral,ZBTB37_chr1_173868081_+,PC-3
5,0,neutral,ZBTB37_chr1_173868081_+,PC-3
6,0,neutral,ZBTB37_chr1_173868081_+,PC-3
7,0,neutral,ZBTB37_chr1_173868081_+,PC-3
8,0,neutral,ZBTB37_chr1_173868081_+,PC-3
9,0,neutral,ZBTB37_chr1_173868081_+,PC-3
10,1,neutral,ZBTB37_chr1_173868081_+,PC-3
11,1,neutral,ZBTB37_chr1_173868081_+,PC-3
12,0,neutral,ZBTB37_chr1_173868081_+,PC-3
13,0,neutral,ZBTB37_chr1_173868081_+,PC-3
14,1,neutral,ZBTB37_chr1_173868081_+,PC-3
15,0,neutral,ZBTB37_chr1_173868081_+,PC-3
16,0,neutral,ZBTB37_chr1_173868081_+,PC-3
17,1,neutral,ZBTB37_chr1_173868081_+,PC-3
18,0,neutral,ZBTB37_chr1_173868081_+,PC-3
19,0,neutral,ZBTB37_chr1_173868081_+,PC-3
20,0,neutral,ZBTB37_chr1_173868081_+,PC-3
21,0,neutral,ZBTB37_chr1_173868081_+,PC-3
22,1,neutral,ZBTB37_chr1_173868081_+,PC-3
23,0,neutral,ZBTB37_chr1_173868081_+,PC-3
24,0,neutral,ZBTB37_chr1_173868081_+,PC-3
25,0,neutral,ZBTB37_chr1_173868081_+,PC-3
