,Normalized TSS activity,cell_line,tile class,seq_id
3,1.7722226202775835,K562,Enhancer,RPUSD2_chr15_40569331_+_90804
4,1.961049581652065,K562,Enhancer,RPUSD2_chr15_40569331_+_90804
5,2.045040281758847,K562,Enhancer,RPUSD2_chr15_40569331_+_90804
6,2.085869921530295,K562,Enhancer,RPUSD2_chr15_40569331_+_90804
7,2.109346682253937,K562,Enhancer,RPUSD2_chr15_40569331_+_90804
8,2.119156824696295,K562,Enhancer,RPUSD2_chr15_40569331_+_90804
9,2.126529977343019,K562,Enhancer,RPUSD2_chr15_40569331_+_90804
10,2.128777249416003,K562,Enhancer,RPUSD2_chr15_40569331_+_90804
11,2.1088190588412035,K562,Enhancer,RPUSD2_chr15_40569331_+_90804
12,2.092494721847782,K562,Enhancer,RPUSD2_chr15_40569331_+_90804
13,2.0627771625450615,K562,Enhancer,RPUSD2_chr15_40569331_+_90804
14,2.0377335197964896,K562,Enhancer,RPUSD2_chr15_40569331_+_90804
15,2.020443121003179,K562,Enhancer,RPUSD2_chr15_40569331_+_90804
0,0.14528507410513206,K562,Enhancer,RPUSD2_chr15_40569331_+_100804
1,0.9999999750847098,K562,Enhancer,RPUSD2_chr15_40569331_+_100804
2,1.1722728948469283,K562,Enhancer,RPUSD2_chr15_40569331_+_100804
3,1.2742603709272118,K562,Enhancer,RPUSD2_chr15_40569331_+_100804
4,1.5192404590426267,K562,Enhancer,RPUSD2_chr15_40569331_+_100804
5,1.6561750594790263,K562,Enhancer,RPUSD2_chr15_40569331_+_100804
6,1.7835947763931612,K562,Enhancer,RPUSD2_chr15_40569331_+_100804
7,1.8978824744105436,K562,Enhancer,RPUSD2_chr15_40569331_+_100804
8,1.9766381284165608,K562,Enhancer,RPUSD2_chr15_40569331_+_100804
9,2.0502989710234347,K562,Enhancer,RPUSD2_chr15_40569331_+_100804
10,2.153490661209443,K562,Enhancer,RPUSD2_chr15_40569331_+_100804
11,2.2169605189821704,K562,Enhancer,RPUSD2_chr15_40569331_+_100804
12,2.274440325762435,K562,Enhancer,RPUSD2_chr15_40569331_+_100804
13,2.3266856294171174,K562,Enhancer,RPUSD2_chr15_40569331_+_100804
14,2.3683224510267133,K562,Enhancer,RPUSD2_chr15_40569331_+_100804
15,2.4219615492294158,K562,Enhancer,RPUSD2_chr15_40569331_+_100804
0,0.08187950100311768,K562,Enhancer,GABRE_chrX_151974676_-_85804
1,4.194401840215222,K562,Enhancer,GABRE_chrX_151974676_-_85804
2,10.309657472988961,K562,Enhancer,GABRE_chrX_151974676_-_85804
3,11.793068457841049,K562,Enhancer,GABRE_chrX_151974676_-_85804
4,12.660419962919207,K562,Enhancer,GABRE_chrX_151974676_-_85804
5,12.905180340288466,K562,Enhancer,GABRE_chrX_151974676_-_85804
6,13.213811929649225,K562,Enhancer,GABRE_chrX_151974676_-_85804
7,13.3322523210374,K562,Enhancer,GABRE_chrX_151974676_-_85804
8,13.360333274780261,K562,Enhancer,GABRE_chrX_151974676_-_85804
9,13.34445706400527,K562,Enhancer,GABRE_chrX_151974676_-_85804
10,13.279134665933592,K562,Enhancer,GABRE_chrX_151974676_-_85804
11,13.170010681179374,K562,Enhancer,GABRE_chrX_151974676_-_85804
12,12.951821476125037,K562,Enhancer,GABRE_chrX_151974676_-_85804
13,12.66721660049324,K562,Enhancer,GABRE_chrX_151974676_-_85804
14,12.328711699262971,K562,Enhancer,GABRE_chrX_151974676_-_85804
15,11.91049091359913,K562,Enhancer,GABRE_chrX_151974676_-_85804
0,0.013350000164015668,K562,Enhancer,GABRE_chrX_151974676_-_100804
1,0.9999998661852932,K562,Enhancer,GABRE_chrX_151974676_-_100804
2,1.9363664675264116,K562,Enhancer,GABRE_chrX_151974676_-_100804
3,2.1852188271819886,K562,Enhancer,GABRE_chrX_151974676_-_100804
4,2.244667593229029,K562,Enhancer,GABRE_chrX_151974676_-_100804
5,2.2000214381095704,K562,Enhancer,GABRE_chrX_151974676_-_100804
6,2.1655719100204998,K562,Enhancer,GABRE_chrX_151974676_-_100804
7,2.1390404427312797,K562,Enhancer,GABRE_chrX_151974676_-_100804
8,2.050801113086028,K562,Enhancer,GABRE_chrX_151974676_-_100804
9,1.9622379710908506,K562,Enhancer,GABRE_chrX_151974676_-_100804
10,1.9206450004491504,K562,Enhancer,GABRE_chrX_151974676_-_100804
11,1.894263408154758,K562,Enhancer,GABRE_chrX_151974676_-_100804
12,1.8322607516055873,K562,Enhancer,GABRE_chrX_151974676_-_100804
13,1.7499992228180619,K562,Enhancer,GABRE_chrX_151974676_-_100804
14,1.6612985297130785,K562,Enhancer,GABRE_chrX_151974676_-_100804
15,1.5628022152713223,K562,Enhancer,GABRE_chrX_151974676_-_100804
0,0.03192873877520198,K562,Enhancer,NEK9_chr14_75127048_-_100804
1,0.9999998833992094,K562,Enhancer,NEK9_chr14_75127048_-_100804
2,1.4496943653216627,K562,Enhancer,NEK9_chr14_75127048_-_100804
3,1.5443669232089827,K562,Enhancer,NEK9_chr14_75127048_-_100804
4,1.550854824402296,K562,Enhancer,NEK9_chr14_75127048_-_100804
5,1.549214937164863,K562,Enhancer,NEK9_chr14_75127048_-_100804
6,1.5472383068440343,K562,Enhancer,NEK9_chr14_75127048_-_100804
7,1.5400237220879143,K562,Enhancer,NEK9_chr14_75127048_-_100804
8,1.5285388597169713,K562,Enhancer,NEK9_chr14_75127048_-_100804
9,1.5147157399613063,K562,Enhancer,NEK9_chr14_75127048_-_100804
10,1.4978180905577982,K562,Enhancer,NEK9_chr14_75127048_-_100804
11,1.4795513283882253,K562,Enhancer,NEK9_chr14_75127048_-_100804
12,1.4598885803997776,K562,Enhancer,NEK9_chr14_75127048_-_100804
13,1.438660651986353,K562,Enhancer,NEK9_chr14_75127048_-_100804
14,1.4137775768586116,K562,Enhancer,NEK9_chr14_75127048_-_100804
15,1.397072332477415,K562,Enhancer,NEK9_chr14_75127048_-_100804
0,0.07564717122399701,K562,Enhancer,CA13_chr8_85245457_+_100804
1,1.743690890238234,K562,Enhancer,CA13_chr8_85245457_+_100804
2,2.741632826213102,K562,Enhancer,CA13_chr8_85245457_+_100804
3,3.325111505011128,K562,Enhancer,CA13_chr8_85245457_+_100804
4,3.718103846056465,K562,Enhancer,CA13_chr8_85245457_+_100804
5,3.9937204794898173,K562,Enhancer,CA13_chr8_85245457_+_100804
6,4.228590768434008,K562,Enhancer,CA13_chr8_85245457_+_100804
7,4.402511613329121,K562,Enhancer,CA13_chr8_85245457_+_100804
8,4.503848595745127,K562,Enhancer,CA13_chr8_85245457_+_100804
9,4.570316603146536,K562,Enhancer,CA13_chr8_85245457_+_100804
10,4.620129534265844,K562,Enhancer,CA13_chr8_85245457_+_100804
11,4.643653686838463,K562,Enhancer,CA13_chr8_85245457_+_100804
12,4.689409587212778,K562,Enhancer,CA13_chr8_85245457_+_100804
13,4.6781300478794465,K562,Enhancer,CA13_chr8_85245457_+_100804
14,4.670921652961815,K562,Enhancer,CA13_chr8_85245457_+_100804
15,4.6712931850088895,K562,Enhancer,CA13_chr8_85245457_+_100804
0,0.030280674951962676,K562,Enhancer,CA13_chr8_85245457_+_105804
1,1.1513762738411972,K562,Enhancer,CA13_chr8_85245457_+_105804
2,1.6756112310727302,K562,Enhancer,CA13_chr8_85245457_+_105804
3,2.0033162027116167,K562,Enhancer,CA13_chr8_85245457_+_105804
4,2.1597068531541646,K562,Enhancer,CA13_chr8_85245457_+_105804
5,2.323085890070509,K562,Enhancer,CA13_chr8_85245457_+_105804
6,2.439267674890971,K562,Enhancer,CA13_chr8_85245457_+_105804
7,2.529511154551283,K562,Enhancer,CA13_chr8_85245457_+_105804
8,2.677030527085671,K562,Enhancer,CA13_chr8_85245457_+_105804
9,2.7370501264167104,K562,Enhancer,CA13_chr8_85245457_+_105804
10,2.75694867527691,K562,Enhancer,CA13_chr8_85245457_+_105804
11,2.734512084801959,K562,Enhancer,CA13_chr8_85245457_+_105804
12,2.6663432332848305,K562,Enhancer,CA13_chr8_85245457_+_105804
13,2.5997150613991074,K562,Enhancer,CA13_chr8_85245457_+_105804
14,2.5471411269717854,K562,Enhancer,CA13_chr8_85245457_+_105804
15,2.506058653458303,K562,Enhancer,CA13_chr8_85245457_+_105804
0,0.0287884542730274,K562,Enhancer,CA13_chr8_85245457_+_115804
1,2.3090953574735686,K562,Enhancer,CA13_chr8_85245457_+_115804
2,3.5101703382942833,K562,Enhancer,CA13_chr8_85245457_+_115804
3,3.862864518632736,K562,Enhancer,CA13_chr8_85245457_+_115804
4,4.060073561450016,K562,Enhancer,CA13_chr8_85245457_+_115804
5,4.218572971397833,K562,Enhancer,CA13_chr8_85245457_+_115804
6,4.366150339357689,K562,Enhancer,CA13_chr8_85245457_+_115804
7,4.443910585515444,K562,Enhancer,CA13_chr8_85245457_+_115804
8,4.4873270670643155,K562,Enhancer,CA13_chr8_85245457_+_115804
9,4.5081109215240955,K562,Enhancer,CA13_chr8_85245457_+_115804
10,4.5125433907595545,K562,Enhancer,CA13_chr8_85245457_+_115804
11,4.507033187241615,K562,Enhancer,CA13_chr8_85245457_+_115804
12,4.494771150211611,K562,Enhancer,CA13_chr8_85245457_+_115804
13,4.48972787856733,K562,Enhancer,CA13_chr8_85245457_+_115804
14,4.494705170707724,K562,Enhancer,CA13_chr8_85245457_+_115804
15,4.484623322977785,K562,Enhancer,CA13_chr8_85245457_+_115804
0,0.001995104140606113,K562,Enhancer,SLAMF6_chr1_160523262_-_80804
1,3.068323987451926,K562,Enhancer,SLAMF6_chr1_160523262_-_80804
2,3.9353871718386855,K562,Enhancer,SLAMF6_chr1_160523262_-_80804
3,4.543022903027892,K562,Enhancer,SLAMF6_chr1_160523262_-_80804
4,4.776461718646911,K562,Enhancer,SLAMF6_chr1_160523262_-_80804
5,4.922340445000082,K562,Enhancer,SLAMF6_chr1_160523262_-_80804
6,4.9517229522454675,K562,Enhancer,SLAMF6_chr1_160523262_-_80804
7,4.9523483332964116,K562,Enhancer,SLAMF6_chr1_160523262_-_80804
8,4.969210794733816,K562,Enhancer,SLAMF6_chr1_160523262_-_80804
9,4.932436645615157,K562,Enhancer,SLAMF6_chr1_160523262_-_80804
10,4.890333465928627,K562,Enhancer,SLAMF6_chr1_160523262_-_80804
11,4.861858160919319,K562,Enhancer,SLAMF6_chr1_160523262_-_80804
12,4.835538412343113,K562,Enhancer,SLAMF6_chr1_160523262_-_80804
13,4.8097051087072735,K562,Enhancer,SLAMF6_chr1_160523262_-_80804
14,4.77615567393886,K562,Enhancer,SLAMF6_chr1_160523262_-_80804
15,4.739326528273137,K562,Enhancer,SLAMF6_chr1_160523262_-_80804
0,0.011191334800920083,K562,Enhancer,KISS1R_chr19_917332_+_85804
1,2.028814849677385,K562,Enhancer,KISS1R_chr19_917332_+_85804
2,2.579033181691487,K562,Enhancer,KISS1R_chr19_917332_+_85804
3,2.7690416241520723,K562,Enhancer,KISS1R_chr19_917332_+_85804
4,2.776671649051595,K562,Enhancer,KISS1R_chr19_917332_+_85804
5,2.7769978914001308,K562,Enhancer,KISS1R_chr19_917332_+_85804
6,2.7751950090578954,K562,Enhancer,KISS1R_chr19_917332_+_85804
7,2.7684416606750935,K562,Enhancer,KISS1R_chr19_917332_+_85804
8,2.757266329402303,K562,Enhancer,KISS1R_chr19_917332_+_85804
9,2.74981448599739,K562,Enhancer,KISS1R_chr19_917332_+_85804
10,2.740373719175175,K562,Enhancer,KISS1R_chr19_917332_+_85804
11,2.734074180177549,K562,Enhancer,KISS1R_chr19_917332_+_85804
12,2.7227372856946643,K562,Enhancer,KISS1R_chr19_917332_+_85804
13,2.714802628417328,K562,Enhancer,KISS1R_chr19_917332_+_85804
14,2.706720142818033,K562,Enhancer,KISS1R_chr19_917332_+_85804
15,2.697895725225347,K562,Enhancer,KISS1R_chr19_917332_+_85804
0,0.04409672685506057,K562,Enhancer,PROSER1_chr13_39038076_-_100804
1,0.9999999510949737,K562,Enhancer,PROSER1_chr13_39038076_-_100804
2,1.5742628496489304,K562,Enhancer,PROSER1_chr13_39038076_-_100804
3,1.6046980613460737,K562,Enhancer,PROSER1_chr13_39038076_-_100804
4,1.6220526652359013,K562,Enhancer,PROSER1_chr13_39038076_-_100804
5,1.6297236337842962,K562,Enhancer,PROSER1_chr13_39038076_-_100804
6,1.6362256548334109,K562,Enhancer,PROSER1_chr13_39038076_-_100804
7,1.6458945306379231,K562,Enhancer,PROSER1_chr13_39038076_-_100804
8,1.653753450983177,K562,Enhancer,PROSER1_chr13_39038076_-_100804
9,1.6610186643098355,K562,Enhancer,PROSER1_chr13_39038076_-_100804
10,1.6686069540208637,K562,Enhancer,PROSER1_chr13_39038076_-_100804
11,1.6735934865547368,K562,Enhancer,PROSER1_chr13_39038076_-_100804
12,1.6743334293828047,K562,Enhancer,PROSER1_chr13_39038076_-_100804
13,1.6766966865279758,K562,Enhancer,PROSER1_chr13_39038076_-_100804
14,1.6773549970862385,K562,Enhancer,PROSER1_chr13_39038076_-_100804
15,1.6834276026619204,K562,Enhancer,PROSER1_chr13_39038076_-_100804
0,0.03803943054941879,K562,Enhancer,PROSER1_chr13_39038076_-_105804
1,1.389496045155549,K562,Enhancer,PROSER1_chr13_39038076_-_105804
2,1.9722477857503902,K562,Enhancer,PROSER1_chr13_39038076_-_105804
3,2.0529638826138275,K562,Enhancer,PROSER1_chr13_39038076_-_105804
4,2.106461107411764,K562,Enhancer,PROSER1_chr13_39038076_-_105804
5,2.145222773321274,K562,Enhancer,PROSER1_chr13_39038076_-_105804
6,2.1783373680422016,K562,Enhancer,PROSER1_chr13_39038076_-_105804
7,2.2005296912393226,K562,Enhancer,PROSER1_chr13_39038076_-_105804
8,2.210670881848374,K562,Enhancer,PROSER1_chr13_39038076_-_105804
9,2.2168400657999823,K562,Enhancer,PROSER1_chr13_39038076_-_105804
10,2.215404815789783,K562,Enhancer,PROSER1_chr13_39038076_-_105804
11,2.2104494050273784,K562,Enhancer,PROSER1_chr13_39038076_-_105804
12,2.2039843009374214,K562,Enhancer,PROSER1_chr13_39038076_-_105804
13,2.2057155402326507,K562,Enhancer,PROSER1_chr13_39038076_-_105804
14,2.2038976324867705,K562,Enhancer,PROSER1_chr13_39038076_-_105804
15,2.2013385691200598,K562,Enhancer,PROSER1_chr13_39038076_-_105804
0,0.1543093770476259,K562,Enhancer,ABO_chr9_133275219_-_100804
1,0.9999999528000432,K562,Enhancer,ABO_chr9_133275219_-_100804
2,1.3519485977784342,K562,Enhancer,ABO_chr9_133275219_-_100804
3,1.581834939233202,K562,Enhancer,ABO_chr9_133275219_-_100804
4,1.7542069793632347,K562,Enhancer,ABO_chr9_133275219_-_100804
5,1.838561672565088,K562,Enhancer,ABO_chr9_133275219_-_100804
6,1.9071308541188832,K562,Enhancer,ABO_chr9_133275219_-_100804
7,1.9373372951928314,K562,Enhancer,ABO_chr9_133275219_-_100804
8,1.9722674450254234,K562,Enhancer,ABO_chr9_133275219_-_100804
9,2.0097402250724703,K562,Enhancer,ABO_chr9_133275219_-_100804
10,2.0398121777357385,K562,Enhancer,ABO_chr9_133275219_-_100804
11,2.071542988619461,K562,Enhancer,ABO_chr9_133275219_-_100804
12,2.103640721479662,K562,Enhancer,ABO_chr9_133275219_-_100804
13,2.1295284084478694,K562,Enhancer,ABO_chr9_133275219_-_100804
14,2.1578343904550357,K562,Enhancer,ABO_chr9_133275219_-_100804
15,2.179265835087336,K562,Enhancer,ABO_chr9_133275219_-_100804
0,0.15003202196731238,K562,Enhancer,THPO_chr3_184378207_-_110804
1,1.248187161939761,K562,Enhancer,THPO_chr3_184378207_-_110804
2,2.239133328116184,K562,Enhancer,THPO_chr3_184378207_-_110804
3,2.39797163701016,K562,Enhancer,THPO_chr3_184378207_-_110804
4,2.4362369758811426,K562,Enhancer,THPO_chr3_184378207_-_110804
5,2.429228015644725,K562,Enhancer,THPO_chr3_184378207_-_110804
6,2.414063380646903,K562,Enhancer,THPO_chr3_184378207_-_110804
7,2.369952344016101,K562,Enhancer,THPO_chr3_184378207_-_110804
8,2.331450540021669,K562,Enhancer,THPO_chr3_184378207_-_110804
9,2.282859354053386,K562,Enhancer,THPO_chr3_184378207_-_110804
10,2.2347184865335596,K562,Enhancer,THPO_chr3_184378207_-_110804
11,2.188468393692578,K562,Enhancer,THPO_chr3_184378207_-_110804
12,2.1505324449735475,K562,Enhancer,THPO_chr3_184378207_-_110804
13,2.111005776156518,K562,Enhancer,THPO_chr3_184378207_-_110804
14,2.0670300243220026,K562,Enhancer,THPO_chr3_184378207_-_110804
15,2.019772542241635,K562,Enhancer,THPO_chr3_184378207_-_110804
0,0.02157892115356372,K562,Enhancer,CCDC80_chr3_112641143_-_60804
1,4.969285105978,K562,Enhancer,CCDC80_chr3_112641143_-_60804
2,6.464585011392756,K562,Enhancer,CCDC80_chr3_112641143_-_60804
3,7.01323829806003,K562,Enhancer,CCDC80_chr3_112641143_-_60804
4,7.115452016445786,K562,Enhancer,CCDC80_chr3_112641143_-_60804
5,7.120181942613017,K562,Enhancer,CCDC80_chr3_112641143_-_60804
6,7.094958557498359,K562,Enhancer,CCDC80_chr3_112641143_-_60804
7,7.052356655454398,K562,Enhancer,CCDC80_chr3_112641143_-_60804
8,6.97691408646669,K562,Enhancer,CCDC80_chr3_112641143_-_60804
9,6.892861367247642,K562,Enhancer,CCDC80_chr3_112641143_-_60804
10,6.810713000103865,K562,Enhancer,CCDC80_chr3_112641143_-_60804
11,6.71036803192659,K562,Enhancer,CCDC80_chr3_112641143_-_60804
12,6.595592925219797,K562,Enhancer,CCDC80_chr3_112641143_-_60804
13,6.432795200261291,K562,Enhancer,CCDC80_chr3_112641143_-_60804
14,6.257020405149876,K562,Enhancer,CCDC80_chr3_112641143_-_60804
15,6.079594897550569,K562,Enhancer,CCDC80_chr3_112641143_-_60804
0,0.011308819513127373,K562,Enhancer,MLLT11_chr1_151060396_+_90804
1,1.133005129926208,K562,Enhancer,MLLT11_chr1_151060396_+_90804
2,2.019301641864537,K562,Enhancer,MLLT11_chr1_151060396_+_90804
3,2.4086116994183597,K562,Enhancer,MLLT11_chr1_151060396_+_90804
4,2.677507803369496,K562,Enhancer,MLLT11_chr1_151060396_+_90804
5,2.7748814811613145,K562,Enhancer,MLLT11_chr1_151060396_+_90804
6,2.851729114810172,K562,Enhancer,MLLT11_chr1_151060396_+_90804
7,2.912373588804167,K562,Enhancer,MLLT11_chr1_151060396_+_90804
8,2.9537044542133106,K562,Enhancer,MLLT11_chr1_151060396_+_90804
9,2.9934145409211834,K562,Enhancer,MLLT11_chr1_151060396_+_90804
10,3.0252687638937266,K562,Enhancer,MLLT11_chr1_151060396_+_90804
11,3.0505047633818356,K562,Enhancer,MLLT11_chr1_151060396_+_90804
12,3.0972538749884526,K562,Enhancer,MLLT11_chr1_151060396_+_90804
13,3.126313309416843,K562,Enhancer,MLLT11_chr1_151060396_+_90804
14,3.1554883430414624,K562,Enhancer,MLLT11_chr1_151060396_+_90804
15,3.1654418406375244,K562,Enhancer,MLLT11_chr1_151060396_+_90804
0,0.016175916607687545,K562,Enhancer,CFAP20DC_chr3_59050025_-_100804
1,1.0000000557236846,K562,Enhancer,CFAP20DC_chr3_59050025_-_100804
2,2.421375664094344,K562,Enhancer,CFAP20DC_chr3_59050025_-_100804
3,2.9705560273494194,K562,Enhancer,CFAP20DC_chr3_59050025_-_100804
4,3.5463141128853923,K562,Enhancer,CFAP20DC_chr3_59050025_-_100804
5,4.012011257826685,K562,Enhancer,CFAP20DC_chr3_59050025_-_100804
6,4.316291810507094,K562,Enhancer,CFAP20DC_chr3_59050025_-_100804
7,4.358960245315603,K562,Enhancer,CFAP20DC_chr3_59050025_-_100804
8,4.38423587518974,K562,Enhancer,CFAP20DC_chr3_59050025_-_100804
9,4.446681173594763,K562,Enhancer,CFAP20DC_chr3_59050025_-_100804
10,4.476153465608456,K562,Enhancer,CFAP20DC_chr3_59050025_-_100804
11,4.483335016775175,K562,Enhancer,CFAP20DC_chr3_59050025_-_100804
12,4.525040170910993,K562,Enhancer,CFAP20DC_chr3_59050025_-_100804
13,4.541076297690236,K562,Enhancer,CFAP20DC_chr3_59050025_-_100804
14,4.533056239979269,K562,Enhancer,CFAP20DC_chr3_59050025_-_100804
15,4.505621792442061,K562,Enhancer,CFAP20DC_chr3_59050025_-_100804
0,0.06123844718294257,K562,Enhancer,MINPP1_chr10_87504892_+_90804
1,1.000000078111153,K562,Enhancer,MINPP1_chr10_87504892_+_90804
2,1.5093754544648903,K562,Enhancer,MINPP1_chr10_87504892_+_90804
3,1.6663653375083507,K562,Enhancer,MINPP1_chr10_87504892_+_90804
4,1.7363166586377867,K562,Enhancer,MINPP1_chr10_87504892_+_90804
5,1.7671077059066802,K562,Enhancer,MINPP1_chr10_87504892_+_90804
6,1.78685982939388,K562,Enhancer,MINPP1_chr10_87504892_+_90804
7,1.799785052308909,K562,Enhancer,MINPP1_chr10_87504892_+_90804
8,1.8125400355164312,K562,Enhancer,MINPP1_chr10_87504892_+_90804
9,1.82077263860043,K562,Enhancer,MINPP1_chr10_87504892_+_90804
10,1.8258842182522188,K562,Enhancer,MINPP1_chr10_87504892_+_90804
11,1.8250286454901177,K562,Enhancer,MINPP1_chr10_87504892_+_90804
12,1.8219527276982717,K562,Enhancer,MINPP1_chr10_87504892_+_90804
13,1.8182435698898831,K562,Enhancer,MINPP1_chr10_87504892_+_90804
14,1.8168306811519777,K562,Enhancer,MINPP1_chr10_87504892_+_90804
15,1.8170080644794786,K562,Enhancer,MINPP1_chr10_87504892_+_90804
0,0.08116692309007299,K562,Enhancer,MINPP1_chr10_87504892_+_100804
1,0.99999994529634,K562,Enhancer,MINPP1_chr10_87504892_+_100804
2,1.3935293502230885,K562,Enhancer,MINPP1_chr10_87504892_+_100804
3,1.5679103817289775,K562,Enhancer,MINPP1_chr10_87504892_+_100804
4,1.6562868796690426,K562,Enhancer,MINPP1_chr10_87504892_+_100804
5,1.6982997281911894,K562,Enhancer,MINPP1_chr10_87504892_+_100804
6,1.707069408687625,K562,Enhancer,MINPP1_chr10_87504892_+_100804
7,1.7084782604236115,K562,Enhancer,MINPP1_chr10_87504892_+_100804
8,1.7114043318460777,K562,Enhancer,MINPP1_chr10_87504892_+_100804
9,1.7133231994803153,K562,Enhancer,MINPP1_chr10_87504892_+_100804
10,1.7137584081234933,K562,Enhancer,MINPP1_chr10_87504892_+_100804
11,1.7120633058105545,K562,Enhancer,MINPP1_chr10_87504892_+_100804
12,1.7083970254884866,K562,Enhancer,MINPP1_chr10_87504892_+_100804
13,1.7039235653110416,K562,Enhancer,MINPP1_chr10_87504892_+_100804
14,1.6977686650597466,K562,Enhancer,MINPP1_chr10_87504892_+_100804
15,1.6903958425218386,K562,Enhancer,MINPP1_chr10_87504892_+_100804
0,0.026669829058369406,K562,Enhancer,TM6SF1_chr15_83107680_+_80804
1,2.4082158290704343,K562,Enhancer,TM6SF1_chr15_83107680_+_80804
2,4.518998335793491,K562,Enhancer,TM6SF1_chr15_83107680_+_80804
3,6.446880953115292,K562,Enhancer,TM6SF1_chr15_83107680_+_80804
4,7.7650203962369755,K562,Enhancer,TM6SF1_chr15_83107680_+_80804
5,8.81316683281543,K562,Enhancer,TM6SF1_chr15_83107680_+_80804
6,9.593041854619536,K562,Enhancer,TM6SF1_chr15_83107680_+_80804
7,10.038350788087214,K562,Enhancer,TM6SF1_chr15_83107680_+_80804
8,10.27233242871258,K562,Enhancer,TM6SF1_chr15_83107680_+_80804
9,10.40714540790902,K562,Enhancer,TM6SF1_chr15_83107680_+_80804
10,10.473108786529469,K562,Enhancer,TM6SF1_chr15_83107680_+_80804
11,10.511832434362741,K562,Enhancer,TM6SF1_chr15_83107680_+_80804
12,10.526355170234298,K562,Enhancer,TM6SF1_chr15_83107680_+_80804
13,10.52135366338269,K562,Enhancer,TM6SF1_chr15_83107680_+_80804
14,10.516754414115109,K562,Enhancer,TM6SF1_chr15_83107680_+_80804
15,10.486263588322194,K562,Enhancer,TM6SF1_chr15_83107680_+_80804
0,0.03084656451322331,K562,Enhancer,NAT10_chr11_34105628_+_100804
1,1.0000000055740939,K562,Enhancer,NAT10_chr11_34105628_+_100804
2,1.2328359383674683,K562,Enhancer,NAT10_chr11_34105628_+_100804
3,1.2837310040459002,K562,Enhancer,NAT10_chr11_34105628_+_100804
4,1.3064936074063207,K562,Enhancer,NAT10_chr11_34105628_+_100804
5,1.3181153141759907,K562,Enhancer,NAT10_chr11_34105628_+_100804
6,1.3210689707146033,K562,Enhancer,NAT10_chr11_34105628_+_100804
7,1.327968093441432,K562,Enhancer,NAT10_chr11_34105628_+_100804
8,1.3312546571553305,K562,Enhancer,NAT10_chr11_34105628_+_100804
9,1.3363372273209078,K562,Enhancer,NAT10_chr11_34105628_+_100804
10,1.3362570830009315,K562,Enhancer,NAT10_chr11_34105628_+_100804
11,1.334557441482049,K562,Enhancer,NAT10_chr11_34105628_+_100804
12,1.3388461715117432,K562,Enhancer,NAT10_chr11_34105628_+_100804
13,1.3458297752034878,K562,Enhancer,NAT10_chr11_34105628_+_100804
14,1.3497736583490783,K562,Enhancer,NAT10_chr11_34105628_+_100804
15,1.3542013059432771,K562,Enhancer,NAT10_chr11_34105628_+_100804
0,0.02340942368012753,K562,Enhancer,ENSG00000284931_chr11_5254783_-_70804
1,2.0081835724810304,K562,Enhancer,ENSG00000284931_chr11_5254783_-_70804
2,2.936173888064242,K562,Enhancer,ENSG00000284931_chr11_5254783_-_70804
3,3.1340684981480935,K562,Enhancer,ENSG00000284931_chr11_5254783_-_70804
4,3.219171409753556,K562,Enhancer,ENSG00000284931_chr11_5254783_-_70804
5,3.2451720181356856,K562,Enhancer,ENSG00000284931_chr11_5254783_-_70804
6,3.280904801849831,K562,Enhancer,ENSG00000284931_chr11_5254783_-_70804
7,3.3034962858107155,K562,Enhancer,ENSG00000284931_chr11_5254783_-_70804
8,3.3107838736138007,K562,Enhancer,ENSG00000284931_chr11_5254783_-_70804
9,3.3189758973636407,K562,Enhancer,ENSG00000284931_chr11_5254783_-_70804
10,3.3359935579213644,K562,Enhancer,ENSG00000284931_chr11_5254783_-_70804
11,3.359505888855029,K562,Enhancer,ENSG00000284931_chr11_5254783_-_70804
12,3.3494093395940987,K562,Enhancer,ENSG00000284931_chr11_5254783_-_70804
13,3.3343637054731454,K562,Enhancer,ENSG00000284931_chr11_5254783_-_70804
14,3.3203407431436864,K562,Enhancer,ENSG00000284931_chr11_5254783_-_70804
15,3.2995257186172577,K562,Enhancer,ENSG00000284931_chr11_5254783_-_70804
0,0.036736046147939065,K562,Enhancer,KIT_chr4_54657941_+_105804
1,0.9999999157309881,K562,Enhancer,KIT_chr4_54657941_+_105804
2,4.832466658017776,K562,Enhancer,KIT_chr4_54657941_+_105804
3,8.015358901774773,K562,Enhancer,KIT_chr4_54657941_+_105804
4,10.567274006278456,K562,Enhancer,KIT_chr4_54657941_+_105804
5,12.456450930782648,K562,Enhancer,KIT_chr4_54657941_+_105804
6,13.978643226125449,K562,Enhancer,KIT_chr4_54657941_+_105804
7,15.40794357613212,K562,Enhancer,KIT_chr4_54657941_+_105804
8,16.518995068879978,K562,Enhancer,KIT_chr4_54657941_+_105804
9,17.49700161067536,K562,Enhancer,KIT_chr4_54657941_+_105804
10,18.40233214766092,K562,Enhancer,KIT_chr4_54657941_+_105804
11,19.219693772355228,K562,Enhancer,KIT_chr4_54657941_+_105804
12,19.86651821557536,K562,Enhancer,KIT_chr4_54657941_+_105804
13,20.34370256233038,K562,Enhancer,KIT_chr4_54657941_+_105804
14,20.892307450486907,K562,Enhancer,KIT_chr4_54657941_+_105804
15,21.339625290462024,K562,Enhancer,KIT_chr4_54657941_+_105804
0,0.045882219392509395,K562,Enhancer,CXXC5_chr5_139648348_+_100804
